                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |     335347 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |     710400 |     710400 |     710400 |     710400 |     710400 |     710400 |     710400 |     710400
  IPC                                |       0.47 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     177600 |     177600 |     177600 |     177600 |     177600 |     177600 |     177600 |     177600
  Idle time (ns)                     |        267 |     177600 |     177600 |     177600 |     177600 |     177600 |     177600 |     177600
  Idle time (%)                      |       0.2% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |      50789 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |       3408 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      6.29% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |      10.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      40174 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |         94 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.23% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     143352 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        428 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.30% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        522 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        284 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     54.41% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.85 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      40174 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       1166 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.90% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.48 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |     143352 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       9106 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      6.35% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      27.15 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      12150 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       8550 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     70.37% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      25.50 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10434 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       8511 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     81.57% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      25.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       4281 |          0 |          0 |          0 |       4230 |          0 |          0 |          0
  average dram access latency (ns)   |      61.48 |        inf |        inf |        inf |      61.41 |        inf |        inf |        inf
  average dram queueing delay        |       0.23 |       0.00 |       0.00 |       0.00 |       0.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6152 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
