                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   12369954 |    4681232 |    4665573 |    4756467 |    4283540 |    4686386 |    4628961 |    4512927 |    4092810 |    4669944 |    4724857 |    4679809 |    4388812 |    4594074 |    4648678 |    4610524
  Cycles                             |   11823600 |   11823600 |   11823600 |   11823600 |    8867700 |    8867700 |    8867700 |    8867700 |   11823600 |   11823600 |   11823600 |   11823600 |    8867700 |    8867700 |    8867700 |    8867700
  IPC                                |       1.05 |       0.40 |       0.39 |       0.40 |       0.48 |       0.53 |       0.52 |       0.51 |       0.35 |       0.39 |       0.40 |       0.40 |       0.49 |       0.52 |       0.52 |       0.52
  Time (ns)                          |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900 |    2955900
  Idle time (ns)                     |       1570 |    2301092 |    2301367 |    2301499 |    2291653 |    2291780 |    2291882 |    2291963 |    2302262 |    2301790 |    2302202 |    2302392 |    2292491 |    2292636 |    2292480 |    2292749
  Idle time (%)                      |       0.1% |      77.8% |      77.9% |      77.9% |      77.5% |      77.5% |      77.5% |      77.5% |      77.9% |      77.9% |      77.9% |      77.9% |      77.6% |      77.6% |      77.6% |      77.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1537828 |    1509894 |    1501758 |    1542904 |    1342008 |    1528509 |    1501591 |    1449277 |    1241125 |    1502456 |    1526278 |    1508199 |    1387991 |    1484929 |    1509138 |    1493083
  num incorrect                      |      80207 |       3781 |       3937 |       2864 |       7681 |       1704 |       2608 |       4206 |      12441 |       4316 |       3393 |       4051 |       6387 |       3241 |       2573 |       2922
  misprediction rate                 |      4.96% |      0.25% |      0.26% |      0.19% |      0.57% |      0.11% |      0.17% |      0.29% |      0.99% |      0.29% |      0.22% |      0.27% |      0.46% |      0.22% |      0.17% |      0.20%
  mpki                               |       6.48 |       0.81 |       0.84 |       0.60 |       1.79 |       0.36 |       0.56 |       0.93 |       3.04 |       0.92 |       0.72 |       0.87 |       1.46 |       0.71 |       0.55 |       0.63
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1571985 |      22059 |      23111 |      17063 |      37121 |      12844 |      16797 |      22873 |      51370 |      22219 |      20310 |      21226 |      31283 |      18637 |      16266 |      17847
    num misses                       |        176 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.11% |      0.10% |      0.14% |      0.06% |      0.19% |      0.14% |      0.10% |      0.05% |      0.12% |      0.12% |      0.11% |      0.08% |      0.13% |      0.15% |      0.13%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2951957 |     836300 |     835878 |     844122 |     790357 |     826665 |     821729 |     810077 |     778926 |     836106 |     842554 |     835621 |     800645 |     818658 |     823829 |     819857
    num misses                       |       1779 |        340 |        337 |        346 |        341 |        350 |        316 |        333 |        333 |        327 |        342 |        330 |        346 |        340 |        321 |        374
    miss rate                        |      0.06% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.14 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.07 |       0.08
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1955 |        364 |        361 |        370 |        365 |        374 |        340 |        357 |        357 |        353 |        366 |        354 |        370 |        364 |        345 |        398
    num misses                       |        675 |        177 |        170 |        172 |        178 |        171 |        173 |        173 |        174 |        166 |        166 |        168 |        176 |        172 |        172 |        175
    miss rate                        |     34.53% |     48.63% |     47.09% |     46.49% |     48.77% |     45.72% |     50.88% |     48.46% |     48.74% |     47.03% |     45.36% |     47.46% |     47.57% |     47.25% |     49.86% |     43.97%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1571985 |      22059 |      23111 |      17063 |      37121 |      12844 |      16797 |      22873 |      51370 |      22219 |      20310 |      21226 |      31283 |      18637 |      16266 |      17847
    num cache misses                 |       2810 |        156 |        159 |        155 |        156 |        154 |        155 |        154 |        155 |        162 |        154 |        154 |        154 |        155 |        155 |        155
    miss rate                        |      0.18% |      0.71% |      0.69% |      0.91% |      0.42% |      1.20% |      0.92% |      0.67% |      0.30% |      0.73% |      0.76% |      0.73% |      0.49% |      0.83% |      0.95% |      0.87%
    mpki                             |       0.23 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2951957 |     836300 |     835878 |     844122 |     790357 |     826665 |     821729 |     810077 |     778926 |     836106 |     842554 |     835621 |     800645 |     818658 |     823829 |     819857
    num cache misses                 |      37455 |       7586 |       7834 |       7490 |       8094 |       7355 |       7444 |       7643 |       8545 |       7594 |       7646 |       7577 |       7846 |       7557 |       7374 |       7526
    miss rate                        |      1.27% |      0.91% |      0.94% |      0.89% |      1.02% |      0.89% |      0.91% |      0.94% |      1.10% |      0.91% |      0.91% |      0.91% |      0.98% |      0.92% |      0.90% |      0.92%
    mpki                             |       3.03 |       1.62 |       1.68 |       1.57 |       1.89 |       1.57 |       1.61 |       1.69 |       2.09 |       1.63 |       1.62 |       1.62 |       1.79 |       1.64 |       1.59 |       1.63
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      42438 |       7835 |       8114 |       7732 |       8477 |       7576 |       7701 |       7917 |       9154 |       8034 |       8061 |       7971 |       8320 |       7964 |       7759 |       7933
    num cache misses                 |      27395 |       7198 |       7350 |       7112 |       7531 |       7089 |       7102 |       7222 |       7705 |       7194 |       7224 |       7202 |       7358 |       7186 |       7083 |       7175
    miss rate                        |     64.55% |     91.87% |     90.58% |     91.98% |     88.84% |     93.57% |     92.22% |     91.22% |     84.17% |     89.54% |     89.62% |     90.35% |     88.44% |     90.23% |     91.29% |     90.44%
    mpki                             |       2.21 |       1.54 |       1.58 |       1.50 |       1.76 |       1.51 |       1.53 |       1.60 |       1.88 |       1.54 |       1.53 |       1.54 |       1.68 |       1.56 |       1.52 |       1.56
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      31257 |       7293 |       7473 |       7201 |       7762 |       7156 |       7203 |       7342 |       8159 |       7472 |       7485 |       7442 |       7678 |       7438 |       7313 |       7427
    num cache misses                 |      23430 |       3525 |       3689 |       3612 |       3850 |       3478 |       3639 |       3738 |       4717 |       4186 |       4108 |       4154 |       4290 |       4203 |       4133 |       4178
    miss rate                        |     74.96% |     48.33% |     49.36% |     50.16% |     49.60% |     48.60% |     50.52% |     50.91% |     57.81% |     56.02% |     54.88% |     55.82% |     55.87% |     56.51% |     56.52% |     56.25%
    mpki                             |       1.89 |       0.75 |       0.79 |       0.76 |       0.90 |       0.74 |       0.79 |       0.83 |       1.15 |       0.90 |       0.87 |       0.89 |       0.98 |       0.91 |       0.89 |       0.91
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      13455 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13360 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.12 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      82.06 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      20.87 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      20.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
