                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  163544722 |  167079135 |  168669086 |  167476929 |  127553028 |  127099626 |  129921799 |  122489034 |  166896617 |  167616878 |  169246233 |  167778425 |  125321224 |  128936709 |  129287729 |  125072282
  Cycles                             |  168670670 |  168670670 |  168670670 |  168670670 |  127957060 |  127957060 |  127957060 |  127957060 |  168670670 |  168670670 |  168670670 |  168670670 |  127957060 |  127957060 |  127957060 |  127957060
  IPC                                |       0.97 |       0.99 |       1.00 |       0.99 |       1.00 |       0.99 |       1.02 |       0.96 |       0.99 |       0.99 |       1.00 |       0.99 |       0.98 |       1.01 |       1.01 |       0.98
  Time (ns)                          |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300 |   58162300
  Idle time (ns)                     |    1357798 |     868681 |     704678 |    1064027 |     453064 |     420960 |     421703 |     423416 |    1038226 |     916403 |     896623 |    1111710 |     426074 |     431787 |     460232 |     465958
  Idle time (%)                      |       2.3% |       1.5% |       1.2% |       1.8% |       0.8% |       0.7% |       0.7% |       0.7% |       1.8% |       1.6% |       1.5% |       1.9% |       0.7% |       0.7% |       0.8% |       0.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   18519994 |   20236793 |   20723204 |   20384586 |    8983337 |    8856962 |    9663779 |    7540221 |   20245006 |   20458377 |   20924847 |   20504022 |    8375158 |    9408740 |    9508789 |    8304771
  num incorrect                      |      30415 |      13951 |      13165 |      13032 |      12835 |      12859 |      12785 |      12811 |      12521 |      12620 |      12323 |      12602 |      12400 |      12320 |      12386 |      12257
  misprediction rate                 |      0.16% |      0.07% |      0.06% |      0.06% |      0.14% |      0.14% |      0.13% |      0.17% |      0.06% |      0.06% |      0.06% |      0.06% |      0.15% |      0.13% |      0.13% |      0.15%
  mpki                               |       0.19 |       0.08 |       0.08 |       0.08 |       0.10 |       0.10 |       0.10 |       0.10 |       0.08 |       0.08 |       0.07 |       0.08 |       0.10 |       0.10 |       0.10 |       0.10
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13034837 |   12628549 |   12618515 |   12617350 |   12614696 |   12612893 |   12612784 |   12613598 |   12607355 |   12600092 |   12603170 |   12603478 |   12601620 |   12601455 |   12601655 |   12601687
    num misses                       |        280 |         35 |         35 |         28 |         35 |         28 |         28 |         35 |         35 |         35 |         35 |         35 |         35 |         35 |         28 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   72696862 |   71966269 |   72119741 |   71946038 |   66235575 |   66165579 |   66568071 |   65505932 |   71820896 |   71912168 |   72143873 |   71938267 |   65867686 |   66382486 |   66433462 |   65830245
    num misses                       |      41518 |      36606 |      36271 |      36307 |      36257 |      36300 |      36214 |      36243 |      37108 |      36287 |      36151 |      36278 |      36242 |      36240 |      36216 |      36160
    miss rate                        |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.25 |       0.22 |       0.22 |       0.22 |       0.28 |       0.29 |       0.28 |       0.30 |       0.22 |       0.22 |       0.21 |       0.22 |       0.29 |       0.28 |       0.28 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      41798 |      36641 |      36306 |      36335 |      36292 |      36328 |      36242 |      36278 |      37143 |      36322 |      36186 |      36313 |      36277 |      36275 |      36244 |      36191
    num misses                       |      21312 |      19804 |      19531 |      19363 |      19514 |      19489 |      19572 |      19536 |      19429 |      19499 |      19442 |      19614 |      19513 |      19401 |      19458 |      19379
    miss rate                        |     50.99% |     54.05% |     53.80% |     53.29% |     53.77% |     53.65% |     54.00% |     53.85% |     52.31% |     53.68% |     53.73% |     54.01% |     53.79% |     53.48% |     53.69% |     53.55%
    mpki                             |       0.13 |       0.12 |       0.12 |       0.12 |       0.15 |       0.15 |       0.15 |       0.16 |       0.12 |       0.12 |       0.11 |       0.12 |       0.16 |       0.15 |       0.15 |       0.15
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13034837 |   12628549 |   12618515 |   12617350 |   12614696 |   12612893 |   12612784 |   12613598 |   12607355 |   12600092 |   12603170 |   12603478 |   12601620 |   12601455 |   12601655 |   12601687
    num cache misses                 |      13410 |       4236 |       4422 |       4301 |       9028 |       9126 |       9286 |       8949 |       4339 |       4286 |       4415 |       4044 |       8933 |       9309 |       9081 |       8837
    miss rate                        |      0.10% |      0.03% |      0.04% |      0.03% |      0.07% |      0.07% |      0.07% |      0.07% |      0.03% |      0.03% |      0.04% |      0.03% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.08 |       0.03 |       0.03 |       0.03 |       0.07 |       0.07 |       0.07 |       0.07 |       0.03 |       0.03 |       0.03 |       0.02 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   72696862 |   71966269 |   72119741 |   71946038 |   66235575 |   66165579 |   66568071 |   65505932 |   71820896 |   71912168 |   72143873 |   71938267 |   65867686 |   66382486 |   66433462 |   65830245
    num cache misses                 |    2097246 |    2042939 |    2025178 |    2025539 |    2037223 |    2037010 |    2036954 |    2037036 |    2024355 |    2023857 |    2023616 |    2023778 |    2035651 |    2035429 |    2035152 |    2034023
    miss rate                        |      2.88% |      2.84% |      2.81% |      2.82% |      3.08% |      3.08% |      3.06% |      3.11% |      2.82% |      2.81% |      2.80% |      2.81% |      3.09% |      3.07% |      3.06% |      3.09%
    mpki                             |      12.82 |      12.23 |      12.01 |      12.09 |      15.97 |      16.03 |      15.68 |      16.63 |      12.13 |      12.07 |      11.96 |      12.06 |      16.24 |      15.79 |      15.74 |      16.26
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2324244 |    2234416 |    2213321 |    2213325 |    2229103 |    2228654 |    2229668 |    2230091 |    2215928 |    2211882 |    2212079 |    2211771 |    2227572 |    2227934 |    2227727 |    2226162
    num cache misses                 |    1227773 |    1191670 |    1183557 |    1188937 |    1892123 |    1889018 |    1890971 |    1888858 |    1182103 |    1185507 |    1185307 |    1182301 |    1889066 |    1886569 |    1887877 |    1883494
    miss rate                        |     52.82% |     53.33% |     53.47% |     53.72% |     84.88% |     84.76% |     84.81% |     84.70% |     53.35% |     53.60% |     53.58% |     53.45% |     84.80% |     84.68% |     84.74% |     84.61%
    mpki                             |       7.51 |       7.13 |       7.02 |       7.10 |      14.83 |      14.86 |      14.55 |      15.42 |       7.08 |       7.07 |       7.00 |       7.05 |      15.07 |      14.63 |      14.60 |      15.06
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1445186 |    1380265 |    1369350 |    1374564 |    2075355 |    2071744 |    2074667 |    2073265 |    1371764 |    1371308 |    1371512 |    1368455 |    2072415 |    2069984 |    2071666 |    2066910
    num cache misses                 |    1080010 |    1036864 |    1024074 |    1030925 |     997357 |     996961 |     995499 |    1040859 |    1107355 |    1018364 |    1018085 |    1020824 |    1001937 |     995183 |     995256 |    1023681
    miss rate                        |     74.73% |     75.12% |     74.79% |     75.00% |     48.06% |     48.12% |     47.98% |     50.20% |     80.72% |     74.26% |     74.23% |     74.60% |     48.35% |     48.08% |     48.04% |     49.53%
    mpki                             |       6.60 |       6.21 |       6.07 |       6.16 |       7.82 |       7.84 |       7.66 |       8.50 |       6.63 |       6.08 |       6.02 |       6.08 |       7.99 |       7.72 |       7.70 |       8.18
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   11853599 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   11851975 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    2857.80 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    2862.50 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
