                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   294662065 |   297573960 |   297975322 |   296907746 |  242158559 |  242271553 |  241521762 |  240474833
  Cycles                             |  1061918800 |  1061918800 |  1061918800 |  1061918800 |  265479700 |  265479700 |  265479700 |  265479700
  IPC                                |        0.28 |        0.28 |        0.28 |        0.28 |       0.91 |       0.91 |       0.91 |       0.91
  Time (ns)                          |   265479700 |   265479700 |   265479700 |   265479700 |  265479700 |  265479700 |  265479700 |  265479700
  Idle time (ns)                     |    37850470 |    37553246 |    37924994 |    38679851 |     467413 |     459835 |     466203 |     464661
  Idle time (%)                      |       14.3% |       14.1% |       14.3% |       14.6% |       0.2% |       0.2% |       0.2% |       0.2%
Branch predictor stats               |             |             |             |             |            |            |            |           
  num correct                        |    31480404 |    33239386 |    33419706 |    33065946 |   14825426 |   14866269 |   14617400 |   14268527
  num incorrect                      |       12573 |        5999 |        6064 |        6025 |       5822 |       5785 |       5831 |       5825
  misprediction rate                 |       0.04% |       0.02% |       0.02% |       0.02% |      0.04% |      0.04% |      0.04% |      0.04%
  mpki                               |        0.04 |        0.02 |        0.02 |        0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |             |             |             |             |            |            |            |           
  I-TLB                              |             |             |             |             |            |            |            |           
    num accesses                     |    25848160 |    25464215 |    25438217 |    25437473 |   25434222 |   25432912 |   25432496 |   25432362
    num misses                       |         213 |          28 |          28 |          28 |         29 |         28 |         27 |         29
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |            |            |           
    num accesses                     |   140622275 |   140104864 |   140110039 |   139929189 |  130791827 |  130807649 |  130680690 |  130506276
    num misses                       |       76315 |       74511 |       72544 |       72625 |      72510 |      72555 |      72691 |      72506
    miss rate                        |       0.05% |       0.05% |       0.05% |       0.05% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |        0.26 |        0.25 |        0.24 |        0.24 |       0.30 |       0.30 |       0.30 |       0.30
  L2 TLB                             |             |             |             |             |            |            |            |           
    num accesses                     |       76528 |       74539 |       72572 |       72653 |      72539 |      72583 |      72718 |      72535
    num misses                       |       49815 |       48082 |       48071 |       47897 |      48086 |      47787 |      47856 |      47774
    miss rate                        |      65.09% |      64.51% |      66.24% |      65.93% |     66.29% |     65.84% |     65.81% |     65.86%
    mpki                             |        0.17 |        0.16 |        0.16 |        0.16 |       0.20 |       0.20 |       0.20 |       0.20
Cache Summary                        |             |             |             |             |            |            |            |           
  Cache L1-I                         |             |             |             |             |            |            |            |           
    num cache accesses               |    25848160 |    25464215 |    25438217 |    25437473 |   25434222 |   25432912 |   25432496 |   25432362
    num cache misses                 |       28738 |       16698 |       16275 |       16012 |      27441 |      27987 |      27324 |      27860
    miss rate                        |       0.11% |       0.07% |       0.06% |       0.06% |      0.11% |      0.11% |      0.11% |      0.11%
    mpki                             |        0.10 |        0.06 |        0.05 |        0.05 |       0.11 |       0.12 |       0.11 |       0.12
  Cache L1-D                         |             |             |             |             |            |            |            |           
    num cache accesses               |   140622275 |   140104864 |   140110039 |   139929189 |  130791827 |  130807649 |  130680690 |  130506276
    num cache misses                 |     5322653 |     5285327 |     5268597 |     5269726 |    5276657 |    5276753 |    5276587 |    5276476
    miss rate                        |       3.79% |       3.77% |       3.76% |       3.77% |      4.03% |      4.03% |      4.04% |      4.04%
    mpki                             |       18.06 |       17.76 |       17.68 |       17.75 |      21.79 |      21.78 |      21.85 |      21.94
  Cache L2                           |             |             |             |             |            |            |            |           
    num cache accesses               |     5801735 |     5722643 |     5704797 |     5704468 |    5705098 |    5710893 |    5711823 |    5713283
    num cache misses                 |     3747929 |     3780576 |     3707508 |     3700383 |    3976215 |    3977462 |    3975994 |    3974705
    miss rate                        |      64.60% |      66.06% |      64.99% |      64.87% |     69.70% |     69.65% |     69.61% |     69.57%
    mpki                             |       12.72 |       12.70 |       12.44 |       12.46 |      16.42 |      16.42 |      16.46 |      16.53
  Cache L3                           |             |             |             |             |            |            |            |           
    num cache accesses               |     4202566 |     4202022 |     4128028 |     4119754 |    4377818 |    4384116 |    4384496 |    4384279
    num cache misses                 |     3380687 |     3368046 |     3396638 |     3386988 |    3426605 |    3429270 |    3414268 |    3438978
    miss rate                        |      80.44% |      80.15% |      82.28% |      82.21% |     78.27% |     78.22% |     77.87% |     78.44%
    mpki                             |       11.47 |       11.32 |       11.40 |       11.41 |      14.15 |      14.15 |      14.14 |      14.30
DRAM summary                         |             |             |             |             |            |            |            |           
  num dram accesses                  |    36631022 |           0 |           0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     2739.93 |         inf |         inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     2678.67 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      17.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |             |             |             |            |            |            |           
  num loads from dram                |     2604037 |     2603755 |     2650918 |     2643943 |    2690604 |    2693189 |    2675304 |    2700974
  num loads from dram cache          |           0 |           0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |           0 |           0 |           0 |          0 |          0 |          0 |          0
