                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44713148 |    5977312 |    5976646 |    4875925 |    5116558 |    5652815 |    5847805 |    5803869
  Cycles                             |  125404400 |  125404400 |  125404400 |  125404400 |   31351100 |   31351100 |   31351100 |   31351100
  IPC                                |       0.36 |       0.05 |       0.05 |       0.04 |       0.16 |       0.18 |       0.19 |       0.19
  Time (ns)                          |   31351100 |   31351100 |   31351100 |   31351100 |   31351100 |   31351100 |   31351100 |   31351100
  Idle time (ns)                     |      20640 |   26771811 |   26715143 |   26633471 |   26601855 |   26905680 |   26603236 |   26734176
  Idle time (%)                      |       0.1% |      85.4% |      85.2% |      85.0% |      84.9% |      85.8% |      84.9% |      85.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4962641 |    1720234 |    1711904 |    1231533 |    1344971 |    1645711 |    1655638 |    1669708
  num incorrect                      |     344396 |      25629 |      27447 |      45856 |      40408 |      20175 |      29489 |      24940
  misprediction rate                 |      6.49% |      1.47% |      1.58% |      3.59% |      2.92% |      1.21% |      1.75% |      1.47%
  mpki                               |       7.70 |       4.29 |       4.59 |       9.40 |       7.90 |       3.57 |       5.04 |       4.30
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5275389 |     240504 |     245785 |     363536 |     332880 |     203087 |     264854 |     232881
    num misses                       |        178 |         27 |         27 |         29 |         27 |         27 |         27 |         26
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10249350 |    1390224 |    1396601 |    1298378 |    1314008 |    1307992 |    1387237 |    1355269
    num misses                       |      12555 |       9110 |       9147 |       9133 |       9166 |       9162 |       9155 |       9121
    miss rate                        |      0.12% |      0.66% |      0.65% |      0.70% |      0.70% |      0.70% |      0.66% |      0.67%
    mpki                             |       0.28 |       1.52 |       1.53 |       1.87 |       1.79 |       1.62 |       1.57 |       1.57
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      12733 |       9137 |       9174 |       9162 |       9193 |       9189 |       9182 |       9147
    num misses                       |        940 |        324 |        316 |        326 |        303 |        298 |        298 |        294
    miss rate                        |      7.38% |      3.55% |      3.44% |      3.56% |      3.30% |      3.24% |      3.25% |      3.21%
    mpki                             |       0.02 |       0.05 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5275389 |     240504 |     245785 |     363536 |     332880 |     203087 |     264854 |     232881
    num cache misses                 |       2980 |        171 |        172 |        182 |        221 |        214 |        218 |        215
    miss rate                        |      0.06% |      0.07% |      0.07% |      0.05% |      0.07% |      0.11% |      0.08% |      0.09%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10249350 |    1390224 |    1396601 |    1298378 |    1314008 |    1307992 |    1387237 |    1355269
    num cache misses                 |      85304 |      52255 |      52485 |      53769 |      53094 |      51946 |      52743 |      52256
    miss rate                        |      0.83% |      3.76% |      3.76% |      4.14% |      4.04% |      3.97% |      3.80% |      3.86%
    mpki                             |       1.91 |       8.74 |       8.78 |      11.03 |      10.38 |       9.19 |       9.02 |       9.00
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      90410 |      52429 |      52661 |      53953 |      53318 |      52162 |      52962 |      52473
    num cache misses                 |      71414 |      46756 |      46922 |      47525 |      47492 |      46695 |      47251 |      46984
    miss rate                        |     78.99% |     89.18% |     89.10% |     88.09% |     89.07% |     89.52% |     89.22% |     89.54%
    mpki                             |       1.60 |       7.82 |       7.85 |       9.75 |       9.28 |       8.26 |       8.08 |       8.10
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      73963 |      46790 |      46959 |      47556 |      47529 |      46720 |      47267 |      46992
    num cache misses                 |      25252 |       2081 |       2018 |       2205 |       2205 |       1958 |       2045 |       2025
    miss rate                        |     34.14% |      4.45% |      4.30% |      4.64% |      4.64% |      4.19% |      4.33% |      4.31%
    mpki                             |       0.56 |       0.35 |       0.34 |       0.45 |       0.43 |       0.35 |       0.35 |       0.35
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      39688 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.37 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      11273 |       1105 |       1086 |       1112 |       1102 |       1120 |       1064 |       1115
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
