                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21599885 |    3799572 |    3834846 |    4061124 |    3881509 |    3942859 |    3386375 |    3505534
  Cycles                             |   14217000 |   14217000 |   14217000 |   14217000 |   14217000 |   14217000 |   14217000 |   14217000
  IPC                                |       1.52 |       0.27 |       0.27 |       0.29 |       0.27 |       0.28 |       0.24 |       0.25
  Time (ns)                          |   14217000 |   14217000 |   14217000 |   14217000 |   14217000 |   14217000 |   14217000 |   14217000
  Idle time (ns)                     |       1771 |   11989812 |   11990654 |   11990945 |   11991203 |   11991479 |   11991181 |   11991928
  Idle time (%)                      |       0.0% |      84.3% |      84.3% |      84.3% |      84.3% |      84.3% |      84.3% |      84.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2445403 |    1116653 |    1136550 |    1229790 |    1150706 |    1179331 |     942130 |     995049
  num incorrect                      |     160028 |      15032 |      14081 |      10911 |      14190 |      13197 |      21673 |      19649
  misprediction rate                 |      6.14% |      1.33% |      1.22% |      0.88% |      1.22% |      1.11% |      2.25% |      1.94%
  mpki                               |       7.41 |       3.96 |       3.67 |       2.69 |       3.66 |       3.35 |       6.40 |       5.61
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3330124 |     123274 |     116291 |      99180 |     118754 |     108434 |     162388 |     149176
    num misses                       |        176 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5082049 |     839527 |     841097 |     863452 |     850501 |     853345 |     800170 |     812169
    num misses                       |       2297 |        991 |       1060 |        993 |       1084 |       1038 |        985 |        976
    miss rate                        |      0.05% |      0.12% |      0.13% |      0.12% |      0.13% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.11 |       0.26 |       0.28 |       0.24 |       0.28 |       0.26 |       0.29 |       0.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2473 |       1017 |       1086 |       1019 |       1110 |       1064 |       1011 |       1002
    num misses                       |        668 |        181 |        192 |        182 |        181 |        173 |        179 |        174
    miss rate                        |     27.01% |     17.80% |     17.68% |     17.86% |     16.31% |     16.26% |     17.71% |     17.37%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3330124 |     123274 |     116291 |      99180 |     118754 |     108434 |     162388 |     149176
    num cache misses                 |       3181 |        176 |        174 |        174 |        175 |        174 |        175 |        173
    miss rate                        |      0.10% |      0.14% |      0.15% |      0.18% |      0.15% |      0.16% |      0.11% |      0.12%
    mpki                             |       0.15 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5082049 |     839527 |     841097 |     863452 |     850501 |     853345 |     800170 |     812169
    num cache misses                 |      53048 |      26064 |      25932 |      25836 |      26077 |      25982 |      26269 |      26189
    miss rate                        |      1.04% |      3.10% |      3.08% |      2.99% |      3.07% |      3.04% |      3.28% |      3.22%
    mpki                             |       2.46 |       6.86 |       6.76 |       6.36 |       6.72 |       6.59 |       7.76 |       7.47
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58663 |      26499 |      26331 |      26222 |      27033 |      26919 |      27346 |      27221
    num cache misses                 |      45074 |      23771 |      23641 |      23590 |      23817 |      23732 |      24013 |      23889
    miss rate                        |     76.84% |     89.71% |     89.78% |     89.96% |     88.10% |     88.16% |     87.81% |     87.76%
    mpki                             |       2.09 |       6.26 |       6.16 |       5.81 |       6.14 |       6.02 |       7.09 |       6.81
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47863 |      24046 |      23883 |      23827 |      24614 |      24497 |      24916 |      24749
    num cache misses                 |      32487 |      13488 |      13305 |      13401 |      14422 |      14155 |      14483 |      14193
    miss rate                        |     67.87% |     56.09% |     55.71% |     56.24% |     58.59% |     57.78% |     58.13% |     57.35%
    mpki                             |       1.50 |       3.55 |       3.47 |       3.30 |       3.72 |       3.59 |       4.28 |       4.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13707 |          0 |          0 |          0 |      13648 |          0 |          0 |          0
  average dram access latency (ns)   |      61.30 |        inf |        inf |        inf |      61.30 |        inf |        inf |        inf
  average dram queueing delay        |       0.05 |       0.00 |       0.00 |       0.00 |       0.05 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10574 |        276 |        262 |        267 |        209 |        252 |        217 |        191
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3873 |       3666 |       3713 |       3663 |       4565 |       4450 |       4660 |       4630
