                                     | Core 0     | Core 1    
  Instructions                       |  278883352 |  280555052
  Cycles                             |   92930500 |   92930500
  IPC                                |       3.00 |       3.02
  Time (ns)                          |   32045000 |   32045000
  Idle time (ns)                     |        214 |     255957
  Idle time (%)                      |       0.0% |       0.8%
Branch predictor stats               |            |           
  num correct                        |    1387589 |    2163946
  num incorrect                      |      17608 |      10038
  misprediction rate                 |      1.25% |      0.46%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428265 |   26263261
    num misses                       |        239 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128516313 |  128456022
    num misses                       |      21362 |      16478
    miss rate                        |      0.02% |      0.01%
    mpki                             |       0.08 |       0.06
  L2 TLB                             |            |           
    num accesses                     |      21601 |      16516
    num misses                       |        598 |        225
    miss rate                        |      2.77% |      1.36%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428265 |   26263261
    num cache misses                 |      81940 |      57547
    miss rate                        |      0.31% |      0.22%
    mpki                             |       0.29 |       0.21
  Cache L1-D                         |            |           
    num cache accesses               |  128516313 |  128456022
    num cache misses                 |     769178 |     728209
    miss rate                        |      0.60% |      0.57%
    mpki                             |       2.76 |       2.60
  Cache L2                           |            |           
    num cache accesses               |     892306 |     823594
    num cache misses                 |      78264 |      70624
    miss rate                        |      8.77% |      8.58%
    mpki                             |       0.28 |       0.25
  Cache L3                           |            |           
    num cache accesses               |     142772 |     130654
    num cache misses                 |      78191 |      70624
    miss rate                        |     54.77% |     54.05%
    mpki                             |       0.28 |       0.25
DRAM summary                         |            |           
  num dram accesses                  |       8598 |       8565
  average dram access latency (ns)   |      61.47 |      61.44
  average dram queueing delay        |       0.21 |       0.19
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6794 |         11
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      60141 |      63400
