                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    9856700 |   84053793 |   84305966 |  100191423 |  108216571 |  371084222 |  358725497 |    4491263 |    3051435 |  171314204 |   84730364 |  103715299 |   93014599 |  393404708 |  361866779 |          0
  Cycles                             |  427720420 |  427720420 |  427720420 |  427720420 |  324477560 |  324477560 |  324477560 |  324477560 |  427720420 |  427720420 |  427720420 |  427720420 |  324477560 |  324477560 |  324477560 |  324477560
  IPC                                |       0.02 |       0.20 |       0.20 |       0.23 |       0.33 |       1.14 |       1.11 |       0.01 |       0.01 |       0.40 |       0.20 |       0.24 |       0.29 |       1.21 |       1.12 |       0.00
  Time (ns)                          |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800 |  147489800
  Idle time (ns)                     |  144404340 |   98146053 |   98772648 |  132766815 |  128453400 |   14862745 |   19016177 |  145842709 |  136995447 |   47400693 |   97271710 |  132230398 |  131349453 |   16022156 |   17157564 |  147489800
  Idle time (%)                      |      97.9% |      66.5% |      67.0% |      90.0% |      87.1% |      10.1% |      12.9% |      98.9% |      92.9% |      32.1% |      66.0% |      89.7% |      89.1% |      10.9% |      11.6% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1311648 |    4223119 |    4236030 |     146224 |     152780 |   41540395 |   39924783 |     469722 |     152570 |    8621482 |    4258195 |     152036 |     138629 |   43387905 |   40251370 |          0
  num incorrect                      |      17218 |       2645 |       2715 |       3794 |       3652 |    4012668 |    3897074 |      15521 |       1747 |       7001 |       2859 |       3996 |       3638 |    3443511 |    4071639 |          0
  misprediction rate                 |      1.30% |      0.06% |      0.06% |      2.53% |      2.33% |      8.81% |      8.89% |      3.20% |      1.13% |      0.08% |      0.07% |      2.56% |      2.56% |      7.35% |      9.19% |      0.00%
  mpki                               |       1.75 |       0.03 |       0.03 |       0.04 |       0.03 |      10.81 |      10.86 |       3.46 |       0.57 |       0.04 |       0.03 |       0.04 |       0.04 |       8.75 |      11.25 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1716578 |    8427499 |    8453173 |    5731246 |    6182396 |   44154279 |   42642584 |     619875 |     373280 |   17190732 |    8496942 |    5934232 |    5325025 |   46384749 |   43201799 |          0
