                                     | Core 0     | Core 1    
  Instructions                       |  278875473 |  280556496
  Cycles                             |  100040300 |  100040300
  IPC                                |       2.79 |       2.80
  Time (ns)                          |  100040300 |  100040300
  Idle time (ns)                     |        401 |     552465
  Idle time (%)                      |       0.0% |       0.6%
Branch predictor stats               |            |           
  num correct                        |    1385226 |    2164307
  num incorrect                      |      17384 |       9982
  misprediction rate                 |      1.24% |      0.46%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428250 |   26263274
    num misses                       |        212 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128514771 |  128456396
    num misses                       |       8534 |      32295
    miss rate                        |      0.01% |      0.03%
    mpki                             |       0.03 |       0.12
  L2 TLB                             |            |           
    num accesses                     |       8746 |      32333
    num misses                       |        547 |        165
    miss rate                        |      6.25% |      0.51%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428250 |   26263274
    num cache misses                 |      84547 |      59374
    miss rate                        |      0.32% |      0.23%
    mpki                             |       0.30 |       0.21
  Cache L1-D                         |            |           
    num cache accesses               |  128514771 |  128456396
    num cache misses                 |    1836694 |    1828110
    miss rate                        |      1.43% |      1.42%
    mpki                             |       6.59 |       6.52
  Cache L2                           |            |           
    num cache accesses               |    1944798 |    1907010
    num cache misses                 |     165802 |     128420
    miss rate                        |      8.53% |      6.73%
    mpki                             |       0.59 |       0.46
  Cache L3                           |            |           
    num cache accesses               |     209937 |     168380
    num cache misses                 |      13855 |       3330
    miss rate                        |      6.60% |      1.98%
    mpki                             |       0.05 |       0.01
DRAM summary                         |            |           
  num dram accesses                  |      17163 |          0
  average dram access latency (ns)   |      61.42 |        inf
  average dram queueing delay        |       0.17 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6872 |         69
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
