                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  4544142041 |  4476421908 |  4419669672 |  4374759705 |           0 |           0 |           0 |           0 |  4258253181 |  4191359648 |  4131943328 |  3700939380 |           0 |           0 |           0 |           0
  Cycles                             |  2619305810 |  2619305810 |  2619305810 |  2619305810 |  1987059580 |  1987059580 |  1987059580 |  1987059580 |  2619305810 |  2619305810 |  2619305810 |  2619305810 |  1987059580 |  1987059580 |  1987059580 |  1987059580
  IPC                                |        1.73 |        1.71 |        1.69 |        1.67 |        0.00 |        0.00 |        0.00 |        0.00 |        1.63 |        1.60 |        1.58 |        1.41 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900 |   903208900
  Idle time (ns)                     |         274 |      273606 |      273993 |      274236 |   903208900 |   903208900 |   903208900 |   903208900 |      274389 |      274567 |      274779 |      274946 |   903208900 |   903208900 |   903208900 |   903208900
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |        0.0% |        0.0% |        0.0% |        0.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   243058904 |   222600794 |   201954590 |   184438861 |           0 |           0 |           0 |           0 |   143052802 |   118715643 |    97427110 |   243446965 |           0 |           0 |           0 |           0
  num incorrect                      |       16393 |        9507 |        9780 |       10439 |           0 |           0 |           0 |           0 |       10425 |       10665 |       10954 |       26342 |           0 |           0 |           0 |           0
  misprediction rate                 |       0.01% |       0.00% |       0.00% |       0.01% |       0.00% |       0.00% |       0.00% |       0.00% |       0.01% |       0.01% |       0.01% |       0.01% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   371466590 |   369859335 |   369859335 |   369859336 |           0 |           0 |           0 |           0 |   369859145 |   369858936 |   369858558 |   279003926 |           0 |           0 |           0 |           0
    num misses                       |         203 |          39 |          39 |          39 |           0 |           0 |           0 |           0 |          39 |          39 |          39 |          39 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1752947036 |  1739124693 |  1731394524 |  1726451799 |           0 |           0 |           0 |           0 |  1709584528 |  1700474287 |  1692054562 |  1399936279 |           0 |           0 |           0 |           0
    num misses                       |     5834908 |     5848238 |     5730587 |     5925813 |           0 |           0 |           0 |           0 |     5895441 |     6577117 |     5879558 |     4406386 |           0 |           0 |           0 |           0
    miss rate                        |       0.33% |       0.34% |       0.33% |       0.34% |       0.00% |       0.00% |       0.00% |       0.00% |       0.34% |       0.39% |       0.35% |       0.31% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.28 |        1.31 |        1.30 |        1.35 |        0.00 |        0.00 |        0.00 |        0.00 |        1.38 |        1.57 |        1.42 |        1.19 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     5835111 |     5848277 |     5730626 |     5925852 |           0 |           0 |           0 |           0 |     5895480 |     6577156 |     5879597 |     4406425 |           0 |           0 |           0 |           0
    num misses                       |      977478 |      811100 |      981021 |      816192 |           0 |           0 |           0 |           0 |     1019878 |      779243 |      948297 |      700983 |           0 |           0 |           0 |           0
    miss rate                        |      16.75% |      13.87% |      17.12% |      13.77% |       0.00% |       0.00% |       0.00% |       0.00% |      17.30% |      11.85% |      16.13% |      15.91% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.22 |        0.18 |        0.22 |        0.19 |        0.00 |        0.00 |        0.00 |        0.00 |        0.24 |        0.19 |        0.23 |        0.19 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   371466590 |   369859335 |   369859335 |   369859336 |           0 |           0 |           0 |           0 |   369859145 |   369858936 |   369858558 |   279003926 |           0 |           0 |           0 |           0
    num cache misses                 |      285817 |      223321 |      221486 |      228441 |           0 |           0 |           0 |           0 |      221807 |      227155 |      219678 |      209443 |           0 |           0 |           0 |           0
    miss rate                        |       0.08% |       0.06% |       0.06% |       0.06% |        inf% |        inf% |        inf% |        inf% |       0.06% |       0.06% |       0.06% |       0.08% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.06 |        0.05 |        0.05 |        0.05 |         inf |         inf |         inf |         inf |        0.05 |        0.05 |        0.05 |        0.06 |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1752947036 |  1739124693 |  1731394524 |  1726451799 |           0 |           0 |           0 |           0 |  1709584528 |  1700474287 |  1692054562 |  1399936279 |           0 |           0 |           0 |           0
    num cache misses                 |    81173505 |    80162744 |    80409741 |    80242039 |           0 |           0 |           0 |           0 |    80464411 |    80172362 |    80371050 |    59951338 |           0 |           0 |           0 |           0
    miss rate                        |       4.63% |       4.61% |       4.64% |       4.65% |        inf% |        inf% |        inf% |        inf% |       4.71% |       4.71% |       4.75% |       4.28% |        inf% |        inf% |        inf% |        inf%
    mpki                             |       17.86 |       17.91 |       18.19 |       18.34 |         inf |         inf |         inf |         inf |       18.90 |       19.13 |       19.45 |       16.20 |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    84383486 |    83317206 |    83557897 |    83401464 |           0 |           0 |           0 |           0 |    83670447 |    83372558 |    83555805 |    62409232 |           0 |           0 |           0 |           0
    num cache misses                 |     8670726 |     7633283 |     7505408 |     6973443 |           0 |           0 |           0 |           0 |     7421375 |     7709006 |     7612319 |     5797590 |           0 |           0 |           0 |           0
    miss rate                        |      10.28% |       9.16% |       8.98% |       8.36% |        inf% |        inf% |        inf% |        inf% |       8.87% |       9.25% |       9.11% |       9.29% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        1.91 |        1.71 |        1.70 |        1.59 |         inf |         inf |         inf |         inf |        1.74 |        1.84 |        1.84 |        1.57 |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    12232505 |    11222859 |    11117192 |    10592862 |           0 |           0 |           0 |           0 |    11024129 |    11286305 |    11201770 |     8802701 |           0 |           0 |           0 |           0
    num cache misses                 |     3622766 |     3347149 |     3341860 |     3035543 |           0 |           0 |           0 |           0 |     4009739 |     3485581 |     3475390 |     2682386 |           0 |           0 |           0 |           0
    miss rate                        |      29.62% |      29.82% |      30.06% |      28.66% |        inf% |        inf% |        inf% |        inf% |      36.37% |      30.88% |      31.03% |      30.47% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.80 |        0.75 |        0.76 |        0.69 |         inf |         inf |         inf |         inf |        0.94 |        0.83 |        0.84 |        0.72 |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       63754 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |       50032 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      691.22 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |      582.86 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      629.97 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |      521.61 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        7129 |          79 |          83 |         107 |           0 |           0 |           0 |           0 |         272 |         256 |         182 |         175 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |     3589834 |     3331882 |     3326002 |     3018335 |           0 |           0 |           0 |           0 |     3992759 |     3468217 |     3458977 |     2661141 |           0 |           0 |           0 |           0
