                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21698966 |    3936925 |    3985078 |    4227549 |    3879667 |    3965140 |    3380803 |    3500370
  Cycles                             |   21585200 |   21585200 |   21585200 |   21585200 |   16188900 |   16188900 |   16188900 |   16188900
  IPC                                |       1.01 |       0.18 |       0.18 |       0.20 |       0.24 |       0.24 |       0.21 |       0.22
  Time (ns)                          |    5396300 |    5396300 |    5396300 |    5396300 |    5396300 |    5396300 |    5396300 |    5396300
  Idle time (ns)                     |       1323 |    4429547 |    4429977 |    4429996 |    4420034 |    4420197 |    4420303 |    4420364
  Idle time (%)                      |       0.0% |      82.1% |      82.1% |      82.1% |      81.9% |      81.9% |      81.9% |      81.9%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2479167 |    1161824 |    1186265 |    1285925 |    1150347 |    1186056 |     941071 |     992195
  num incorrect                      |     160000 |      14769 |      14144 |      10913 |      14098 |      13116 |      21505 |      19455
  misprediction rate                 |      6.06% |      1.26% |      1.18% |      0.84% |      1.21% |      1.09% |      2.23% |      1.92%
  mpki                               |       7.37 |       3.75 |       3.55 |       2.58 |       3.63 |       3.31 |       6.36 |       5.56
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3328376 |     125684 |     115934 |      98115 |     118871 |     109583 |     160742 |     152305
    num misses                       |        178 |         26 |         26 |         28 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5099097 |     862521 |     866428 |     891669 |     849634 |     856787 |     798655 |     811114
    num misses                       |       3244 |       1062 |       1046 |       1077 |        993 |       1026 |       1054 |        999
    miss rate                        |      0.06% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.13% |      0.12%
    mpki                             |       0.15 |       0.27 |       0.26 |       0.25 |       0.26 |       0.26 |       0.31 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       3422 |       1088 |       1072 |       1105 |       1019 |       1052 |       1080 |       1025
    num misses                       |        691 |        195 |        188 |        193 |        177 |        182 |        180 |        178
    miss rate                        |     20.19% |     17.92% |     17.54% |     17.47% |     17.37% |     17.30% |     16.67% |     17.37%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3328376 |     125684 |     115934 |      98115 |     118871 |     109583 |     160742 |     152305
    num cache misses                 |       2866 |        173 |        174 |        182 |        173 |        172 |        173 |        184
    miss rate                        |      0.09% |      0.14% |      0.15% |      0.19% |      0.15% |      0.16% |      0.11% |      0.12%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5099097 |     862521 |     866428 |     891669 |     849634 |     856787 |     798655 |     811114
    num cache misses                 |      53013 |      26104 |      26123 |      25962 |      25988 |      25880 |      26214 |      26278
    miss rate                        |      1.04% |      3.03% |      3.02% |      2.91% |      3.06% |      3.02% |      3.28% |      3.24%
    mpki                             |       2.44 |       6.63 |       6.56 |       6.14 |       6.70 |       6.53 |       7.75 |       7.51
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58025 |      26281 |      26297 |      26150 |      26161 |      26053 |      26388 |      26463
    num cache misses                 |      42789 |      23788 |      23807 |      23730 |      23753 |      23666 |      23937 |      23965
    miss rate                        |     73.74% |     90.51% |     90.53% |     90.75% |     90.80% |     90.84% |     90.71% |     90.56%
    mpki                             |       1.97 |       6.04 |       5.97 |       5.61 |       6.12 |       5.97 |       7.08 |       6.85
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45328 |      23811 |      23826 |      23754 |      23769 |      23668 |      23938 |      23969
    num cache misses                 |      19884 |       1089 |        996 |       1002 |       1137 |       1056 |       1135 |       1163
    miss rate                        |     43.87% |      4.57% |      4.18% |      4.22% |      4.78% |      4.46% |      4.74% |      4.85%
    mpki                             |       0.92 |       0.28 |       0.25 |       0.24 |       0.29 |       0.27 |       0.34 |       0.33
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      27352 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.03 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.78 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10798 |        550 |        473 |        536 |        612 |        550 |        583 |        560
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
