                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21501842 |    3871299 |    4169813 |    4158108 |    3765942 |    4080684 |    4051633 |    3826364 |    4159914 |    4099967 |    3517112 |    4179064
  Cycles                             |   21037600 |   21037600 |   21037600 |   21037600 |   15778200 |   15778200 |   15778200 |   15778200 |   21037600 |   21037600 |   21037600 |   21037600
  IPC                                |       1.02 |       0.18 |       0.20 |       0.20 |       0.24 |       0.26 |       0.26 |       0.24 |       0.20 |       0.19 |       0.17 |       0.20
  Time (ns)                          |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400 |    5259400
  Idle time (ns)                     |       1561 |    4477461 |    4477516 |    4477936 |    4467809 |    4468058 |    4468190 |    4468260 |    4478356 |    4478313 |    4478393 |    4478800
  Idle time (%)                      |       0.0% |      85.1% |      85.1% |      85.1% |      84.9% |      85.0% |      85.0% |      85.0% |      85.1% |      85.1% |      85.2% |      85.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2434898 |    1176022 |    1305362 |    1299119 |    1143981 |    1276992 |    1267035 |    1168561 |    1276102 |    1247226 |    1007270 |    1283266
  num incorrect                      |     160262 |      11087 |       6989 |       7479 |      11404 |       6938 |       6984 |      10288 |      10788 |      11650 |      19501 |      10672
  misprediction rate                 |      6.18% |      0.93% |      0.53% |      0.57% |      0.99% |      0.54% |      0.55% |      0.87% |      0.84% |      0.93% |      1.90% |      0.82%
  mpki                               |       7.45 |       2.86 |       1.68 |       1.80 |       3.03 |       1.70 |       1.72 |       2.69 |       2.59 |       2.84 |       5.54 |       2.55
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2505519 |      70694 |      49700 |      51098 |      68228 |      49297 |      49639 |      65536 |      69065 |      77514 |     111890 |      68166
    num misses                       |        178 |         46 |         31 |         29 |         28 |         28 |         29 |         46 |         46 |         46 |         48 |         46
    miss rate                        |      0.01% |      0.07% |      0.06% |      0.06% |      0.04% |      0.06% |      0.06% |      0.07% |      0.07% |      0.06% |      0.04% |      0.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5017862 |     791275 |     821425 |     820861 |     775884 |     804053 |     800563 |     779445 |     840139 |     834324 |     780071 |     840360
    num misses                       |       2830 |        861 |        744 |        834 |        788 |        718 |        779 |        857 |        816 |        762 |        815 |        759
    miss rate                        |      0.06% |      0.11% |      0.09% |      0.10% |      0.10% |      0.09% |      0.10% |      0.11% |      0.10% |      0.09% |      0.10% |      0.09%
    mpki                             |       0.13 |       0.22 |       0.18 |       0.20 |       0.21 |       0.18 |       0.19 |       0.22 |       0.20 |       0.19 |       0.23 |       0.18
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3008 |        907 |        775 |        863 |        816 |        746 |        808 |        903 |        862 |        808 |        863 |        805
