                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  163051480 |  168014999 |  168228606 |  168451349 |  127103009 |  128966765 |  129146707 |  124740110 |  167840458 |  169821776 |  169265752 |  170439360 |  127627823 |  130077471 |  128817181 |  125512466
  Cycles                             |  169071450 |  169071450 |  169071450 |  169071450 |  128261100 |  128261100 |  128261100 |  128261100 |  169071450 |  169071450 |  169071450 |  169071450 |  128261100 |  128261100 |  128261100 |  128261100
  IPC                                |       0.96 |       0.99 |       1.00 |       1.00 |       0.99 |       1.01 |       1.01 |       0.97 |       0.99 |       1.00 |       1.00 |       1.01 |       1.00 |       1.01 |       1.00 |       0.98
  Time (ns)                          |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500 |   58300500
  Idle time (ns)                     |    1456406 |    1023134 |     700169 |    1058068 |     421893 |     494652 |     423362 |     496038 |    1039204 |     918770 |     885204 |    1172211 |     499641 |     505488 |     429170 |     506874
  Idle time (%)                      |       2.5% |       1.8% |       1.2% |       1.8% |       0.7% |       0.8% |       0.7% |       0.9% |       1.8% |       1.6% |       1.5% |       2.0% |       0.9% |       0.9% |       0.7% |       0.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   18377402 |   20502466 |   20595755 |   20660908 |    8853006 |    9388725 |    9440444 |    8181593 |   20512969 |   21087066 |   20929072 |   21262745 |    9032487 |    9733048 |    9372500 |    8428754
  num incorrect                      |      32126 |      15626 |      14823 |      14800 |      14546 |      14568 |      14536 |      14479 |      14202 |      14210 |      13949 |      14281 |      14083 |      13953 |      14082 |      13900
  misprediction rate                 |      0.17% |      0.08% |      0.07% |      0.07% |      0.16% |      0.15% |      0.15% |      0.18% |      0.07% |      0.07% |      0.07% |      0.07% |      0.16% |      0.14% |      0.15% |      0.16%
