feature,importance
num_threads,0.05070841313566722
bench_class_enc,0.001796974429852413
avg_ipc,0.0389709657796888
ipc_cv,0.027361900416855604
pe_ratio,0.014043079704927252
local_ratio,0.03055228506997431
remote_ratio,0.027520307752354447
l2_intensity,0.09634878267862122
l3_intensity,0.019534109542242717
mem_intensity,0.023954227886121542
read_ratio,0.03997532809981763
cpi_l3_ratio,0.020844251052447065
cpi_dram_local_ratio,0.027738460829904645
cpi_dram_remote_ratio,0.05950197958695596
cpi_branch_ratio,0.02072461433750117
cpi_sync_ratio,0.06961110059051447
uop_load_ratio,0.06293382153356976
uop_store_ratio,0.03783512010930777
uop_fp_ratio,0.007956740703899314
dtlb_miss_rate,0.010927677443524313
branch_mispredict_rate,0.020559117110682694
avg_dram_latency,0.03884757486857992
dram_queue_ratio,0.038769350659777504
l1d_hit_ratio,0.09894823043486996
futex_wake_per_minst,0.01741536025099902
mem_bw_mbps,0.02295977883711682
operational_intensity,0.015744217001523914
itlb_miss_rate,0.021300214836192752
stlb_miss_rate,0.016051879223891553
load_l1_ratio,0.02056413609261821
