                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  244268977 |  263983376 |  263355057 |  263669541 |  257589122 |  264284032 |  261894219 |  262076374
  Cycles                             |  304950400 |  304950400 |  304950400 |  304950400 |  304950400 |  304950400 |  304950400 |  304950400
  IPC                                |       0.80 |       0.87 |       0.86 |       0.86 |       0.84 |       0.87 |       0.86 |       0.86
  Time (ns)                          |   76237600 |   76237600 |   76237600 |   76237600 |   76237600 |   76237600 |   76237600 |   76237600
  Idle time (ns)                     |       3358 |     483614 |     457605 |     489304 |     443023 |     446407 |     451923 |     561154
  Idle time (%)                      |       0.0% |       0.6% |       0.6% |       0.6% |       0.6% |       0.6% |       0.6% |       0.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   14682446 |   22042730 |   21879803 |   21986632 |   19968682 |   22204295 |   21408137 |   21468946
  num incorrect                      |      12695 |       5951 |       6054 |       5990 |       5793 |       5709 |       5756 |       5808
  misprediction rate                 |      0.09% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
  mpki                               |       0.05 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   25848231 |   25464008 |   25438058 |   25437409 |   25434547 |   25432647 |   25432671 |   25432504
    num misses                       |        218 |         28 |         28 |         27 |         28 |         28 |         28 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  132223728 |  134506280 |  134339802 |  134389481 |  133364127 |  134475826 |  134076398 |  134106664
    num misses                       |      76131 |      72893 |      72584 |      72580 |      72590 |      72584 |      74430 |      72485
    miss rate                        |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05%
    mpki                             |       0.31 |       0.28 |       0.28 |       0.28 |       0.28 |       0.27 |       0.28 |       0.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      76349 |      72921 |      72612 |      72607 |      72618 |      72612 |      74458 |      72514
    num misses                       |      49763 |      48062 |      48107 |      47927 |      48141 |      47839 |      47866 |      47712
    miss rate                        |     65.18% |     65.91% |     66.25% |     66.01% |     66.29% |     65.88% |     64.29% |     65.80%
    mpki                             |       0.20 |       0.18 |       0.18 |       0.18 |       0.19 |       0.18 |       0.18 |       0.18
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   25848231 |   25464008 |   25438058 |   25437409 |   25434547 |   25432647 |   25432671 |   25432504
    num cache misses                 |      29322 |      16997 |      16611 |      16513 |      16641 |      16699 |      16907 |      16436
    miss rate                        |      0.11% |      0.07% |      0.07% |      0.06% |      0.07% |      0.07% |      0.07% |      0.06%
    mpki                             |       0.12 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  132223728 |  134506280 |  134339802 |  134389481 |  133364127 |  134475826 |  134076398 |  134106664
    num cache misses                 |    5336362 |    5330151 |    5311732 |    5313355 |    5312961 |    5311712 |    5312043 |    5310905
    miss rate                        |      4.04% |      3.96% |      3.95% |      3.95% |      3.98% |      3.95% |      3.96% |      3.96%
    mpki                             |      21.85 |      20.19 |      20.17 |      20.15 |      20.63 |      20.10 |      20.28 |      20.26
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5777149 |    5735064 |    5714405 |    5719218 |    5719433 |    5714320 |    5715347 |    5714685
    num cache misses                 |    3883058 |    3843274 |    3825317 |    3820249 |    3827773 |    3826415 |    3825415 |    3819404
    miss rate                        |     67.21% |     67.01% |     66.94% |     66.80% |     66.93% |     66.96% |     66.93% |     66.83%
    mpki                             |      15.90 |      14.56 |      14.53 |      14.49 |      14.86 |      14.48 |      14.61 |      14.57
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4297671 |    4231663 |    4211842 |    4210095 |    4218332 |    4212740 |    4212157 |    4207019
    num cache misses                 |    2616274 |    2536501 |    2510606 |    2522222 |    2589202 |    2501183 |    2510781 |    2514468
    miss rate                        |     60.88% |     59.94% |     59.61% |     59.91% |     61.38% |     59.37% |     59.61% |     59.77%
    mpki                             |      10.71 |       9.61 |       9.53 |       9.57 |      10.05 |       9.46 |       9.59 |       9.59
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   14566980 |          0 |          0 |          0 |   14571020 |          0 |          0 |          0
  average dram access latency (ns)   |    4129.13 |        inf |        inf |        inf |    4155.77 |        inf |        inf |        inf
  average dram queueing delay        |    4067.88 |       0.00 |       0.00 |       0.00 |    4094.52 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     23.00% |      0.00% |      0.00% |      0.00% |     23.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |    1824729 |    1800695 |    1796663 |    1798585 |    1811619 |    1800753 |    1804312 |    1798652
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      38861 |       7254 |       6794 |      15258 |      58604 |       3698 |       3574 |       8536
