                                     | Core 0     | Core 1    
  Instructions                       |   48571127 |   10616557
  Cycles                             |   39392000 |   39392000
  IPC                                |       1.23 |       0.27
  Time (ns)                          |    9848000 |    9848000
  Idle time (ns)                     |       1326 |    6890723
  Idle time (%)                      |       0.0% |      70.0%
Branch predictor stats               |            |           
  num correct                        |    5323192 |    2393534
  num incorrect                      |     437754 |     113425
  misprediction rate                 |      7.60% |      4.52%
  mpki                               |       9.01 |      10.68
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7186427 |     436432
    num misses                       |        175 |         28
    miss rate                        |      0.00% |      0.01%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12162156 |    3390017
    num misses                       |      38023 |      36221
    miss rate                        |      0.31% |      1.07%
    mpki                             |       0.78 |       3.41
  L2 TLB                             |            |           
    num accesses                     |      38198 |      36249
    num misses                       |        989 |        477
    miss rate                        |      2.59% |      1.32%
    mpki                             |       0.02 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7186427 |     436432
    num cache misses                 |       3579 |        305
    miss rate                        |      0.05% |      0.07%
    mpki                             |       0.07 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |   12162156 |    3390017
    num cache misses                 |     195181 |     161959
    miss rate                        |      1.60% |      4.78%
    mpki                             |       4.02 |      15.26
  Cache L2                           |            |           
    num cache accesses               |     203181 |     168440
    num cache misses                 |     136484 |     114456
    miss rate                        |     67.17% |     67.95%
    mpki                             |       2.81 |      10.78
  Cache L3                           |            |           
    num cache accesses               |     141116 |     120735
    num cache misses                 |     130147 |     111622
    miss rate                        |     92.23% |     92.45%
    mpki                             |       2.68 |      10.51
DRAM summary                         |            |           
  num dram accesses                  |      19490 |      19432
  average dram access latency (ns)   |      61.34 |      61.33
  average dram queueing delay        |       0.09 |       0.08
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10795 |        215
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       4414 |       8992
