                                     | Core 0     | Core 1    
  Instructions                       |   12638699 |    3946518
  Cycles                             |    9395300 |    9395300
  IPC                                |       1.35 |       0.42
  Time (ns)                          |    9395300 |    9395300
  Idle time (ns)                     |       1627 |    6014708
  Idle time (%)                      |       0.0% |      64.0%
Branch predictor stats               |            |           
  num correct                        |    1542519 |     986838
  num incorrect                      |     100463 |      32557
  misprediction rate                 |      6.11% |      3.19%
  mpki                               |       7.95 |       8.25
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1312785 |     118998
    num misses                       |        176 |         45
    miss rate                        |      0.01% |      0.04%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    2969783 |    1071495
    num misses                       |       2060 |        262
    miss rate                        |      0.07% |      0.02%
    mpki                             |       0.16 |       0.07
  L2 TLB                             |            |           
    num accesses                     |       2236 |        307
    num misses                       |        603 |        190
    miss rate                        |     26.97% |     61.89%
    mpki                             |       0.05 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1312785 |     118998
    num cache misses                 |       3073 |        432
    miss rate                        |      0.23% |      0.36%
    mpki                             |       0.24 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    2969783 |    1071495
    num cache misses                 |      58217 |      36063
    miss rate                        |      1.96% |      3.37%
    mpki                             |       4.61 |       9.14
  Cache L2                           |            |           
    num cache accesses               |      63331 |      36501
    num cache misses                 |      45645 |      29014
    miss rate                        |     72.07% |     79.49%
    mpki                             |       3.61 |       7.35
  Cache L3                           |            |           
    num cache accesses               |      47766 |      29042
    num cache misses                 |      18367 |       2324
    miss rate                        |     38.45% |      8.00%
    mpki                             |       1.45 |       0.59
DRAM summary                         |            |           
  num dram accesses                  |      20680 |          0
  average dram access latency (ns)   |      61.34 |        inf
  average dram queueing delay        |       0.09 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10992 |        968
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
