                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   73296759 |   72298165 |   72862401 |   72766557 |   72748561 |   72695594 |   72714699 |   72716028
  Cycles                             |   75108260 |   75108260 |   75108260 |   75108260 |   75108260 |   75108260 |   75108260 |   75108260
  IPC                                |       0.98 |       0.96 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97
  Time (ns)                          |   25899400 |   25899400 |   25899400 |   25899400 |   25899400 |   25899400 |   25899400 |   25899400
  Idle time (ns)                     |        321 |     273241 |     276646 |     278654 |     280632 |     282634 |     284611 |     286613
  Idle time (%)                      |       0.0% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5879485 |    5695603 |    5858661 |    5829258 |    5819707 |    5816256 |    5816024 |    5812510
  num incorrect                      |      15772 |       5711 |       5916 |       7315 |       7791 |       7875 |       8010 |       8413
  misprediction rate                 |      0.27% |      0.10% |      0.10% |      0.13% |      0.13% |      0.14% |      0.14% |      0.14%
  mpki                               |       0.22 |       0.08 |       0.08 |       0.10 |       0.11 |       0.11 |       0.11 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10331394 |   10259306 |   10272459 |   10293813 |   10329401 |   10320274 |   10355590 |   10394373
    num misses                       |        131 |         23 |         23 |         23 |         23 |         23 |         23 |         21
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27135028 |   26737355 |   26809424 |   26800676 |   26821927 |   26770796 |   26803027 |   26832870
    num misses                       |    1293641 |    1283029 |    1284726 |    1285343 |    1282969 |    1284153 |    1286006 |    1282351
    miss rate                        |      4.77% |      4.80% |      4.79% |      4.80% |      4.78% |      4.80% |      4.80% |      4.78%
    mpki                             |      17.65 |      17.75 |      17.63 |      17.66 |      17.64 |      17.66 |      17.69 |      17.64
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1293772 |    1283052 |    1284749 |    1285366 |    1282992 |    1284176 |    1286029 |    1282372
    num misses                       |     527101 |     520842 |     523829 |     528353 |     523361 |     525533 |     526777 |     519830
    miss rate                        |     40.74% |     40.59% |     40.77% |     41.11% |     40.79% |     40.92% |     40.96% |     40.54%
    mpki                             |       7.19 |       7.20 |       7.19 |       7.26 |       7.19 |       7.23 |       7.24 |       7.15
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10331394 |   10259306 |   10272459 |   10293813 |   10329401 |   10320274 |   10355590 |   10394373
    num cache misses                 |       3800 |        633 |        577 |        619 |        659 |        624 |        564 |        683
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27135028 |   26737355 |   26809424 |   26800676 |   26821927 |   26770796 |   26803027 |   26832870
    num cache misses                 |     786696 |     784054 |     770588 |     779504 |     782802 |     771472 |     775115 |     773104
    miss rate                        |      2.90% |      2.93% |      2.87% |      2.91% |      2.92% |      2.88% |      2.89% |      2.88%
    mpki                             |      10.73 |      10.84 |      10.58 |      10.71 |      10.76 |      10.61 |      10.66 |      10.63
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     919224 |     913970 |     901587 |     912202 |     916961 |     893925 |     902690 |     900006
    num cache misses                 |     383379 |     376496 |     371468 |     369834 |     375464 |     371558 |     373729 |     372210
    miss rate                        |     41.71% |     41.19% |     41.20% |     40.54% |     40.95% |     41.56% |     41.40% |     41.36%
    mpki                             |       5.23 |       5.21 |       5.10 |       5.08 |       5.16 |       5.11 |       5.14 |       5.12
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     530251 |     521194 |     516583 |     515565 |     525681 |     505619 |     513442 |     511328
    num cache misses                 |     179111 |     175477 |     171541 |     181012 |     179101 |     164120 |     170605 |     181704
    miss rate                        |     33.78% |     33.67% |     33.21% |     35.11% |     34.07% |     32.46% |     33.23% |     35.54%
    mpki                             |       2.44 |       2.43 |       2.35 |       2.49 |       2.46 |       2.26 |       2.35 |       2.50
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      73116 |          0 |          0 |          0 |      73029 |          0 |          0 |          0
  average dram access latency (ns)   |    6783.49 |        inf |        inf |        inf |    6790.95 |        inf |        inf |        inf
  average dram queueing delay        |    6722.24 |       0.00 |       0.00 |       0.00 |    6729.70 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6583 |         44 |         53 |         44 |        125 |        118 |        129 |         66
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     139913 |     148031 |     143563 |     143878 |     148761 |     136101 |     142313 |     143797
