                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  366499090 |  392300723 |  382821246 |  348619914 |  373748913 |  383066035
  Cycles                             |  250674800 |  250674800 |  250674800 |  250674800 |  250674800 |  250674800
  IPC                                |       1.46 |       1.56 |       1.53 |       1.39 |       1.49 |       1.53
  Time (ns)                          |   62668700 |   62668700 |   62668700 |   62668700 |   62668700 |   62668700
  Idle time (ns)                     |    1116087 |    1148215 |     856805 |     504372 |     286640 |     240223
  Idle time (%)                      |       1.8% |       1.8% |       1.4% |       0.8% |       0.5% |       0.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   64411496 |   74305429 |   71244391 |   59300433 |   66997941 |   70217926
  num incorrect                      |     229654 |     235496 |     244978 |     247483 |     247127 |     234585
  misprediction rate                 |      0.36% |      0.32% |      0.34% |      0.42% |      0.37% |      0.33%
  mpki                               |       0.63 |       0.60 |       0.64 |       0.71 |       0.66 |       0.61
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   13688575 |   13215019 |   13304301 |   13606292 |   13917802 |   14042289
    num misses                       |        250 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |  134372074 |  136886993 |  135108591 |  130058111 |  135097519 |  136461747
    num misses                       |     132115 |     129375 |     129473 |     129250 |     131078 |     129304
    miss rate                        |      0.10% |      0.09% |      0.10% |      0.10% |      0.10% |      0.09%
    mpki                             |       0.36 |       0.33 |       0.34 |       0.37 |       0.35 |       0.34
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |     132365 |     129402 |     129500 |     129277 |     131105 |     129331
    num misses                       |      17981 |      10403 |      23410 |      11994 |      15705 |      22885
    miss rate                        |     13.58% |      8.04% |     18.08% |      9.28% |     11.98% |     17.69%
    mpki                             |       0.05 |       0.03 |       0.06 |       0.03 |       0.04 |       0.06
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   13688575 |   13215019 |   13304301 |   13606292 |   13917802 |   14042289
    num cache misses                 |      27603 |      11686 |      11545 |      12062 |      11653 |      11503
    miss rate                        |      0.20% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08%
    mpki                             |       0.08 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |  134372074 |  136886993 |  135108591 |  130058111 |  135097519 |  136461747
    num cache misses                 |   34785603 |   34043029 |   33885100 |   34164471 |   34498880 |   34349210
    miss rate                        |     25.89% |     24.87% |     25.08% |     26.27% |     25.54% |     25.17%
    mpki                             |      94.91 |      86.78 |      88.51 |      98.00 |      92.30 |      89.67
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |   34876588 |   34115380 |   33958852 |   34240261 |   34571354 |   34422238
    num cache misses                 |    7427942 |    7243407 |    7213304 |    7270154 |    7344163 |    7305195
    miss rate                        |     21.30% |     21.23% |     21.24% |     21.23% |     21.24% |     21.22%
    mpki                             |      20.27 |      18.46 |      18.84 |      20.85 |      19.65 |      19.07
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |    7494027 |    7306308 |    7277714 |    7336518 |    7407218 |    7368939
    num cache misses                 |     138052 |     122712 |     121005 |     126009 |     117471 |     131506
    miss rate                        |      1.84% |      1.68% |      1.66% |      1.72% |      1.59% |      1.78%
    mpki                             |       0.38 |       0.31 |       0.32 |       0.36 |       0.31 |       0.34
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |     260986 |          0 |          0 |     261063 |          0 |          0
  average dram access latency (ns)   |    3957.67 |        inf |        inf |    3956.04 |        inf |        inf
  average dram queueing delay        |    3896.42 |       0.00 |       0.00 |    3894.79 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      33043 |      25503 |      26803 |      26574 |      26393 |      27904
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      68390 |      65762 |      63810 |      67611 |      59408 |      70671
