                                     | Core 0     | Core 1    
  Instructions                       |   18515156 |   18251035
  Cycles                             |   20380800 |   20380800
  IPC                                |       0.91 |       0.90
  Time (ns)                          |    5095200 |    5095200
  Idle time (ns)                     |        254 |     186692
  Idle time (%)                      |       0.0% |       3.7%
Branch predictor stats               |            |           
  num correct                        |    1459635 |    1451406
  num incorrect                      |       7447 |       3797
  misprediction rate                 |      0.51% |      0.26%
  mpki                               |       0.40 |       0.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1218391 |    1147517
    num misses                       |        118 |         24
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6873118 |    6707375
    num misses                       |      30317 |      24216
    miss rate                        |      0.44% |      0.36%
    mpki                             |       1.64 |       1.33
  L2 TLB                             |            |           
    num accesses                     |      30435 |      24240
    num misses                       |        634 |        281
    miss rate                        |      2.08% |      1.16%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1218391 |    1147517
    num cache misses                 |       2069 |        225
    miss rate                        |      0.17% |      0.02%
    mpki                             |       0.11 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6873118 |    6707375
    num cache misses                 |     260898 |     249823
    miss rate                        |      3.80% |      3.72%
    mpki                             |      14.09 |      13.69
  Cache L2                           |            |           
    num cache accesses               |     285052 |     269957
    num cache misses                 |      59459 |      49702
    miss rate                        |     20.86% |     18.41%
    mpki                             |       3.21 |       2.72
  Cache L3                           |            |           
    num cache accesses               |      92391 |      81047
    num cache misses                 |      13317 |       4293
    miss rate                        |     14.41% |      5.30%
    mpki                             |       0.72 |       0.24
DRAM summary                         |            |           
  num dram accesses                  |      17609 |          0
  average dram access latency (ns)   |     418.01 |        inf
  average dram queueing delay        |     356.75 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6325 |         84
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
