                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21726466 |    3958455 |    4019746 |    4275590 |    3877178 |    3967596 |    3402631 |    3504498
  Cycles                             |   21764000 |   21764000 |   21764000 |   21764000 |   16323000 |   16323000 |   16323000 |   16323000
  IPC                                |       1.00 |       0.18 |       0.18 |       0.20 |       0.24 |       0.24 |       0.21 |       0.21
  Time (ns)                          |    5441000 |    5441000 |    5441000 |    5441000 |    5441000 |    5441000 |    5441000 |    5441000
  Idle time (ns)                     |       1267 |    4470716 |    4471052 |    4470906 |    4461103 |    4461225 |    4461223 |    4461405
  Idle time (%)                      |       0.0% |      82.2% |      82.2% |      82.2% |      82.0% |      82.0% |      82.0% |      82.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2478046 |    1157626 |    1191821 |    1295874 |    1138441 |    1178297 |     932061 |     979996
  num incorrect                      |     162779 |      15139 |      14219 |      10982 |      14585 |      13444 |      21403 |      19893
  misprediction rate                 |      6.16% |      1.29% |      1.18% |      0.84% |      1.26% |      1.13% |      2.24% |      1.99%
  mpki                               |       7.49 |       3.82 |       3.54 |       2.57 |       3.76 |       3.39 |       6.29 |       5.68
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2522952 |     100813 |      90304 |      77528 |      95432 |      87412 |     137094 |     119903
    num misses                       |        179 |         46 |         29 |         31 |         46 |         46 |         47 |         48
    miss rate                        |      0.01% |      0.05% |      0.03% |      0.04% |      0.05% |      0.05% |      0.03% |      0.04%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5107431 |     873001 |     876415 |     903572 |     855038 |     864413 |     815020 |     822180
    num misses                       |       2472 |       1069 |       1097 |       1009 |       1119 |       1087 |       1086 |       1052
    miss rate                        |      0.05% |      0.12% |      0.13% |      0.11% |      0.13% |      0.13% |      0.13% |      0.13%
    mpki                             |       0.11 |       0.27 |       0.27 |       0.24 |       0.29 |       0.27 |       0.32 |       0.30
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2651 |       1115 |       1126 |       1040 |       1165 |       1133 |       1133 |       1100
    num misses                       |        690 |        224 |        194 |        190 |        210 |        206 |        206 |        206
    miss rate                        |     26.03% |     20.09% |     17.23% |     18.27% |     18.03% |     18.18% |     18.18% |     18.73%
    mpki                             |       0.03 |       0.06 |       0.05 |       0.04 |       0.05 |       0.05 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2522952 |     100813 |      90304 |      77528 |      95432 |      87412 |     137094 |     119903
    num cache misses                 |       2853 |        366 |        179 |        185 |        368 |        374 |        418 |        409
    miss rate                        |      0.11% |      0.36% |      0.20% |      0.24% |      0.39% |      0.43% |      0.30% |      0.34%
    mpki                             |       0.13 |       0.09 |       0.04 |       0.04 |       0.09 |       0.09 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5107431 |     873001 |     876415 |     903572 |     855038 |     864413 |     815020 |     822180
    num cache misses                 |      52984 |      26249 |      26152 |      25892 |      26173 |      26107 |      27375 |      26605
    miss rate                        |      1.04% |      3.01% |      2.98% |      2.87% |      3.06% |      3.02% |      3.36% |      3.24%
    mpki                             |       2.44 |       6.63 |       6.51 |       6.06 |       6.75 |       6.58 |       8.05 |       7.59
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      57987 |      26620 |      26333 |      26082 |      26541 |      26482 |      27796 |      27016
    num cache misses                 |      42690 |      24098 |      23837 |      23684 |      24094 |      24060 |      24424 |      24328
    miss rate                        |     73.62% |     90.53% |     90.52% |     90.81% |     90.78% |     90.85% |     87.87% |     90.05%
    mpki                             |       1.96 |       6.09 |       5.93 |       5.54 |       6.21 |       6.06 |       7.18 |       6.94
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45241 |      24118 |      23859 |      23702 |      24111 |      24063 |      24428 |      24332
    num cache misses                 |      19819 |       1221 |       1027 |       1009 |       1235 |       1185 |       1414 |       1267
    miss rate                        |     43.81% |      5.06% |      4.30% |      4.26% |      5.12% |      4.92% |      5.79% |      5.21%
    mpki                             |       0.91 |       0.31 |       0.26 |       0.24 |       0.32 |       0.30 |       0.42 |       0.36
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      28067 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.98 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.73 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10810 |        590 |        507 |        535 |        648 |        615 |        736 |        610
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
