                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5531546 |    5470066 |    5437062 |    5433712 |    5397920 |    5360102 |    5379976 |    5232856
  Cycles                             |    7224800 |    7224800 |    7224800 |    7224800 |    7224800 |    7224800 |    7224800 |    7224800
  IPC                                |       0.77 |       0.76 |       0.75 |       0.75 |       0.75 |       0.74 |       0.74 |       0.72
  Time (ns)                          |    1806200 |    1806200 |    1806200 |    1806200 |    1806200 |    1806200 |    1806200 |    1806200
  Idle time (ns)                     |        277 |     184055 |     184476 |     184678 |     184843 |     185008 |     185186 |     185372
  Idle time (%)                      |       0.0% |      10.2% |      10.2% |      10.2% |      10.2% |      10.2% |      10.3% |      10.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     515855 |     577720 |     570682 |     568171 |     561605 |     553144 |     557874 |     527568
  num incorrect                      |       4276 |        574 |        549 |       1224 |       1138 |       1164 |       1254 |       1462
  misprediction rate                 |      0.82% |      0.10% |      0.10% |      0.21% |      0.20% |      0.21% |      0.22% |      0.28%
  mpki                               |       0.77 |       0.10 |       0.10 |       0.23 |       0.21 |       0.22 |       0.23 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     440453 |     377349 |     366223 |     356458 |     345363 |     334899 |     324996 |     304630
    num misses                       |        118 |         24 |         24 |         24 |         24 |         24 |         22 |         24
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2111357 |    1968080 |    1951079 |    1952411 |    1931888 |    1916490 |    1925799 |    1875704
    num misses                       |       8134 |       6403 |       6834 |       6256 |       6159 |       6368 |       6305 |       6161
    miss rate                        |      0.39% |      0.33% |      0.35% |      0.32% |      0.32% |      0.33% |      0.33% |      0.33%
    mpki                             |       1.47 |       1.17 |       1.26 |       1.15 |       1.14 |       1.19 |       1.17 |       1.18
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8252 |       6427 |       6858 |       6280 |       6183 |       6392 |       6327 |       6185
    num misses                       |        589 |        333 |        206 |        271 |        215 |        289 |        232 |        275
    miss rate                        |      7.14% |      5.18% |      3.00% |      4.32% |      3.48% |      4.52% |      3.67% |      4.45%
    mpki                             |       0.11 |       0.06 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     440453 |     377349 |     366223 |     356458 |     345363 |     334899 |     324996 |     304630
    num cache misses                 |       1914 |        141 |        141 |        140 |        140 |        140 |        134 |        145
    miss rate                        |      0.43% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.35 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2111357 |    1968080 |    1951079 |    1952411 |    1931888 |    1916490 |    1925799 |    1875704
    num cache misses                 |      97776 |      87138 |      86907 |      85538 |      85008 |      85528 |      85760 |      85309
    miss rate                        |      4.63% |      4.43% |      4.45% |      4.38% |      4.40% |      4.46% |      4.45% |      4.55%
    mpki                             |      17.68 |      15.93 |      15.98 |      15.74 |      15.75 |      15.96 |      15.94 |      16.30
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     126254 |     111175 |     111094 |     109542 |     109805 |     109329 |     110261 |     109701
    num cache misses                 |      53616 |      44978 |      45163 |      45979 |      45126 |      45640 |      45508 |      45849
    miss rate                        |     42.47% |     40.46% |     40.65% |     41.97% |     41.10% |     41.75% |     41.27% |     41.79%
    mpki                             |       9.69 |       8.22 |       8.31 |       8.46 |       8.36 |       8.51 |       8.46 |       8.76
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      83564 |      70895 |      71215 |      71457 |      72540 |      71406 |      71978 |      71695
    num cache misses                 |      32176 |      21383 |      21707 |      26799 |      23885 |      21739 |      22098 |      26325
    miss rate                        |     38.50% |     30.16% |     30.48% |     37.50% |     32.93% |     30.44% |     30.70% |     36.72%
    mpki                             |       5.82 |       3.91 |       3.99 |       4.93 |       4.42 |       4.06 |       4.11 |       5.03
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9218 |          0 |          0 |          0 |       9163 |          0 |          0 |          0
  average dram access latency (ns)   |     275.52 |        inf |        inf |        inf |     277.21 |        inf |        inf |        inf
  average dram queueing delay        |     214.26 |       0.00 |       0.00 |       0.00 |     215.96 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6265 |         16 |         18 |         11 |         17 |         13 |         26 |         10
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16733 |      16878 |      16878 |      17358 |      17114 |      17054 |      17426 |      16759
