                                     | Core 0     | Core 1    
  Instructions                       |   12324310 |    3950692
  Cycles                             |   10966400 |   10966400
  IPC                                |       1.12 |       0.36
  Time (ns)                          |    2741600 |    2741600
  Idle time (ns)                     |       1245 |    1818445
  Idle time (%)                      |       0.0% |      66.3%
Branch predictor stats               |            |           
  num correct                        |    1551606 |    1007563
  num incorrect                      |      99163 |      32066
  misprediction rate                 |      6.01% |      3.08%
  mpki                               |       8.05 |       8.12
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1591398 |     277361
    num misses                       |        173 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3207791 |    1082455
    num misses                       |       1493 |        215
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.12 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1666 |        243
    num misses                       |        578 |        162
    miss rate                        |     34.69% |     66.67%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1591398 |     277361
    num cache misses                 |       2713 |        178
    miss rate                        |      0.17% |      0.06%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3207791 |    1082455
    num cache misses                 |      58143 |      35070
    miss rate                        |      1.81% |      3.24%
    mpki                             |       4.72 |       8.88
  Cache L2                           |            |           
    num cache accesses               |      63020 |      35248
    num cache misses                 |      42089 |      28306
    miss rate                        |     66.79% |     80.31%
    mpki                             |       3.42 |       7.16
  Cache L3                           |            |           
    num cache accesses               |      44330 |      28325
    num cache misses                 |      16619 |       2074
    miss rate                        |     37.49% |      7.32%
    mpki                             |       1.35 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      18675 |          0
  average dram access latency (ns)   |      62.09 |        inf
  average dram queueing delay        |       0.84 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11074 |        897
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
