                                     | Core 0     | Core 1    
  Instructions                       |   12555863 |    3974963
  Cycles                             |   11068400 |   11068400
  IPC                                |       1.13 |       0.36
  Time (ns)                          |    2767100 |    2767100
  Idle time (ns)                     |       1336 |    1839574
  Idle time (%)                      |       0.0% |      66.5%
Branch predictor stats               |            |           
  num correct                        |    1530191 |    1018864
  num incorrect                      |     100323 |      32186
  misprediction rate                 |      6.15% |      3.06%
  mpki                               |       7.99 |       8.10
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1431622 |     286801
    num misses                       |        173 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    2953414 |    1067258
    num misses                       |       1461 |        195
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.12 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1634 |        223
    num misses                       |        574 |        167
    miss rate                        |     35.13% |     74.89%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1431622 |     286801
    num cache misses                 |       2777 |        198
    miss rate                        |      0.19% |      0.07%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    2953414 |    1067258
    num cache misses                 |      58246 |      35176
    miss rate                        |      1.97% |      3.30%
    mpki                             |       4.64 |       8.85
  Cache L2                           |            |           
    num cache accesses               |      63187 |      35375
    num cache misses                 |      44011 |      28437
    miss rate                        |     69.65% |     80.39%
    mpki                             |       3.51 |       7.15
  Cache L3                           |            |           
    num cache accesses               |      46253 |      28453
    num cache misses                 |      18497 |       2047
    miss rate                        |     39.99% |      7.19%
    mpki                             |       1.47 |       0.51
DRAM summary                         |            |           
  num dram accesses                  |      20532 |          0
  average dram access latency (ns)   |      62.06 |        inf
  average dram queueing delay        |       0.80 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11110 |        877
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
