                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21419258 |    3711713 |    4005615 |    3976080 |    3604733 |    3906712 |    3877779 |    3714342 |    4369385 |    4275609 |    3735779 |    4391069
  Cycles                             |   59147600 |   59147600 |   59147600 |   59147600 |   14786900 |   14786900 |   14786900 |   14786900 |   59147600 |   59147600 |   59147600 |   59147600
  IPC                                |       0.36 |       0.06 |       0.07 |       0.07 |       0.24 |       0.26 |       0.26 |       0.25 |       0.07 |       0.07 |       0.06 |       0.07
  Time (ns)                          |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900 |   14786900
  Idle time (ns)                     |       1562 |   12759633 |   12760001 |   12760579 |   12730490 |   12730573 |   12730903 |   12731181 |   12761428 |   12761662 |   12762414 |   12762421
  Idle time (%)                      |       0.0% |      86.3% |      86.3% |      86.3% |      86.1% |      86.1% |      86.1% |      86.1% |      86.3% |      86.3% |      86.3% |      86.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2414080 |    1132457 |    1253906 |    1242449 |    1094634 |    1222525 |    1212203 |    1140245 |    1353160 |    1315359 |    1091907 |    1362849
  num incorrect                      |     162638 |      10933 |       6862 |       7255 |      11050 |       6739 |       6958 |       9939 |      10589 |      11713 |      18973 |      10292
  misprediction rate                 |      6.31% |      0.96% |      0.54% |      0.58% |      1.00% |      0.55% |      0.57% |      0.86% |      0.78% |      0.88% |      1.71% |      0.75%
  mpki                               |       7.59 |       2.95 |       1.71 |       1.82 |       3.07 |       1.72 |       1.79 |       2.68 |       2.42 |       2.74 |       5.08 |       2.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2784928 |      90927 |      68053 |      69447 |      97128 |      66316 |      67490 |      85000 |      91349 |     100007 |     146206 |      88632
    num misses                       |        178 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4999305 |     760011 |     791422 |     787467 |     744738 |     772957 |     769484 |     756375 |     869595 |     858595 |     802001 |     871543
    num misses                       |       2342 |        792 |        729 |        751 |        765 |        689 |        746 |        778 |        709 |        777 |        752 |        716
    miss rate                        |      0.05% |      0.10% |      0.09% |      0.10% |      0.10% |      0.09% |      0.10% |      0.10% |      0.08% |      0.09% |      0.09% |      0.08%
    mpki                             |       0.11 |       0.21 |       0.18 |       0.19 |       0.21 |       0.18 |       0.19 |       0.21 |       0.16 |       0.18 |       0.20 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2520 |        818 |        757 |        777 |        791 |        715 |        772 |        804 |        735 |        803 |        778 |        742
    num misses                       |        688 |        182 |        177 |        180 |        174 |        178 |        175 |        181 |        179 |        175 |        178 |        175
    miss rate                        |     27.30% |     22.25% |     23.38% |     23.17% |     22.00% |     24.90% |     22.67% |     22.51% |     24.35% |     21.79% |     22.88% |     23.58%
    mpki                             |       0.03 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2784928 |      90927 |      68053 |      69447 |      97128 |      66316 |      67490 |      85000 |      91349 |     100007 |     146206 |      88632
    num cache misses                 |       2786 |        171 |        176 |        170 |        171 |        169 |        170 |        170 |        169 |        169 |        170 |        170
    miss rate                        |      0.10% |      0.19% |      0.26% |      0.24% |      0.18% |      0.25% |      0.25% |      0.20% |      0.19% |      0.17% |      0.12% |      0.19%
    mpki                             |       0.13 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4999305 |     760011 |     791422 |     787467 |     744738 |     772957 |     769484 |     756375 |     869595 |     858595 |     802001 |     871543
    num cache misses                 |      45691 |      18240 |      18063 |      18117 |      18354 |      17939 |      18152 |      18173 |      17909 |      17950 |      18126 |      17773
    miss rate                        |      0.91% |      2.40% |      2.28% |      2.30% |      2.46% |      2.32% |      2.36% |      2.40% |      2.06% |      2.09% |      2.26% |      2.04%
    mpki                             |       2.13 |       4.91 |       4.51 |       4.56 |       5.09 |       4.59 |       4.68 |       4.89 |       4.10 |       4.20 |       4.85 |       4.05
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      50729 |      18466 |      18299 |      18338 |      18595 |      18153 |      18375 |      18408 |      18737 |      18806 |      19156 |      18600
    num cache misses                 |      36115 |      16745 |      16627 |      16683 |      16842 |      16625 |      16744 |      16711 |      16458 |      16490 |      16694 |      16324
