                                     | Core 0     | Core 1    
  Instructions                       |   48877206 |   10908371
  Cycles                             |   40678000 |   40678000
  IPC                                |       1.20 |       0.27
  Time (ns)                          |   10169500 |   10169500
  Idle time (ns)                     |       1331 |    6962013
  Idle time (%)                      |       0.0% |      68.5%
Branch predictor stats               |            |           
  num correct                        |    5335031 |    2413210
  num incorrect                      |     444182 |     114815
  misprediction rate                 |      7.69% |      4.54%
  mpki                               |       9.09 |      10.53
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    5847252 |     771462
    num misses                       |        177 |         50
    miss rate                        |      0.00% |      0.01%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12264280 |    3485078
    num misses                       |      38385 |      36494
    miss rate                        |      0.31% |      1.05%
    mpki                             |       0.79 |       3.35
  L2 TLB                             |            |           
    num accesses                     |      38562 |      36544
    num misses                       |        993 |        535
    miss rate                        |      2.58% |      1.46%
    mpki                             |       0.02 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    5847252 |     771462
    num cache misses                 |       3765 |        708
    miss rate                        |      0.06% |      0.09%
    mpki                             |       0.08 |       0.06
  Cache L1-D                         |            |           
    num cache accesses               |   12264280 |    3485078
    num cache misses                 |     198041 |     163280
    miss rate                        |      1.61% |      4.69%
    mpki                             |       4.05 |      14.97
  Cache L2                           |            |           
    num cache accesses               |     203918 |     163995
    num cache misses                 |     137764 |     114839
    miss rate                        |     67.56% |     70.03%
    mpki                             |       2.82 |      10.53
  Cache L3                           |            |           
    num cache accesses               |     140056 |     114948
    num cache misses                 |      30917 |       8150
    miss rate                        |     22.07% |      7.09%
    mpki                             |       0.63 |       0.75
DRAM summary                         |            |           
  num dram accesses                  |      39028 |          0
  average dram access latency (ns)   |      61.71 |        inf
  average dram queueing delay        |       0.46 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      14003 |       3834
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
