                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  1816240641 |  1823882156 |  1822960076 |  1830560969 |  1696158521 |  1696089437 |  1726848195 |  1733798643 |  1841457464 |  1853958587 |  1867771764 |  1874010484
  Cycles                             |   860444400 |   860444400 |   860444400 |   860444400 |   645333300 |   645333300 |   645333300 |   645333300 |   860444400 |   860444400 |   860444400 |   860444400
  IPC                                |        2.11 |        2.12 |        2.12 |        2.13 |        2.63 |        2.63 |        2.68 |        2.69 |        2.14 |        2.15 |        2.17 |        2.18
  Time (ns)                          |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100 |   215111100
  Idle time (ns)                     |         275 |      283995 |      285541 |      286871 |      288159 |      289454 |      290710 |      291994 |      293317 |      294618 |      295889 |      297157
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    52483526 |    55628447 |    55321333 |    57855162 |    13053384 |    13029837 |    26937978 |    29253722 |    65141097 |    69308350 |   344513114 |   346592687
  num incorrect                      |       42527 |       32236 |       32225 |       32026 |       31415 |       31503 |       27990 |       27822 |       27986 |       27780 |       18477 |       18476
  misprediction rate                 |       0.08% |       0.06% |       0.06% |       0.06% |       0.24% |       0.24% |       0.10% |       0.10% |       0.04% |       0.04% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   158347848 |   157995406 |   157995215 |   157995215 |   157995307 |   157995215 |   157003193 |   157003193 |   157003193 |   157003193 |    79675971 |    79675972
    num misses                       |         270 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   796457108 |   796638586 |   796484488 |   797751304 |   775353366 |   775342761 |   777028603 |   778189080 |   796130165 |   798213675 |   559525724 |   560565511
    num misses                       |      926664 |      967936 |      945506 |      979176 |      924502 |      957981 |      940454 |      898878 |      924315 |      976539 |      455689 |      464828
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.08% |       0.08%
    mpki                             |        0.51 |        0.53 |        0.52 |        0.53 |        0.55 |        0.56 |        0.54 |        0.52 |        0.50 |        0.53 |        0.24 |        0.25
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      926934 |      967974 |      945544 |      979214 |      924540 |      958019 |      940492 |      898916 |      924353 |      976577 |      455727 |      464866
    num misses                       |       28236 |       22822 |       34274 |       27830 |       25920 |       21008 |       20484 |       19182 |       20884 |       23189 |       17050 |       13838
    miss rate                        |       3.05% |       2.36% |       3.62% |       2.84% |       2.80% |       2.19% |       2.18% |       2.13% |       2.26% |       2.37% |       3.74% |       2.98%
    mpki                             |        0.02 |        0.01 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   158347848 |   157995406 |   157995215 |   157995215 |   157995307 |   157995215 |   157003193 |   157003193 |   157003193 |   157003193 |    79675971 |    79675972
    num cache misses                 |      246807 |      193977 |      193480 |      189770 |      212754 |      220944 |      215074 |      223740 |      188775 |      190658 |      185762 |      185566
    miss rate                        |       0.16% |       0.12% |       0.12% |       0.12% |       0.13% |       0.14% |       0.14% |       0.14% |       0.12% |       0.12% |       0.23% |       0.23%
    mpki                             |        0.14 |        0.11 |        0.11 |        0.10 |        0.13 |        0.13 |        0.12 |        0.13 |        0.10 |        0.10 |        0.10 |        0.10
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   796457108 |   796638586 |   796484488 |   797751304 |   775353366 |   775342761 |   777028603 |   778189080 |   796130165 |   798213675 |   559525724 |   560565511
    num cache misses                 |    26272116 |    26085438 |    26101048 |    26113765 |    26122003 |    26102080 |    25710343 |    25735329 |    25718332 |    25711795 |    13381314 |    13365744
    miss rate                        |       3.30% |       3.27% |       3.28% |       3.27% |       3.37% |       3.37% |       3.31% |       3.31% |       3.23% |       3.22% |       2.39% |       2.38%
    mpki                             |       14.47 |       14.30 |       14.32 |       14.27 |       15.40 |       15.39 |       14.89 |       14.84 |       13.97 |       13.87 |        7.16 |        7.13
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    26811001 |    26614346 |    26619373 |    26650613 |    26533866 |    26528806 |    26146411 |    26247552 |    26150078 |    26349321 |    13751273 |    13735497
    num cache misses                 |     1383735 |     1321353 |     1327148 |     1301829 |     2286717 |     2289138 |     2048038 |     1949896 |     1105754 |     1109470 |      818913 |      794144
    miss rate                        |       5.16% |       4.96% |       4.99% |       4.88% |       8.62% |       8.63% |       7.83% |       7.43% |       4.23% |       4.21% |       5.96% |       5.78%
    mpki                             |        0.76 |        0.72 |        0.73 |        0.71 |        1.35 |        1.35 |        1.19 |        1.12 |        0.60 |        0.60 |        0.44 |        0.42
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     1835002 |     1866618 |     1864083 |     1857436 |     2542195 |     2551769 |     2339297 |     2302103 |     1570665 |     1792131 |     1247390 |     1163751
    num cache misses                 |      203997 |      132688 |      132819 |      132366 |      130611 |      132064 |      131935 |      515748 |      528708 |      341995 |      224800 |      276260
    miss rate                        |      11.12% |       7.11% |       7.13% |       7.13% |       5.14% |       5.18% |       5.64% |      22.40% |      33.66% |      19.08% |      18.02% |      23.74%
    mpki                             |        0.11 |        0.07 |        0.07 |        0.07 |        0.08 |        0.08 |        0.08 |        0.30 |        0.29 |        0.18 |        0.12 |        0.15
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       27772 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |       27744 |           0 |           0 |           0
  average dram access latency (ns)   |     1111.01 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |     1111.07 |         inf |         inf |         inf
  average dram queueing delay        |     1049.76 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |     1049.82 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        6722 |         221 |         221 |         216 |         216 |         217 |         218 |         224 |           5 |         214 |         223 |          22
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      171236 |      128461 |      128376 |      127979 |      126666 |      128152 |      127785 |      511483 |      471132 |      336556 |      220003 |      227103
