                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   49763953 |    9302665 |    8930602 |    9906175 |   11775035 |   11640106
  Cycles                             |   32562900 |   32562900 |   32562900 |   32562900 |   32562900 |   32562900
  IPC                                |       1.53 |       0.29 |       0.27 |       0.30 |       0.36 |       0.36
  Time (ns)                          |   32562900 |   32562900 |   32562900 |   32562900 |   32562900 |   32562900
  Idle time (ns)                     |     525282 |   26717522 |   26222419 |   26226554 |   26724934 |   26843219
  Idle time (%)                      |       1.6% |      82.0% |      80.5% |      80.5% |      82.1% |      82.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5487925 |    2587641 |    2233833 |    2687172 |    3413982 |    3393645
  num incorrect                      |     365025 |      35787 |      63444 |      47453 |      35932 |      33289
  misprediction rate                 |      6.24% |      1.36% |      2.76% |      1.74% |      1.04% |      0.97%
  mpki                               |       7.34 |       3.85 |       7.10 |       4.79 |       3.05 |       2.86
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    6617217 |     232354 |     343832 |     283285 |     229255 |     215022
    num misses                       |        171 |         23 |         24 |         24 |         23 |         23
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   11481889 |    2129505 |    2192395 |    2283673 |    2540085 |    2500265
    num misses                       |      18721 |      16022 |      16203 |      16206 |      16072 |      16191
    miss rate                        |      0.16% |      0.75% |      0.74% |      0.71% |      0.63% |      0.65%
    mpki                             |       0.38 |       1.72 |       1.81 |       1.64 |       1.36 |       1.39
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      18892 |      16045 |      16227 |      16230 |      16095 |      16214
    num misses                       |       2156 |       1462 |       1449 |       1460 |       1445 |       1500
    miss rate                        |     11.41% |      9.11% |      8.93% |      9.00% |      8.98% |      9.25%
    mpki                             |       0.04 |       0.16 |       0.16 |       0.15 |       0.12 |       0.13
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    6617217 |     232354 |     343832 |     283285 |     229255 |     215022
    num cache misses                 |       3802 |        240 |        259 |        248 |        240 |        236
    miss rate                        |      0.06% |      0.10% |      0.08% |      0.09% |      0.10% |      0.11%
    mpki                             |       0.08 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   11481889 |    2129505 |    2192395 |    2283673 |    2540085 |    2500265
    num cache misses                 |     122697 |      73604 |      77326 |      74734 |      71347 |      71165
    miss rate                        |      1.07% |      3.46% |      3.53% |      3.27% |      2.81% |      2.85%
    mpki                             |       2.47 |       7.91 |       8.66 |       7.54 |       6.06 |       6.11
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     129357 |      74484 |      78385 |      75738 |      74854 |      74581
    num cache misses                 |     108085 |      65612 |      68293 |      66915 |      62870 |      62496
    miss rate                        |     83.56% |     88.09% |     87.13% |     88.35% |     83.99% |     83.80%
    mpki                             |       2.17 |       7.05 |       7.65 |       6.75 |       5.34 |       5.37
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     111153 |      66293 |      69136 |      67714 |      66179 |      65719
    num cache misses                 |      54702 |      23577 |      24179 |      23740 |      46751 |      46594
    miss rate                        |     49.21% |     35.56% |     34.97% |     35.06% |     70.64% |     70.90%
    mpki                             |       1.10 |       2.53 |       2.71 |       2.40 |       3.97 |       4.00
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      28913 |          0 |          0 |          0 |      28861 |          0
  average dram access latency (ns)   |      61.32 |        inf |        inf |        inf |      61.31 |        inf
  average dram queueing delay        |       0.07 |       0.00 |       0.00 |       0.00 |       0.06 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      12798 |       2007 |       3184 |       2192 |       1428 |       1230
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7237 |       6950 |       7284 |       7119 |      12150 |      12029
