                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  116735800 |  118437753 |  119010340 |  118629765 |  108433860 |  111569064 |  111932450 |  111500525 |  117907329 |  118312059 |  118794275 |  119261244 |  108480645 |  110345654 |  112608079 |  111442802
  Cycles                             |  163818000 |  163818000 |  163818000 |  163818000 |   40954500 |   40954500 |   40954500 |   40954500 |  163818000 |  163818000 |  163818000 |  163818000 |   40954500 |   40954500 |   40954500 |   40954500
  IPC                                |       0.71 |       0.72 |       0.73 |       0.72 |       2.65 |       2.72 |       2.73 |       2.72 |       0.72 |       0.72 |       0.73 |       0.73 |       2.65 |       2.69 |       2.75 |       2.72
  Time (ns)                          |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500 |   40954500
  Idle time (ns)                     |       1377 |     468561 |     551010 |     469906 |     470303 |     470699 |     471090 |     471570 |     472016 |     582520 |     472817 |     473208 |     473602 |     553754 |     474391 |     474778
  Idle time (%)                      |       0.0% |       1.1% |       1.3% |       1.1% |       1.1% |       1.1% |       1.2% |       1.2% |       1.2% |       1.4% |       1.2% |       1.2% |       1.2% |       1.4% |       1.2% |       1.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9716090 |   10448460 |   10639492 |   10512231 |    7114196 |    8159125 |    8280245 |    8136243 |   10271894 |   10406810 |   10567708 |   10723169 |    7129779 |    7751473 |    8505621 |    8117025
  num incorrect                      |      46159 |      38137 |      38124 |      38158 |      38119 |      38122 |      38126 |      38125 |      38128 |      38126 |      38116 |      38145 |      38114 |      38115 |      38112 |      38120
  misprediction rate                 |      0.47% |      0.36% |      0.36% |      0.36% |      0.53% |      0.47% |      0.46% |      0.47% |      0.37% |      0.37% |      0.36% |      0.35% |      0.53% |      0.49% |      0.45% |      0.47%
  mpki                               |       0.40 |       0.32 |       0.32 |       0.32 |       0.35 |       0.34 |       0.34 |       0.34 |       0.32 |       0.32 |       0.32 |       0.32 |       0.35 |       0.35 |       0.34 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9465674 |    9345925 |    9345810 |    9346086 |    9345619 |    9345726 |    9345728 |    9345726 |    9345732 |    9345728 |    9345621 |    9345740 |    9345621 |    9345619 |    9345615 |    9345729
    num misses                       |        191 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37139282 |   37166190 |   37261347 |   37198469 |   35498197 |   36020978 |   36081547 |   36009610 |   37077374 |   37144823 |   37224926 |   37302992 |   35506019 |   35816814 |   36193885 |   35999955
