                                     | Core 0     | Core 1    
  Instructions                       |  807034433 |  805389646
  Cycles                             |  255729540 |  255729540
  IPC                                |       3.16 |       3.15
  Time (ns)                          |   88182600 |   88182600
  Idle time (ns)                     |        423 |     360405
  Idle time (%)                      |       0.0% |       0.4%
Branch predictor stats               |            |           
  num correct                        |   42995212 |   42672908
  num incorrect                      |     991318 |     976611
  misprediction rate                 |      2.25% |      2.24%
  mpki                               |       1.23 |       1.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   69020913 |   68883033
    num misses                       |        332 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  258956974 |  258420442
    num misses                       |     177160 |     178210
    miss rate                        |      0.07% |      0.07%
    mpki                             |       0.22 |       0.22
  L2 TLB                             |            |           
    num accesses                     |     177492 |     178238
    num misses                       |      52103 |      50878
    miss rate                        |     29.36% |     28.54%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   69020913 |   68883033
    num cache misses                 |      16296 |       6948
    miss rate                        |      0.02% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  258956974 |  258420442
    num cache misses                 |   24518325 |   24510801
    miss rate                        |      9.47% |      9.48%
    mpki                             |      30.38 |      30.43
  Cache L2                           |            |           
    num cache accesses               |   24604898 |   24607283
    num cache misses                 |    3103042 |    3083645
    miss rate                        |     12.61% |     12.53%
    mpki                             |       3.84 |       3.83
  Cache L3                           |            |           
    num cache accesses               |    3586903 |    3569502
    num cache misses                 |     907583 |     926983
    miss rate                        |     25.30% |     25.97%
    mpki                             |       1.12 |       1.15
DRAM summary                         |            |           
  num dram accesses                  |     592109 |     592045
  average dram access latency (ns)   |      62.49 |      62.51
  average dram queueing delay        |       1.24 |       1.26
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     118990 |     106293
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     475237 |     497387
