                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11021281 |    3118107 |    3148918 |    2903710 |    3202817 |    3065043 |    2686688 |    3151754 |    3075123 |    2980250 |    3151437 |    3118150
  Cycles                             |   11225600 |   11225600 |   11225600 |   11225600 |    8419200 |    8419200 |   11225600 |   11225600 |   11225600 |   11225600 |    8419200 |    8419200
  IPC                                |       0.98 |       0.28 |       0.28 |       0.26 |       0.38 |       0.36 |       0.24 |       0.28 |       0.27 |       0.27 |       0.37 |       0.37
  Time (ns)                          |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400 |    2806400
  Idle time (ns)                     |       1426 |    2294494 |    2294879 |    2294833 |    2285076 |    2285189 |    2295117 |    2295413 |    2295527 |    2295865 |    2285742 |    2285655
  Idle time (%)                      |       0.1% |      81.8% |      81.8% |      81.8% |      81.4% |      81.4% |      81.8% |      81.8% |      81.8% |      81.8% |      81.4% |      81.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1338047 |     990009 |    1003452 |     902850 |    1031599 |     973908 |     810114 |    1005541 |     973432 |     935080 |    1009361 |     995645
  num incorrect                      |      75774 |       4702 |       4305 |       7490 |       2591 |       4592 |      10492 |       4319 |       5381 |       6512 |       3472 |       3915
  misprediction rate                 |      5.36% |      0.47% |      0.43% |      0.82% |      0.25% |      0.47% |      1.28% |      0.43% |      0.55% |      0.69% |      0.34% |      0.39%
  mpki                               |       6.88 |       1.51 |       1.37 |       2.58 |       0.81 |       1.50 |       3.91 |       1.37 |       1.75 |       2.19 |       1.10 |       1.26
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1277234 |      41798 |      37691 |      58178 |      27202 |      40606 |      80658 |      36126 |      43973 |      49939 |      33488 |      36164
    num misses                       |        172 |         27 |         27 |         29 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
