                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   28267178 |   29167423 |   29337094 |   29185804 |   26021337 |   25950723 |   28873280 |   28842106 |   31573373 |   32044699 |   42521799 |   42699057 |   42183055 |   42144317 |   42119497 |   42124289
  Cycles                             |   62317200 |   62317200 |   62317200 |   62317200 |   15579300 |   15579300 |   15579300 |   15579300 |   62317200 |   62317200 |   62317200 |   62317200 |   15579300 |   15579300 |   15579300 |   15579300
  IPC                                |       0.45 |       0.47 |       0.47 |       0.47 |       1.67 |       1.67 |       1.85 |       1.85 |       0.51 |       0.51 |       0.68 |       0.69 |       2.71 |       2.71 |       2.70 |       2.70
  Time (ns)                          |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300 |   15579300
  Idle time (ns)                     |        384 |     497619 |     501165 |     504458 |     507589 |     510720 |     513851 |     516982 |     520113 |     523244 |     526421 |     529564 |     532694 |     535936 |     539225 |     542356
  Idle time (%)                      |       0.0% |       3.2% |       3.2% |       3.2% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.4% |       3.4% |       3.4% |       3.4% |       3.4% |       3.5% |       3.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1686043 |    2622490 |    2679644 |    2629020 |    1574164 |    1550399 |    2915093 |    2904604 |    3814819 |    3971661 |   13813552 |   13872637 |   14024001 |   14011088 |   14002604 |   14004396
  num incorrect                      |      18846 |       9292 |       9006 |       9200 |       8615 |       8510 |       7823 |       7918 |       7957 |       8039 |       2390 |       2391 |       2368 |       2368 |       2374 |       2368
  misprediction rate                 |      1.11% |      0.35% |      0.33% |      0.35% |      0.54% |      0.55% |      0.27% |      0.27% |      0.21% |      0.20% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.67 |       0.32 |       0.31 |       0.32 |       0.33 |       0.33 |       0.27 |       0.27 |       0.25 |       0.25 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
