                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  326490497 |  332386838 |  355296555 |  352736272 |  370982134 |  376469393
  Cycles                             |  405625200 |  405625200 |  405625200 |  405625200 |  405625200 |  405625200
  IPC                                |       0.80 |       0.82 |       0.88 |       0.87 |       0.91 |       0.93
  Time (ns)                          |  101406300 |  101406300 |  101406300 |  101406300 |  101406300 |  101406300
  Idle time (ns)                     |      13444 |     375883 |    1169343 |     811706 |    1051947 |    2032528
  Idle time (%)                      |       0.0% |       0.4% |       1.2% |       0.8% |       1.0% |       2.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   17816029 |   19985678 |   31236142 |   30506156 |   37480067 |   39763523
  num incorrect                      |      14279 |       7582 |       7376 |       7379 |       6902 |       6799
  misprediction rate                 |      0.08% |      0.04% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.04 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   35189884 |   35048071 |   33665482 |   33614787 |   33278200 |   33089238
    num misses                       |        187 |         28 |         28 |         28 |         28 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |  179361244 |  180006905 |  178816765 |  178250025 |  180032802 |  180441635
    num misses                       |     101657 |      99704 |      96038 |      98229 |      94963 |      94265
    miss rate                        |      0.06% |      0.06% |      0.05% |      0.06% |      0.05% |      0.05%
    mpki                             |       0.31 |       0.30 |       0.27 |       0.28 |       0.26 |       0.25
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |     101844 |      99732 |      96066 |      98257 |      94991 |      94294
    num misses                       |      70314 |      69238 |      66785 |      66628 |      65849 |      65384
    miss rate                        |     69.04% |     69.42% |     69.52% |     67.81% |     69.32% |     69.34%
    mpki                             |       0.22 |       0.21 |       0.19 |       0.19 |       0.18 |       0.17
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   35189884 |   35048071 |   33665482 |   33614787 |   33278200 |   33089238
    num cache misses                 |      35022 |      22144 |      21281 |      21596 |      21328 |      20718
    miss rate                        |      0.10% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.11 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |  179361244 |  180006905 |  178816765 |  178250025 |  180032802 |  180441635
    num cache misses                 |    7264031 |    7327119 |    7053501 |    7044459 |    6950837 |    6922956
    miss rate                        |      4.05% |      4.07% |      3.94% |      3.95% |      3.86% |      3.84%
    mpki                             |      22.25 |      22.04 |      19.85 |      19.97 |      18.74 |      18.39
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    7840262 |    7885136 |    7600435 |    7599662 |    7477147 |    7426165
    num cache misses                 |    5290389 |    5285212 |    5095924 |    5089305 |    5026781 |    4987922
    miss rate                        |     67.48% |     67.03% |     67.05% |     66.97% |     67.23% |     67.17%
    mpki                             |      16.20 |      15.90 |      14.34 |      14.43 |      13.55 |      13.25
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |    5834241 |    5821669 |    5622308 |    5623722 |    5532193 |    5470699
    num cache misses                 |    3515207 |    3487479 |    3370262 |    3416359 |    3328471 |    3213128
    miss rate                        |     60.25% |     59.91% |     59.94% |     60.75% |     60.17% |     58.73%
    mpki                             |      10.77 |      10.49 |       9.49 |       9.69 |       8.97 |       8.53
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |   14594858 |          0 |          0 |          0 |   14596366 |          0
  average dram access latency (ns)   |    2758.66 |        inf |        inf |        inf |    2806.84 |        inf
  average dram queueing delay        |    2697.41 |       0.00 |       0.00 |       0.00 |    2745.59 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00% |     18.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |    2485648 |    2501212 |    2411820 |    2429055 |    2341451 |    2279418
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      29653 |       8957 |       9043 |      24533 |      50155 |      10953
