feature,importance
num_threads,0.0365384615384615
avg_ipc,0.125
ipc_cv,0.13653846153846153
pe_ratio,0.09615384615384612
local_ratio,0.04038461538461535
remote_ratio,0.04038461538461535
l2_intensity,0.013461538461538436
l3_intensity,0.015384615384615363
mem_intensity,0.059615384615384605
read_ratio,0.07307692307692307
