                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  112380378 |  114133378 |  116565251 |  116134577 |  115002441 |  115286475 |  115740785 |  116120655
  Cycles                             |   42475600 |   42475600 |   42475600 |   42475600 |   42475600 |   42475600 |   42475600 |   42475600
  IPC                                |       2.65 |       2.69 |       2.74 |       2.73 |       2.71 |       2.71 |       2.72 |       2.73
  Time (ns)                          |   10618900 |   10618900 |   10618900 |   10618900 |   10618900 |   10618900 |   10618900 |   10618900
  Idle time (ns)                     |        218 |     250701 |     251492 |     252095 |     252644 |     253186 |     253754 |     254307
  Idle time (%)                      |       0.0% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     764368 |    1615492 |   20294230 |   20150707 |   19986483 |   20081162 |   20469362 |   20596066
  num incorrect                      |      13154 |       5284 |       3940 |       3931 |       3757 |       3756 |       3192 |       3108
  misprediction rate                 |      1.69% |      0.33% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.12 |       0.05 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10655788 |   10472896 |    5345233 |    5345233 |    5274946 |    5274946 |    5210776 |    5210777
    num misses                       |        246 |         38 |         38 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   51736979 |   51588440 |   36046433 |   35974590 |   35577166 |   35624505 |   35473231 |   35536547
    num misses                       |       8775 |       5092 |       4945 |       1405 |       3021 |       5983 |       3537 |        700
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.00% |      0.01% |      0.02% |      0.01% |      0.00%
    mpki                             |       0.08 |       0.04 |       0.04 |       0.01 |       0.03 |       0.05 |       0.03 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       9021 |       5130 |       4983 |       1443 |       3059 |       6021 |       3575 |        738
    num misses                       |        668 |        152 |        132 |        131 |        131 |        132 |        131 |        128
    miss rate                        |      7.40% |      2.96% |      2.65% |      9.08% |      4.28% |      2.19% |      3.66% |     17.34%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10655788 |   10472896 |    5345233 |    5345233 |    5274946 |    5274946 |    5210776 |    5210777
    num cache misses                 |      82008 |      58077 |      57588 |      57549 |      57446 |      57446 |      55248 |      55250
    miss rate                        |      0.77% |      0.55% |      1.08% |      1.08% |      1.09% |      1.09% |      1.06% |      1.06%
    mpki                             |       0.73 |       0.51 |       0.49 |       0.50 |       0.50 |       0.50 |       0.48 |       0.48
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   51736979 |   51588440 |   36046433 |   35974590 |   35577166 |   35624505 |   35473231 |   35536547
    num cache misses                 |     765744 |     718318 |     405192 |     397234 |     368700 |     383247 |     347073 |     347523
    miss rate                        |      1.48% |      1.39% |      1.12% |      1.10% |      1.04% |      1.08% |      0.98% |      0.98%
    mpki                             |       6.81 |       6.29 |       3.48 |       3.42 |       3.21 |       3.32 |       3.00 |       2.99
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     870022 |     797575 |     470804 |     462231 |     441100 |     450207 |     415400 |     414965
    num cache misses                 |      83262 |      62787 |      44121 |      48157 |      58773 |      60015 |      54675 |      50676
    miss rate                        |      9.57% |      7.87% |      9.37% |     10.42% |     13.32% |     13.33% |     13.16% |     12.21%
    mpki                             |       0.74 |       0.55 |       0.38 |       0.41 |       0.51 |       0.52 |       0.47 |       0.44
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     118942 |     104044 |      73831 |      73329 |      84245 |      79252 |      77486 |      66054
    num cache misses                 |      33317 |      14808 |       8280 |      20386 |      41455 |      12757 |      15707 |      18725
    miss rate                        |     28.01% |     14.23% |     11.21% |     27.80% |     49.21% |     16.10% |     20.27% |     28.35%
    mpki                             |       0.30 |       0.13 |       0.07 |       0.18 |       0.36 |       0.11 |       0.14 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9478 |          0 |          0 |          0 |       9445 |          0 |          0 |          0
  average dram access latency (ns)   |      83.26 |        inf |        inf |        inf |      82.53 |        inf |        inf |        inf
  average dram queueing delay        |      22.01 |       0.00 |       0.00 |       0.00 |      21.28 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6821 |         50 |         45 |          7 |         48 |         48 |         56 |         16
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16635 |      13446 |       6806 |      15599 |      39940 |      11391 |      14278 |      14658
