                                     | Core 0     | Core 1    
  Instructions                       |   12305852 |    3878935
  Cycles                             |   10605600 |   10605600
  IPC                                |       1.16 |       0.37
  Time (ns)                          |    2651400 |    2651400
  Idle time (ns)                     |       1541 |    1790344
  Idle time (%)                      |       0.1% |      67.5%
Branch predictor stats               |            |           
  num correct                        |    1546849 |     984705
  num incorrect                      |      96599 |      31851
  misprediction rate                 |      5.88% |      3.13%
  mpki                               |       7.85 |       8.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1707865 |     116450
    num misses                       |        173 |         26
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3206900 |    1069397
    num misses                       |       1612 |        187
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.13 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1785 |        213
    num misses                       |        584 |        154
    miss rate                        |     32.72% |     72.30%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1707865 |     116450
    num cache misses                 |       2875 |        180
    miss rate                        |      0.17% |      0.15%
    mpki                             |       0.23 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3206900 |    1069397
    num cache misses                 |      57931 |      35113
    miss rate                        |      1.81% |      3.28%
    mpki                             |       4.71 |       9.05
  Cache L2                           |            |           
    num cache accesses               |      63385 |      36898
    num cache misses                 |      43813 |      28321
    miss rate                        |     69.12% |     76.75%
    mpki                             |       3.56 |       7.30
  Cache L3                           |            |           
    num cache accesses               |      46511 |      29955
    num cache misses                 |      43158 |      28321
    miss rate                        |     92.79% |     94.55%
    mpki                             |       3.51 |       7.30
DRAM summary                         |            |           
  num dram accesses                  |      10300 |      10238
  average dram access latency (ns)   |      61.41 |      61.38
  average dram queueing delay        |       0.16 |       0.13
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10194 |         12
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |        633 |       2139
