                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  362902564 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  362247052 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  151311270 |  151311270 |  151311270 |  151311270 |  114787860 |  114787860 |  114787860 |  114787860 |  151311270 |  151311270 |  151311270 |  151311270 |  114787860 |  114787860 |  114787860 |  114787860
  IPC                                |       2.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       2.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300
  Idle time (ns)                     |     416204 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |        400 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300 |   52176300
  Idle time (%)                      |       0.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       0.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   17679231 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   17352212 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     487950 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     501741 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.69% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      2.81% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   32252585 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   32385611 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |         28 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |        303 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  112652126 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  112853863 |          0 |          0 |          0 |          0 |          0 |          0 |          0
