                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   47040453 |   49872560 |   48471317 |   54096386 |   56596642 |   56799781
  Cycles                             |   24530200 |   24530200 |   24530200 |   24530200 |   24530200 |   24530200
  IPC                                |       1.92 |       2.03 |       1.98 |       2.21 |       2.31 |       2.32
  Time (ns)                          |   24530200 |   24530200 |   24530200 |   24530200 |   24530200 |   24530200
  Idle time (ns)                     |        423 |     561462 |     565013 |     568343 |     571483 |     574644
  Idle time (%)                      |       0.0% |       2.3% |       2.3% |       2.3% |       2.3% |       2.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1520144 |    2882020 |    2414893 |    4290579 |   11446681 |   11514494
  num incorrect                      |      21514 |      12808 |      12482 |      12417 |       8931 |       8831
  misprediction rate                 |      1.40% |      0.44% |      0.51% |      0.29% |      0.08% |      0.08%
  mpki                               |       0.46 |       0.26 |       0.26 |       0.23 |       0.16 |       0.16
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    4355956 |    4080009 |    4079818 |    4079818 |    2224023 |    2224024
    num misses                       |        306 |         33 |         33 |         33 |         33 |         33
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   20356577 |   20110121 |   19877197 |   20813690 |   15836625 |   15870482
    num misses                       |       7687 |       3811 |       3336 |       5009 |       2382 |       3335
    miss rate                        |      0.04% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.16 |       0.08 |       0.07 |       0.09 |       0.04 |       0.06
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       7993 |       3844 |       3369 |       5042 |       2415 |       3368
    num misses                       |        649 |        155 |        138 |        137 |        134 |        133
    miss rate                        |      8.12% |      4.03% |      4.10% |      2.72% |      5.55% |      3.95%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    4355956 |    4080009 |    4079818 |    4079818 |    2224023 |    2224024
    num cache misses                 |      72261 |      49011 |      49547 |      49839 |      48191 |      48294
    miss rate                        |      1.66% |      1.20% |      1.21% |      1.22% |      2.17% |      2.17%
    mpki                             |       1.54 |       0.98 |       1.02 |       0.92 |       0.85 |       0.85
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   20356577 |   20110121 |   19877197 |   20813690 |   15836625 |   15870482
    num cache misses                 |    1050253 |     961094 |     962047 |     967353 |     516635 |     513883
    miss rate                        |      5.16% |      4.78% |      4.84% |      4.65% |      3.26% |      3.24%
    mpki                             |      22.33 |      19.27 |      19.85 |      17.88 |       9.13 |       9.05
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    1166767 |    1052481 |    1044738 |    1083486 |     601287 |     600760
    num cache misses                 |     145426 |     114064 |     123437 |     140503 |     106098 |      94522
    miss rate                        |     12.46% |     10.84% |     11.82% |     12.97% |     17.65% |     15.73%
    mpki                             |       3.09 |       2.29 |       2.55 |       2.60 |       1.87 |       1.66
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     212846 |     185885 |     187073 |     237036 |     168456 |     147564
    num cache misses                 |      34371 |      16113 |      15272 |      72947 |      69393 |      63889
    miss rate                        |     16.15% |      8.67% |      8.16% |     30.77% |     41.19% |     43.30%
    mpki                             |       0.73 |       0.32 |       0.32 |       1.35 |       1.23 |       1.12
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9502 |          0 |          0 |          0 |       9459 |          0
  average dram access latency (ns)   |      61.41 |        inf |        inf |        inf |      61.40 |        inf
  average dram queueing delay        |       0.16 |       0.00 |       0.00 |       0.00 |       0.15 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6704 |         54 |         45 |         40 |          0 |         15
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      17814 |      14649 |      14018 |      71438 |      56887 |      55112
