                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11014670 |    3063407 |    3097286 |    2851324 |    3138201 |    2996300 |    2628179 |    3098430 |    3017062 |    2946228 |    3094160 |    3066676
  Cycles                             |   11133600 |   11133600 |   11133600 |   11133600 |    8350200 |    8350200 |   11133600 |   11133600 |   11133600 |   11133600 |    8350200 |    8350200
  IPC                                |       0.99 |       0.28 |       0.28 |       0.26 |       0.38 |       0.36 |       0.24 |       0.28 |       0.27 |       0.26 |       0.37 |       0.37
  Time (ns)                          |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400 |    2783400
  Idle time (ns)                     |       1606 |    2277848 |    2278226 |    2278344 |    2268513 |    2268575 |    2278586 |    2278742 |    2278520 |    2279034 |    2268989 |    2269190
  Idle time (%)                      |       0.1% |      81.8% |      81.9% |      81.9% |      81.5% |      81.5% |      81.9% |      81.9% |      81.9% |      81.9% |      81.5% |      81.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1336252 |     971918 |     986715 |     884909 |    1010448 |     951469 |     792284 |     987458 |     954196 |     924077 |     990444 |     978983
  num incorrect                      |      74683 |       4724 |       4169 |       7524 |       2566 |       4653 |      10728 |       4213 |       5227 |       6364 |       3458 |       3877
  misprediction rate                 |      5.29% |      0.48% |      0.42% |      0.84% |      0.25% |      0.49% |      1.34% |      0.42% |      0.54% |      0.68% |      0.35% |      0.39%
  mpki                               |       6.78 |       1.54 |       1.35 |       2.64 |       0.82 |       1.55 |       4.08 |       1.36 |       1.73 |       2.16 |       1.12 |       1.26
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1622573 |      20052 |      20098 |      24629 |      17241 |      19774 |      27859 |      19017 |      20754 |      22124 |      18381 |      19381
    num misses                       |        179 |         26 |         26 |         25 |         26 |         26 |         26 |         26 |         28 |         26 |         25 |         25
    miss rate                        |      0.01% |      0.13% |      0.13% |      0.10% |      0.15% |      0.13% |      0.09% |      0.14% |      0.13% |      0.12% |      0.14% |      0.13%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2674605 |     578672 |     582351 |     557553 |     580836 |     566560 |     535475 |     581739 |     573133 |     566333 |     577572 |     574900
    num misses                       |       1449 |        125 |        128 |        131 |        137 |        122 |        135 |        124 |        119 |        144 |        132 |        111
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1628 |        151 |        154 |        156 |        163 |        148 |        161 |        150 |        147 |        170 |        157 |        136
    num misses                       |        576 |        124 |        126 |        122 |        127 |        124 |        137 |        132 |        128 |        126 |        122 |        121
    miss rate                        |     35.38% |     82.12% |     81.82% |     78.21% |     77.91% |     83.78% |     85.09% |     88.00% |     87.07% |     74.12% |     77.71% |     88.97%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1622573 |      20052 |      20098 |      24629 |      17241 |      19774 |      27859 |      19017 |      20754 |      22124 |      18381 |      19381
    num cache misses                 |       2864 |        174 |        174 |        173 |        176 |        174 |        174 |        173 |        181 |        174 |        171 |        172
    miss rate                        |      0.18% |      0.87% |      0.87% |      0.70% |      1.02% |      0.88% |      0.62% |      0.91% |      0.87% |      0.79% |      0.93% |      0.89%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2674605 |     578672 |     582351 |     557553 |     580836 |     566560 |     535475 |     581739 |     573133 |     566333 |     577572 |     574900
    num cache misses                 |      34067 |       8872 |       8861 |       9204 |       8844 |       8934 |       9316 |       8866 |       8980 |       9007 |       8825 |       8758
    miss rate                        |      1.27% |      1.53% |      1.52% |      1.65% |      1.52% |      1.58% |      1.74% |      1.52% |      1.57% |      1.59% |      1.53% |      1.52%
    mpki                             |       3.09 |       2.90 |       2.86 |       3.23 |       2.82 |       2.98 |       3.54 |       2.86 |       2.98 |       3.06 |       2.85 |       2.86
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39187 |       9142 |       9115 |       9508 |       9079 |       9202 |       9827 |       9287 |       9420 |       9462 |       9240 |       9180
    num cache misses                 |      24331 |       8676 |       8653 |       8848 |       8613 |       8683 |       8906 |       8643 |       8705 |       8687 |       8603 |       8594
    miss rate                        |     62.09% |     94.90% |     94.93% |     93.06% |     94.87% |     94.36% |     90.63% |     93.07% |     92.41% |     91.81% |     93.11% |     93.62%
    mpki                             |       2.21 |       2.83 |       2.79 |       3.10 |       2.74 |       2.90 |       3.39 |       2.79 |       2.89 |       2.95 |       2.78 |       2.80
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      27103 |       8772 |       8733 |       8979 |       8673 |       8778 |       9243 |       8891 |       8966 |       8968 |       8847 |       8844
    num cache misses                 |      19796 |       4719 |       4634 |       4808 |       4541 |       4632 |       5323 |       4938 |       5060 |       5129 |       4906 |       4878
    miss rate                        |     73.04% |     53.80% |     53.06% |     53.55% |     52.36% |     52.77% |     57.59% |     55.54% |     56.44% |     57.19% |     55.45% |     55.16%
    mpki                             |       1.80 |       1.54 |       1.50 |       1.69 |       1.45 |       1.55 |       2.03 |       1.59 |       1.68 |       1.74 |       1.59 |       1.59
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10044 |          0 |          0 |          0 |          0 |          0 |       9970 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.45 |        inf |        inf |        inf |        inf |        inf |      61.46 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10375 |         98 |        104 |        119 |        112 |         92 |         76 |         70 |         68 |         72 |         64 |         59
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1464 |       1435 |       1423 |       1428 |       1339 |       1433 |       1941 |       1760 |       1795 |       1791 |       1699 |       1705
