                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  179992721 |       6311 |  215970820 |       3145 |  132282170 |       3273 |  163124496 |       3694 |  197862331 |       3126 |  229787580 |       3283 |  261519775 |       2873 |  621821600 |  414178257
  Cycles                             |  384037720 |  384037720 |  384037720 |  506231540 |  506231540 |  506231540 |  384037720 |  506231540 |  506231540 |  384037720 |  384037720 |  384037720 |  506231540 |  506231540 |  384037720 |  506231540
  IPC                                |       0.47 |       0.00 |       0.56 |       0.00 |       0.26 |       0.00 |       0.42 |       0.00 |       0.39 |       0.00 |       0.60 |       0.00 |       0.52 |       0.00 |       1.62 |       0.82
  Time (ns)                          |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600 |  174562600
  Idle time (ns)                     |  144363522 |  174558684 |  124469302 |  174561032 |  148120167 |  174560882 |  139384250 |  174560789 |  139452205 |  174560797 |  128745659 |  174560554 |  131176272 |  174560806 |   49666254 |   95930034
  Idle time (%)                      |      82.7% |     100.0% |      71.3% |     100.0% |      84.9% |     100.0% |      79.8% |     100.0% |      79.9% |     100.0% |      73.8% |     100.0% |      75.1% |     100.0% |      28.5% |      55.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4794288 |        731 |    6938474 |        315 |    4945341 |        274 |    6357799 |        320 |    7772099 |        297 |    9012253 |        269 |   10279442 |        283 |   24006466 |   14377270
  num incorrect                      |      26771 |         86 |     632708 |         57 |     275365 |         43 |     289749 |         51 |     291328 |         49 |     293983 |         42 |     302517 |         62 |    1005436 |     870078
  misprediction rate                 |      0.56% |     10.53% |      8.36% |     15.32% |      5.27% |     13.56% |      4.36% |     13.75% |      3.61% |     14.16% |      3.16% |     13.50% |      2.86% |     17.97% |      4.02% |      5.71%
  mpki                               |       0.15 |      13.63 |       2.93 |      18.12 |       2.08 |      13.14 |       1.78 |      13.81 |       1.47 |      15.67 |       1.28 |      12.79 |       1.16 |      21.58 |       1.62 |       2.10
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15908173 |        646 |   20807855 |        351 |   12469778 |        270 |   15761093 |        342 |   19272356 |        345 |   22430633 |        270 |   25607657 |        297 |   61559572 |   39107717
    num misses                       |        221 |         27 |         80 |         21 |        251 |         21 |        252 |         21 |        243 |         21 |        245 |         21 |        242 |         21 |        292 |        294
    miss rate                        |      0.00% |      4.18% |      0.00% |      5.98% |      0.00% |      7.78% |      0.00% |      6.14% |      0.00% |      6.09% |      0.00% |      7.78% |      0.00% |      7.07% |      0.00% |      0.00%
    mpki                             |       0.00 |       4.28 |       0.00 |       6.68 |       0.00 |       6.42 |       0.00 |       5.68 |       0.00 |       6.72 |       0.00 |       6.40 |       0.00 |       7.31 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   64216406 |       5550 |   75653937 |       3345 |   46390014 |       4443 |   56742846 |       4453 |   68686028 |       3176 |   79709048 |       4437 |   90674692 |       3352 |  218599063 |  149103415
    num misses                       |      17919 |         53 |       9053 |         22 |      38080 |         23 |      71516 |         23 |      95634 |         22 |     117614 |         23 |     140113 |         22 |     242098 |     217523
    miss rate                        |      0.03% |      0.95% |      0.01% |      0.66% |      0.08% |      0.52% |      0.13% |      0.52% |      0.14% |      0.69% |      0.15% |      0.52% |      0.15% |      0.66% |      0.11% |      0.15%
    mpki                             |       0.10 |       8.40 |       0.04 |       7.00 |       0.29 |       7.03 |       0.44 |       6.23 |       0.48 |       7.04 |       0.51 |       7.01 |       0.54 |       7.66 |       0.39 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      18140 |         80 |       9133 |         43 |      38331 |         44 |      71768 |         44 |      95877 |         43 |     117859 |         44 |     140355 |         43 |     242390 |     217817
    num misses                       |       4026 |         74 |        632 |         43 |       1238 |         44 |       2658 |         44 |       4624 |         43 |       7784 |         44 |      13701 |         43 |      76741 |      56335
    miss rate                        |     22.19% |     92.50% |      6.92% |    100.00% |      3.23% |    100.00% |      3.70% |    100.00% |      4.82% |    100.00% |      6.60% |    100.00% |      9.76% |    100.00% |     31.66% |     25.86%
    mpki                             |       0.02 |      11.73 |       0.00 |      13.67 |       0.01 |      13.44 |       0.02 |      11.91 |       0.02 |      13.76 |       0.03 |      13.40 |       0.05 |      14.97 |       0.12 |       0.14
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15908173 |        646 |   20807855 |        351 |   12469778 |        270 |   15761093 |        342 |   19272356 |        345 |   22430633 |        270 |   25607657 |        297 |   61559572 |   39107717
    num cache misses                 |     139324 |        127 |     507666 |         85 |     527634 |         83 |     560827 |         84 |     574174 |         85 |     580822 |         83 |     595887 |         86 |    1217435 |    1163434
    miss rate                        |      0.88% |     19.66% |      2.44% |     24.22% |      4.23% |     30.74% |      3.56% |     24.56% |      2.98% |     24.64% |      2.59% |     30.74% |      2.33% |     28.96% |      1.98% |      2.97%
    mpki                             |       0.77 |      20.12 |       2.35 |      27.03 |       3.99 |      25.36 |       3.44 |      22.74 |       2.90 |      27.19 |       2.53 |      25.28 |       2.28 |      29.93 |       1.96 |       2.81
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   64216406 |       5550 |   75653937 |       3345 |   46390014 |       4443 |   56742846 |       4453 |   68686028 |       3176 |   79709048 |       4437 |   90674692 |       3352 |  218599063 |  149103415
    num cache misses                 |     271715 |        434 |      73443 |        269 |      86987 |        332 |     289790 |        333 |     256956 |        269 |     593738 |        332 |     508481 |        269 |    1641490 |    1385898
    miss rate                        |      0.42% |      7.82% |      0.10% |      8.04% |      0.19% |      7.47% |      0.51% |      7.48% |      0.37% |      8.47% |      0.74% |      7.48% |      0.56% |      8.03% |      0.75% |      0.93%
    mpki                             |       1.51 |      68.77 |       0.34 |      85.53 |       0.66 |     101.44 |       1.78 |      90.15 |       1.30 |      86.05 |       2.58 |     101.13 |       1.94 |      93.63 |       2.64 |       3.35
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     411490 |        561 |     581152 |        354 |     614682 |        415 |     850680 |        417 |     831221 |        360 |    1174610 |        418 |    1104436 |        358 |    2858984 |    2549403
    num cache misses                 |     232628 |        555 |      32133 |        354 |      49076 |        415 |      67240 |        417 |      79354 |        354 |     113314 |        415 |     112186 |        355 |     438061 |     219526
    miss rate                        |     56.53% |     98.93% |      5.53% |    100.00% |      7.98% |    100.00% |      7.90% |    100.00% |      9.55% |     98.33% |      9.65% |     99.28% |     10.16% |     99.16% |     15.32% |      8.61%
    mpki                             |       1.29 |      87.94 |       0.15 |     112.56 |       0.37 |     126.79 |       0.41 |     112.89 |       0.40 |     113.24 |       0.49 |     126.41 |       0.43 |     123.56 |       0.70 |       0.53
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     233091 |        555 |      32190 |        354 |      49151 |        415 |      67329 |        417 |      79466 |        360 |     113387 |        418 |     112280 |        358 |     438140 |     219626
    num cache misses                 |     127815 |        266 |      25321 |          0 |      27121 |          0 |      26135 |          0 |      78900 |        341 |      31841 |        234 |      31260 |        128 |      37226 |      32067
    miss rate                        |     54.83% |     47.93% |     78.66% |      0.00% |     55.18% |      0.00% |     38.82% |      0.00% |     99.29% |     94.72% |     28.08% |     55.98% |     27.84% |     35.75% |      8.50% |     14.60%
    mpki                             |       0.71 |      42.15 |       0.12 |       0.00 |       0.21 |       0.00 |       0.16 |       0.00 |       0.40 |     109.09 |       0.14 |      71.28 |       0.12 |      44.55 |       0.06 |       0.08
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     174657 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     174535 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      56581 |         73 |        835 |          0 |       1899 |          0 |       2646 |          0 |         55 |          0 |        632 |          0 |        518 |          0 |       1096 |        667
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        658 |          0 |          6 |          0 |         17 |          0 |         87 |          0 |      52552 |        100 |       7419 |         72 |       6784 |         67 |      11893 |       6976
