                                     | Core 0     | Core 1    
  Instructions                       |   24894830 |    5929789
  Cycles                             |   20449600 |   20449600
  IPC                                |       1.22 |       0.29
  Time (ns)                          |    5112400 |    5112400
  Idle time (ns)                     |       1415 |    3412336
  Idle time (%)                      |       0.0% |      66.7%
Branch predictor stats               |            |           
  num correct                        |    3143481 |    1348035
  num incorrect                      |     198699 |      67229
  misprediction rate                 |      5.95% |      4.75%
  mpki                               |       7.98 |      11.34
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3438724 |     230840
    num misses                       |        180 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6213100 |    1843700
    num misses                       |       5137 |       3731
    miss rate                        |      0.08% |      0.20%
    mpki                             |       0.21 |       0.63
  L2 TLB                             |            |           
    num accesses                     |       5317 |       3757
    num misses                       |        694 |        249
    miss rate                        |     13.05% |      6.63%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3438724 |     230840
    num cache misses                 |       3073 |        224
    miss rate                        |      0.09% |      0.10%
    mpki                             |       0.12 |       0.04
  Cache L1-D                         |            |           
    num cache accesses               |    6213100 |    1843700
    num cache misses                 |     100167 |      74867
    miss rate                        |      1.61% |      4.06%
    mpki                             |       4.02 |      12.63
  Cache L2                           |            |           
    num cache accesses               |     105279 |      75092
    num cache misses                 |      73005 |      56337
    miss rate                        |     69.34% |     75.02%
    mpki                             |       2.93 |       9.50
  Cache L3                           |            |           
    num cache accesses               |      75170 |      56421
    num cache misses                 |      22534 |       4112
    miss rate                        |     29.98% |      7.29%
    mpki                             |       0.91 |       0.69
DRAM summary                         |            |           
  num dram accesses                  |      26625 |          0
  average dram access latency (ns)   |      61.87 |        inf
  average dram queueing delay        |       0.61 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11737 |       1853
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
