                                     | Core 0     | Core 1    
  Instructions                       |  840734506 |  838405519
  Cycles                             |  292996100 |  292996100
  IPC                                |       2.87 |       2.86
  Time (ns)                          |  292996100 |  292996100
  Idle time (ns)                     |        364 |     523733
  Idle time (%)                      |       0.0% |       0.2%
Branch predictor stats               |            |           
  num correct                        |   47877120 |   47247783
  num incorrect                      |     307491 |     301168
  misprediction rate                 |      0.64% |      0.63%
  mpki                               |       0.37 |       0.36
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   74865127 |   74752890
    num misses                       |        210 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  279725098 |  279113598
    num misses                       |     178692 |     176423
    miss rate                        |      0.06% |      0.06%
    mpki                             |       0.21 |       0.21
  L2 TLB                             |            |           
    num accesses                     |     178902 |     176448
    num misses                       |      51995 |      50840
    miss rate                        |     29.06% |     28.81%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   74865127 |   74752890
    num cache misses                 |      64428 |      53563
    miss rate                        |      0.09% |      0.07%
    mpki                             |       0.08 |       0.06
  Cache L1-D                         |            |           
    num cache accesses               |  279725098 |  279113598
    num cache misses                 |   31595241 |   31588845
    miss rate                        |     11.30% |     11.32%
    mpki                             |      37.58 |      37.68
  Cache L2                           |            |           
    num cache accesses               |   32057471 |   32037325
    num cache misses                 |    3626584 |    3608675
    miss rate                        |     11.31% |     11.26%
    mpki                             |       4.31 |       4.30
  Cache L3                           |            |           
    num cache accesses               |    5347496 |    5416984
    num cache misses                 |    3002984 |    3076086
    miss rate                        |     56.16% |     56.79%
    mpki                             |       3.57 |       3.67
DRAM summary                         |            |           
  num dram accesses                  |   11439098 |          0
  average dram access latency (ns)   |      61.37 |        inf
  average dram queueing delay        |       0.12 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |    2055663 |    2134087
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
