                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   26364563 |   27221277 |   27715079 |   27625595 |   31632601 |   31867101 |   35376321 |   34895007 |   30289788 |   31084874 |   43375432 |   43973331 |   47643603 |   47632395 |   47625291 |   47607646
  Cycles                             |   17257500 |   17257500 |   17257500 |   17257500 |   23010000 |   23010000 |   23010000 |   23010000 |   17257500 |   17257500 |   17257500 |   17257500 |   23010000 |   23010000 |   23010000 |   23010000
  IPC                                |       1.53 |       1.58 |       1.61 |       1.60 |       1.37 |       1.38 |       1.54 |       1.52 |       1.76 |       1.80 |       2.51 |       2.55 |       2.07 |       2.07 |       2.07 |       2.07
  Time (ns)                          |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500 |    5752500
  Idle time (ns)                     |        437 |     332752 |     334092 |     335203 |     336256 |     337304 |     338356 |     339409 |     340624 |     341788 |     343053 |     344442 |     345795 |     346913 |     348039 |     349186
  Idle time (%)                      |       0.0% |       5.8% |       5.8% |       5.8% |       5.8% |       5.9% |       5.9% |       5.9% |       5.9% |       5.9% |       6.0% |       6.0% |       6.0% |       6.0% |       6.1% |       6.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1051060 |    1974442 |    2138661 |    2108863 |    3444628 |    3522787 |    5082334 |    4921822 |    3386768 |    3652114 |   14098051 |   14297366 |   15844002 |   15840265 |   15837898 |   15832013
  num incorrect                      |      18549 |       8591 |       8675 |       8858 |       9007 |       9006 |       7887 |       7946 |       7572 |       7592 |       2391 |       2391 |       2372 |       2373 |       2372 |       2374
  misprediction rate                 |      1.73% |      0.43% |      0.40% |      0.42% |      0.26% |      0.25% |      0.15% |      0.16% |      0.22% |      0.21% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.70 |       0.32 |       0.31 |       0.32 |       0.28 |       0.28 |       0.22 |       0.23 |       0.25 |       0.24 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
