                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |     386157 |          0 |          0 |          0 |          0 |          0
  Cycles                             |     392900 |     392900 |     392900 |     392900 |     392900 |     392900
  IPC                                |       0.98 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     392900 |     392900 |     392900 |     392900 |     392900 |     392900
  Idle time (ns)                     |        209 |     392900 |     392900 |     392900 |     392900 |     392900
  Idle time (%)                      |       0.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |      56055 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |       3551 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      5.96% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       9.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      45258 |          0 |          0 |          0 |          0 |          0
    num misses                       |         94 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.21% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |     158270 |          0 |          0 |          0 |          0 |          0
    num misses                       |        755 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.48% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.96 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        849 |          0 |          0 |          0 |          0 |          0
    num misses                       |        301 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     35.45% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.78 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      45258 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       1294 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.86% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.35 |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |     158270 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       9946 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      6.28% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      25.76 |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      13115 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       9733 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     74.21% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      25.20 |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      11615 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       9282 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     79.91% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      24.04 |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       4667 |          0 |          0 |          0 |       4615 |          0
  average dram access latency (ns)   |      61.31 |        inf |        inf |        inf |      61.31 |        inf
  average dram queueing delay        |       0.06 |       0.00 |       0.00 |       0.00 |       0.05 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6151 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
