                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20939046 |    3579672 |    3204495 |    3497072 |    3370499 |    3233534 |    3363188 |    3452267 |    3505648 |    3248477 |    3534694 |    3291678 |    3273537 |    2870628 |    2892543 |    3365971
  Cycles                             |   56582000 |   56582000 |   56582000 |   56582000 |   14145500 |   14145500 |   14145500 |   14145500 |   56582000 |   56582000 |   56582000 |   56582000 |   14145500 |   14145500 |   14145500 |   14145500
  IPC                                |       0.37 |       0.06 |       0.06 |       0.06 |       0.24 |       0.23 |       0.24 |       0.24 |       0.06 |       0.06 |       0.06 |       0.06 |       0.23 |       0.20 |       0.20 |       0.24
  Time (ns)                          |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500 |   14145500
  Idle time (ns)                     |       1208 |   12526676 |   12528071 |   12528510 |   12498229 |   12498661 |   12498881 |   12499223 |   12529158 |   12529731 |   12530121 |   12530475 |   12500811 |   12500771 |   12501278 |   12501336
  Idle time (%)                      |       0.0% |      88.6% |      88.6% |      88.6% |      88.4% |      88.4% |      88.4% |      88.4% |      88.6% |      88.6% |      88.6% |      88.6% |      88.4% |      88.4% |      88.4% |      88.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2274488 |    1136347 |     978700 |    1101406 |    1057079 |     999723 |    1053678 |    1092089 |    1106568 |     998760 |    1117036 |    1019439 |    1014144 |     845631 |     856396 |    1052851
  num incorrect                      |     155986 |       4418 |       9703 |       5522 |       6100 |       8189 |       6160 |       4835 |       5439 |       9286 |       5298 |       8236 |       8101 |      13911 |      13387 |       6674
  misprediction rate                 |      6.42% |      0.39% |      0.98% |      0.50% |      0.57% |      0.81% |      0.58% |      0.44% |      0.49% |      0.92% |      0.47% |      0.80% |      0.79% |      1.62% |      1.54% |      0.63%
  mpki                               |       7.45 |       1.23 |       3.03 |       1.58 |       1.81 |       2.53 |       1.83 |       1.40 |       1.55 |       2.86 |       1.50 |       2.50 |       2.47 |       4.85 |       4.63 |       1.98
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3289360 |      43815 |      76164 |      51173 |      52838 |      64800 |      54374 |      45224 |      49217 |      70829 |      47336 |      64911 |      64755 |      95997 |      95000 |      56014
    num misses                       |        170 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.06% |      0.03% |      0.05% |      0.05% |      0.04% |      0.05% |      0.06% |      0.05% |      0.04% |      0.05% |      0.04% |      0.04% |      0.03% |      0.03% |      0.05%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4894305 |     685630 |     648355 |     677786 |     659204 |     646026 |     659015 |     665249 |     678073 |     653502 |     681378 |     654974 |     651653 |     610509 |     613372 |     659814
    num misses                       |       2014 |        664 |        681 |        619 |        663 |        671 |        624 |        622 |        659 |        688 |        677 |        627 |        626 |        661 |        670 |        617
