                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5532851 |    5896281 |    5794724 |    5710969 |    5991322 |    5954854 |    5956807 |    5857033
  Cycles                             |    3965600 |    3965600 |    3965600 |    3965600 |    3965600 |    3965600 |    3965600 |    3965600
  IPC                                |       1.40 |       1.49 |       1.46 |       1.44 |       1.51 |       1.50 |       1.50 |       1.48
  Time (ns)                          |     991400 |     991400 |     991400 |     991400 |     991400 |     991400 |     991400 |     991400
  Idle time (ns)                     |        434 |     232401 |     232763 |     232940 |     233024 |     233098 |     233211 |     233314
  Idle time (%)                      |       0.0% |      23.4% |      23.5% |      23.5% |      23.5% |      23.5% |      23.5% |      23.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     439755 |     789482 |     764903 |     737961 |     840232 |     831287 |     832033 |     799554
  num incorrect                      |       8456 |       2202 |       2189 |       2208 |       2050 |       2011 |       2049 |       2016
  misprediction rate                 |      1.89% |      0.28% |      0.29% |      0.30% |      0.24% |      0.24% |      0.25% |      0.25%
  mpki                               |       1.53 |       0.37 |       0.38 |       0.39 |       0.34 |       0.34 |       0.34 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     618172 |     472157 |     466098 |     465955 |     463100 |     462047 |     461904 |     461432
    num misses                       |        248 |         28 |         28 |         28 |         28 |         28 |         28 |         29
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2832784 |    2528268 |    2500581 |    2486702 |    2521177 |    2511769 |    2512743 |    2494261
    num misses                       |       1647 |        390 |        365 |        468 |        408 |        406 |        344 |        236
    miss rate                        |      0.06% |      0.02% |      0.01% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.30 |       0.07 |       0.06 |       0.08 |       0.07 |       0.07 |       0.06 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1895 |        418 |        393 |        496 |        436 |        434 |        372 |        265
    num misses                       |        543 |        153 |        150 |        156 |        155 |        147 |        145 |        134
    miss rate                        |     28.65% |     36.60% |     38.17% |     31.45% |     35.55% |     33.87% |     38.98% |     50.57%
    mpki                             |       0.10 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     618172 |     472157 |     466098 |     465955 |     463100 |     462047 |     461904 |     461432
    num cache misses                 |       6610 |        440 |        428 |        429 |        430 |        427 |        427 |        419
    miss rate                        |      1.07% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       1.19 |       0.07 |       0.07 |       0.08 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2832784 |    2528268 |    2500581 |    2486702 |    2521177 |    2511769 |    2512743 |    2494261
    num cache misses                 |     100289 |      76250 |      74655 |      74736 |      74369 |      74279 |      73928 |      73391
    miss rate                        |      3.54% |      3.02% |      2.99% |      3.01% |      2.95% |      2.96% |      2.94% |      2.94%
    mpki                             |      18.13 |      12.93 |      12.88 |      13.09 |      12.41 |      12.47 |      12.41 |      12.53
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     113266 |      80332 |      77846 |      77998 |      78587 |      77551 |      77208 |      75132
    num cache misses                 |      22098 |      12858 |      14032 |      14927 |      13870 |      13718 |      13359 |      13294
    miss rate                        |     19.51% |     16.01% |     18.03% |     19.14% |     17.65% |     17.69% |     17.30% |     17.69%
    mpki                             |       3.99 |       2.18 |       2.42 |       2.61 |       2.32 |       2.30 |       2.24 |       2.27
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      34639 |      20649 |      20394 |      21368 |      21310 |      20148 |      19843 |      18533
    num cache misses                 |      16074 |       3752 |       3211 |       6637 |       9659 |       4555 |       4411 |       6020
    miss rate                        |     46.40% |     18.17% |     15.74% |     31.06% |     45.33% |     22.61% |     22.23% |     32.48%
    mpki                             |       2.91 |       0.64 |       0.55 |       1.16 |       1.61 |       0.76 |       0.74 |       1.03
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13903 |          0 |          0 |          0 |      13876 |          0 |          0 |          0
  average dram access latency (ns)   |     457.44 |        inf |        inf |        inf |     460.23 |        inf |        inf |        inf
  average dram queueing delay        |     396.18 |       0.00 |       0.00 |       0.00 |     398.98 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6735 |        124 |        103 |         92 |         58 |         88 |         90 |         52
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1623 |        883 |        839 |       3907 |       6620 |       2041 |       1946 |       3465
