                                     | Core 0     | Core 1     
  Instructions                       |  596857399 |  1818494535
  Cycles                             |  775147960 |   775147960
  IPC                                |       0.77 |        2.35
  Time (ns)                          |  267292400 |   267292400
  Idle time (ns)                     |  188123143 |    19537962
  Idle time (%)                      |      70.4% |        7.3%
Branch predictor stats               |            |            
  num correct                        |   19438957 |    68910417
  num incorrect                      |     894362 |     3085294
  misprediction rate                 |      4.40% |       4.29%
  mpki                               |       1.50 |        1.70
TLB Summary                          |            |            
  I-TLB                              |            |            
    num accesses                     |   55007709 |   177374944
    num misses                       |        514 |        1123
    miss rate                        |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00
  D-TLB                              |            |            
    num accesses                     |  213980369 |   635380751
    num misses                       |     225346 |      710127
    miss rate                        |      0.11% |       0.11%
    mpki                             |       0.38 |        0.39
  L2 TLB                             |            |            
    num accesses                     |     225860 |      711250
    num misses                       |      54395 |      102141
    miss rate                        |     24.08% |      14.36%
    mpki                             |       0.09 |        0.06
Cache Summary                        |            |            
  Cache L1-I                         |            |            
    num cache accesses               |   55007709 |   177374944
    num cache misses                 |    1303808 |     4560210
    miss rate                        |      2.37% |       2.57%
    mpki                             |       2.18 |        2.51
  Cache L1-D                         |            |            
    num cache accesses               |  213980369 |   635380751
    num cache misses                 |    1654263 |     3014636
    miss rate                        |      0.77% |       0.47%
    mpki                             |       2.77 |        1.66
  Cache L2                           |            |            
    num cache accesses               |    2958398 |     7575030
    num cache misses                 |     421080 |      718755
    miss rate                        |     14.23% |       9.49%
    mpki                             |       0.71 |        0.40
  Cache L3                           |            |            
    num cache accesses               |     421433 |      719049
    num cache misses                 |     128853 |      147673
    miss rate                        |     30.57% |      20.54%
    mpki                             |       0.22 |        0.08
DRAM summary                         |            |            
  num dram accesses                  |     344595 |           0
  average dram access latency (ns)   |      61.84 |         inf
  average dram queueing delay        |       0.58 |        0.00
  average dram bandwidth utilization |      0.00% |       0.00%
Coherency Traffic                    |            |            
  num loads from dram                |      48057 |       14439
  num loads from dram cache          |          0 |           0
  num loads from remote cache        |          0 |           0
