                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60394598 |   60397584 |   60406919 |   60282436 |   46378582 |   47089116 |   47115399 |   47084942 |   60390463 |   60380802 |   59855502 |   60364978 |   47101727 |   47115675 |   47093794 |   47070605
  Cycles                             |   25864520 |   25864520 |   25864520 |   25864520 |   19621360 |   19621360 |   19621360 |   19621360 |   25864520 |   25864520 |   25864520 |   25864520 |   19621360 |   19621360 |   19621360 |   19621360
  IPC                                |       2.34 |       2.34 |       2.34 |       2.33 |       2.36 |       2.40 |       2.40 |       2.40 |       2.33 |       2.33 |       2.31 |       2.33 |       2.40 |       2.40 |       2.40 |       2.40
  Time (ns)                          |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800 |    8918800
  Idle time (ns)                     |     466501 |     467230 |     468009 |     468753 |        332 |     459691 |     461932 |     462701 |     469520 |     470264 |     471030 |     471778 |     463459 |     464208 |     464981 |     465726
  Idle time (%)                      |       5.2% |       5.2% |       5.2% |       5.3% |       0.0% |       5.2% |       5.2% |       5.2% |       5.3% |       5.3% |       5.3% |       5.3% |       5.2% |       5.2% |       5.2% |       5.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6502374 |    6503237 |    6505893 |    6470465 |    2335300 |    2700789 |    2708454 |    2699745 |    6501348 |    6498575 |    6348492 |    6494044 |    2704540 |    2708542 |    2702285 |    2695644
  num incorrect                      |      61472 |      61487 |      61496 |      61463 |      78716 |      61476 |      61437 |      61442 |      61451 |      61461 |      61458 |      61468 |      61430 |      61433 |      61439 |      61445
  misprediction rate                 |      0.94% |      0.94% |      0.94% |      0.94% |      3.26% |      2.23% |      2.22% |      2.23% |      0.94% |      0.94% |      0.96% |      0.94% |      2.22% |      2.22% |      2.22% |      2.23%
  mpki                               |       1.02 |       1.02 |       1.02 |       1.02 |       1.70 |       1.31 |       1.30 |       1.30 |       1.02 |       1.02 |       1.03 |       1.02 |       1.30 |       1.30 |       1.30 |       1.31
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4033033 |    4033021 |    4033025 |    4032935 |    4173862 |    4033029 |    4032932 |    4032930 |    4032927 |    4032931 |    4032931 |    4032935 |    4032939 |    4032927 |    4032927 |    4032931
    num misses                       |         28 |         28 |         28 |         28 |        342 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16232916 |   16233306 |   16234652 |   16216574 |   14576509 |   14332116 |   14335549 |   14331197 |   16231983 |   16230615 |   16155572 |   16228366 |   14333634 |   14335571 |   14332446 |   14329154
    num misses                       |      13913 |      14058 |      13880 |      13937 |      16665 |      13789 |      14246 |      13802 |      14445 |      14184 |      14202 |      13931 |      14217 |      13818 |      14145 |      13828
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.11% |      0.10% |      0.10% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09% |      0.10% |      0.10% |      0.10% |      0.10%
    mpki                             |       0.23 |       0.23 |       0.23 |       0.23 |       0.36 |       0.29 |       0.30 |       0.29 |       0.24 |       0.23 |       0.24 |       0.23 |       0.30 |       0.29 |       0.30 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      13941 |      14086 |      13908 |      13965 |      17007 |      13817 |      14274 |      13830 |      14473 |      14212 |      14230 |      13959 |      14245 |      13846 |      14173 |      13856
    num misses                       |       2591 |       2569 |       2460 |       2587 |       3758 |       2495 |       2502 |       2550 |       2575 |       2585 |       2527 |       2555 |       2539 |       2490 |       2492 |       2548
    miss rate                        |     18.59% |     18.24% |     17.69% |     18.52% |     22.10% |     18.06% |     17.53% |     18.44% |     17.79% |     18.19% |     17.76% |     18.30% |     17.82% |     17.98% |     17.58% |     18.39%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.08 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4033033 |    4033021 |    4033025 |    4032935 |    4173862 |    4033029 |    4032932 |    4032930 |    4032927 |    4032931 |    4032931 |    4032935 |    4032939 |    4032927 |    4032927 |    4032931
    num cache misses                 |        370 |        343 |        284 |        340 |      10345 |       1300 |       1347 |       1345 |        299 |        389 |        625 |        246 |       1475 |       1331 |       1481 |       1295
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.25% |      0.03% |      0.03% |      0.03% |      0.01% |      0.01% |      0.02% |      0.01% |      0.04% |      0.03% |      0.04% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.01 |       0.22 |       0.03 |       0.03 |       0.03 |       0.00 |       0.01 |       0.01 |       0.00 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   16232916 |   16233306 |   16234652 |   16216574 |   14576509 |   14332116 |   14335549 |   14331197 |   16231983 |   16230615 |   16155572 |   16228366 |   14333634 |   14335571 |   14332446 |   14329154
    num cache misses                 |    1395500 |    1397000 |    1395578 |    1396724 |    1655282 |    1641469 |    1641357 |    1641353 |    1396489 |    1395364 |    1397196 |    1397079 |    1641302 |    1641266 |    1641264 |    1641192
    miss rate                        |      8.60% |      8.61% |      8.60% |      8.61% |     11.36% |     11.45% |     11.45% |     11.45% |      8.60% |      8.60% |      8.65% |      8.61% |     11.45% |     11.45% |     11.45% |     11.45%
    mpki                             |      23.11 |      23.13 |      23.10 |      23.17 |      35.69 |      34.86 |      34.84 |      34.86 |      23.12 |      23.11 |      23.34 |      23.14 |      34.85 |      34.83 |      34.85 |      34.87
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1397975 |    1399449 |    1397966 |    1399169 |    1669050 |    1644883 |    1644810 |    1644805 |    1398934 |    1397899 |    1399970 |    1399469 |    1644933 |    1644749 |    1644890 |    1644639
    num cache misses                 |      62191 |      62039 |      61998 |      62167 |     163074 |     140488 |     140321 |     140432 |      61896 |      63199 |      65379 |      64339 |     141328 |     141109 |     140580 |     141358
