                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |     332903 |          0 |          0 |          0
  Cycles                             |     701600 |     701600 |     701600 |     701600
  IPC                                |       0.47 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     175400 |     175400 |     175400 |     175400
  Idle time (ns)                     |        290 |     175400 |     175400 |     175400
  Idle time (%)                      |       0.2% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |      50493 |          0 |          0 |          0
  num incorrect                      |       3426 |          0 |          0 |          0
  misprediction rate                 |      6.35% |      0.00% |      0.00% |      0.00%
  mpki                               |      10.29 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |      39822 |          0 |          0 |          0
    num misses                       |         94 |          0 |          0 |          0
    miss rate                        |      0.24% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.28 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     142629 |          0 |          0 |          0
    num misses                       |        323 |          0 |          0 |          0
    miss rate                        |      0.23% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.97 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        417 |          0 |          0 |          0
    num misses                       |        280 |          0 |          0 |          0
    miss rate                        |     67.15% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.84 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |      39822 |          0 |          0 |          0
    num cache misses                 |       1166 |          0 |          0 |          0
    miss rate                        |      2.93% |       inf% |       inf% |       inf%
    mpki                             |       3.50 |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     142629 |          0 |          0 |          0
    num cache misses                 |       9091 |          0 |          0 |          0
    miss rate                        |      6.37% |       inf% |       inf% |       inf%
    mpki                             |      27.31 |        inf |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      12007 |          0 |          0 |          0
    num cache misses                 |       8543 |          0 |          0 |          0
    miss rate                        |     71.15% |       inf% |       inf% |       inf%
    mpki                             |      25.66 |        inf |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10298 |          0 |          0 |          0
    num cache misses                 |       8511 |          0 |          0 |          0
    miss rate                        |     82.65% |       inf% |       inf% |       inf%
    mpki                             |      25.57 |        inf |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       8511 |          0 |          0 |          0
  average dram access latency (ns)   |      62.55 |        inf |        inf |        inf
  average dram queueing delay        |       1.30 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6025 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
