                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2629476439 |  2654323910 |  2718046100 |  2610110190 |  2540252698 |  2493556391 |  2450331675 |  2335180910 |  2469927524 |  2499494757 |  2333605869 |  2440451277 |  1784757967 |  2212307887 |  2188231035 |  2367978803
  Cycles                             |  1634522650 |  1634522650 |  1634522650 |  1634522650 |  1239982700 |  1239982700 |  1239982700 |  1239982700 |  1634522650 |  1634522650 |  1634522650 |  1634522650 |  1239982700 |  1239982700 |  1239982700 |  1239982700
  IPC                                |        1.61 |        1.62 |        1.66 |        1.60 |        2.05 |        2.01 |        1.98 |        1.88 |        1.51 |        1.53 |        1.43 |        1.49 |        1.44 |        1.78 |        1.76 |        1.91
  Time (ns)                          |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500 |   563628500
  Idle time (ns)                     |      307832 |      307630 |      307157 |      308034 |         236 |      306688 |      307427 |      308473 |      308914 |      308676 |      309724 |      309122 |      309907 |      309319 |      309521 |      308268
  Idle time (%)                      |        0.1% |        0.1% |        0.1% |        0.1% |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   231307817 |   240352611 |   263245178 |   223227773 |   207599565 |   194909081 |   178565532 |   134434918 |   173235308 |   183621130 |   123311497 |   162578321 |   233583934 |    90297303 |    81181253 |   146434860
  num incorrect                      |        8487 |        7786 |        7674 |        8512 |       15101 |        7312 |        7865 |       10315 |        7982 |        7589 |        7560 |        8388 |       24479 |        9278 |        9664 |       10170
  misprediction rate                 |       0.00% |       0.00% |       0.00% |       0.00% |       0.01% |       0.00% |       0.00% |       0.01% |       0.00% |       0.00% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
  mpki                               |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   185455065 |   185455065 |   185455258 |   185455065 |   187107403 |   185455256 |   185455256 |   185455065 |   185455065 |   185455068 |   185454480 |   185455067 |    94599695 |   185454918 |   185454708 |   185454918
    num misses                       |          39 |          39 |          39 |          39 |         227 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   945444300 |   948823515 |   957792278 |   943841186 |   925100034 |   913893225 |   908623019 |   895171805 |   923742531 |   928140519 |   905506519 |   919661222 |   590217293 |   877876818 |   874953802 |   899572049
    num misses                       |     2797730 |     2796982 |     2902883 |     2894191 |     2966057 |     3087878 |     2878255 |     2843837 |     2878237 |     2892202 |     2851791 |     2973434 |     1514201 |     2782765 |     2956866 |     2935273
    miss rate                        |       0.30% |       0.29% |       0.30% |       0.31% |       0.32% |       0.34% |       0.32% |       0.32% |       0.31% |       0.31% |       0.31% |       0.32% |       0.26% |       0.32% |       0.34% |       0.33%
    mpki                             |        1.06 |        1.05 |        1.07 |        1.11 |        1.17 |        1.24 |        1.17 |        1.22 |        1.17 |        1.16 |        1.22 |        1.22 |        0.85 |        1.26 |        1.35 |        1.24
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     2797769 |     2797021 |     2902922 |     2894230 |     2966284 |     3087917 |     2878294 |     2843876 |     2878276 |     2892241 |     2851830 |     2973473 |     1514240 |     2782804 |     2956905 |     2935312
    num misses                       |      448970 |      546896 |      354249 |      436081 |      517067 |      454579 |      464203 |      486915 |      375438 |      481671 |      422500 |      473706 |      263407 |      489520 |      524074 |      446557
    miss rate                        |      16.05% |      19.55% |      12.20% |      15.07% |      17.43% |      14.72% |      16.13% |      17.12% |      13.04% |      16.65% |      14.82% |      15.93% |      17.40% |      17.59% |      17.72% |      15.21%
    mpki                             |        0.17 |        0.21 |        0.13 |        0.17 |        0.20 |        0.18 |        0.19 |        0.21 |        0.15 |        0.19 |        0.18 |        0.19 |        0.15 |        0.22 |        0.24 |        0.19
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   185455065 |   185455065 |   185455258 |   185455065 |   187107403 |   185455256 |   185455256 |   185455065 |   185455065 |   185455068 |   185454480 |   185455067 |    94599695 |   185454918 |   185454708 |   185454918
    num cache misses                 |      205239 |      203143 |      203744 |      204910 |      346511 |      308852 |      264625 |      257434 |      203430 |      205834 |      203593 |      204643 |      224671 |      257503 |      249575 |      243897
    miss rate                        |       0.11% |       0.11% |       0.11% |       0.11% |       0.19% |       0.17% |       0.14% |       0.14% |       0.11% |       0.11% |       0.11% |       0.11% |       0.24% |       0.14% |       0.13% |       0.13%
    mpki                             |        0.08 |        0.08 |        0.07 |        0.08 |        0.14 |        0.12 |        0.11 |        0.11 |        0.08 |        0.08 |        0.09 |        0.08 |        0.13 |        0.12 |        0.11 |        0.10
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   945444300 |   948823515 |   957792278 |   943841186 |   925100034 |   913893225 |   908623019 |   895171805 |   923742531 |   928140519 |   905506519 |   919661222 |   590217293 |   877876818 |   874953802 |   899572049
    num cache misses                 |    32129713 |    32429071 |    32124217 |    32106413 |    41146566 |    40355226 |    40100699 |    40290170 |    32050996 |    32610547 |    31850348 |    32302384 |    10895460 |    40332060 |    40320762 |    40176419
    miss rate                        |       3.40% |       3.42% |       3.35% |       3.40% |       4.45% |       4.42% |       4.41% |       4.50% |       3.47% |       3.51% |       3.52% |       3.51% |       1.85% |       4.59% |       4.61% |       4.47%
    mpki                             |       12.22 |       12.22 |       11.82 |       12.30 |       16.20 |       16.18 |       16.37 |       17.25 |       12.98 |       13.05 |       13.65 |       13.24 |        6.10 |       18.23 |       18.43 |       16.97
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    33828264 |    34146077 |    33851739 |    33809185 |    42975796 |    42146420 |    41824115 |    42037041 |    33775069 |    34343535 |    33590509 |    34023757 |    11907972 |    42066716 |    42050501 |    41955217
