                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21651610 |    3894045 |    3958501 |    4187166 |    3947084 |    4016660 |    3426664 |    3550607
  Cycles                             |   16533600 |   16533600 |   16533600 |   16533600 |   16533600 |   16533600 |   16533600 |   16533600
  IPC                                |       1.31 |       0.24 |       0.24 |       0.25 |       0.24 |       0.24 |       0.21 |       0.21
  Time (ns)                          |    4133400 |    4133400 |    4133400 |    4133400 |    4133400 |    4133400 |    4133400 |    4133400
  Idle time (ns)                     |       1321 |    3411744 |    3411904 |    3412229 |    3412214 |    3412266 |    3412351 |    3412437
  Idle time (%)                      |       0.0% |      82.5% |      82.5% |      82.6% |      82.6% |      82.6% |      82.6% |      82.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2463593 |    1147270 |    1177608 |    1271770 |    1170599 |    1203454 |     955595 |    1008802
  num incorrect                      |     159862 |      14626 |      14014 |      10873 |      14176 |      13152 |      21198 |      19548
  misprediction rate                 |      6.09% |      1.26% |      1.18% |      0.85% |      1.20% |      1.08% |      2.17% |      1.90%
  mpki                               |       7.38 |       3.76 |       3.54 |       2.60 |       3.59 |       3.27 |       6.19 |       5.51
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3329754 |     126629 |     116948 |      98979 |     123429 |     109514 |     162281 |     150922
    num misses                       |        175 |         26 |         28 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5090348 |     855023 |     861262 |     885214 |     861099 |     865160 |     806759 |     820395
    num misses                       |       2487 |        994 |       1040 |        969 |       1107 |       1049 |       1048 |       1007
    miss rate                        |      0.05% |      0.12% |      0.12% |      0.11% |      0.13% |      0.12% |      0.13% |      0.12%
    mpki                             |       0.11 |       0.26 |       0.26 |       0.23 |       0.28 |       0.26 |       0.31 |       0.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2662 |       1020 |       1068 |        995 |       1133 |       1075 |       1074 |       1033
    num misses                       |        682 |        199 |        185 |        194 |        194 |        190 |        183 |        187
    miss rate                        |     25.62% |     19.51% |     17.32% |     19.50% |     17.12% |     17.67% |     17.04% |     18.10%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3329754 |     126629 |     116948 |      98979 |     123429 |     109514 |     162281 |     150922
    num cache misses                 |       2839 |        174 |        181 |        173 |        173 |        172 |        173 |        171
    miss rate                        |      0.09% |      0.14% |      0.15% |      0.17% |      0.14% |      0.16% |      0.11% |      0.11%
    mpki                             |       0.13 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5090348 |     855023 |     861262 |     885214 |     861099 |     865160 |     806759 |     820395
    num cache misses                 |      52890 |      26198 |      26133 |      25951 |      26149 |      26089 |      26350 |      26433
    miss rate                        |      1.04% |      3.06% |      3.03% |      2.93% |      3.04% |      3.02% |      3.27% |      3.22%
    mpki                             |       2.44 |       6.73 |       6.60 |       6.20 |       6.62 |       6.50 |       7.69 |       7.44
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58029 |      26610 |      26543 |      26341 |      27103 |      27011 |      27413 |      27452
    num cache misses                 |      42637 |      23886 |      23862 |      23727 |      23874 |      23875 |      24068 |      24108
    miss rate                        |     73.48% |     89.76% |     89.90% |     90.08% |     88.09% |     88.39% |     87.80% |     87.82%
    mpki                             |       1.97 |       6.13 |       6.03 |       5.67 |       6.05 |       5.94 |       7.02 |       6.79
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45303 |      24147 |      24107 |      23965 |      24671 |      24628 |      24959 |      24959
    num cache misses                 |      32661 |      13461 |      13324 |      13369 |      14428 |      14139 |      14390 |      14395
    miss rate                        |     72.09% |     55.75% |     55.27% |     55.79% |     58.48% |     57.41% |     57.65% |     57.67%
    mpki                             |       1.51 |       3.46 |       3.37 |       3.19 |       3.66 |       3.52 |       4.20 |       4.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13732 |          0 |          0 |          0 |      13663 |          0 |          0 |          0
  average dram access latency (ns)   |      61.53 |        inf |        inf |        inf |      61.52 |        inf |        inf |        inf
  average dram queueing delay        |       0.28 |       0.00 |       0.00 |       0.00 |       0.27 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10430 |        252 |        254 |        276 |        210 |        213 |        215 |        178
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3893 |       3801 |       3792 |       3802 |       4694 |       4531 |       4685 |       4633
