                                     | Core 0     | Core 1    
  Instructions                       |   18678129 |   18204903
  Cycles                             |   20527070 |   20527070
  IPC                                |       0.91 |       0.89
  Time (ns)                          |    7078300 |    7078300
  Idle time (ns)                     |        342 |     270563
  Idle time (%)                      |       0.0% |       3.8%
Branch predictor stats               |            |           
  num correct                        |    1484559 |    1430704
  num incorrect                      |      18801 |       8837
  misprediction rate                 |      1.25% |      0.61%
  mpki                               |       1.01 |       0.49
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1223030 |    1142349
    num misses                       |        135 |         23
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6948432 |    6683866
    num misses                       |      28749 |      23992
    miss rate                        |      0.41% |      0.36%
    mpki                             |       1.54 |       1.32
  L2 TLB                             |            |           
    num accesses                     |      28884 |      24015
    num misses                       |        605 |        301
    miss rate                        |      2.09% |      1.25%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1223030 |    1142349
    num cache misses                 |       1860 |        142
    miss rate                        |      0.15% |      0.01%
    mpki                             |       0.10 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6948432 |    6683866
    num cache misses                 |     157935 |     144762
    miss rate                        |      2.27% |      2.17%
    mpki                             |       8.46 |       7.95
  Cache L2                           |            |           
    num cache accesses               |     185953 |     169978
    num cache misses                 |      64758 |      53932
    miss rate                        |     34.82% |     31.73%
    mpki                             |       3.47 |       2.96
  Cache L3                           |            |           
    num cache accesses               |     101658 |      90524
    num cache misses                 |      13661 |       4310
    miss rate                        |     13.44% |      4.76%
    mpki                             |       0.73 |       0.24
DRAM summary                         |            |           
  num dram accesses                  |      17967 |          0
  average dram access latency (ns)   |     317.69 |        inf
  average dram queueing delay        |     256.44 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6606 |        107
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
