                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  237852551 |  242998515 |  244308675 |  244174698 |  246221820 |  244433481 |  243948104 |  244245395
  Cycles                             |  256529000 |  256529000 |  256529000 |  256529000 |  256529000 |  256529000 |  256529000 |  256529000
  IPC                                |       0.93 |       0.95 |       0.95 |       0.95 |       0.96 |       0.95 |       0.95 |       0.95
  Time (ns)                          |  256529000 |  256529000 |  256529000 |  256529000 |  256529000 |  256529000 |  256529000 |  256529000
  Idle time (ns)                     |        294 |     517728 |     518536 |     519066 |     519465 |     519882 |     520298 |     520712
  Idle time (%)                      |       0.0% |       0.2% |       0.2% |       0.2% |       0.2% |       0.2% |       0.2% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   12544103 |   15048000 |   15531029 |   15488245 |   16179357 |   15587022 |   15426094 |   15525049
  num incorrect                      |      12521 |       5860 |       5920 |       5916 |       5795 |       5737 |       5768 |       5799
  misprediction rate                 |      0.10% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
  mpki                               |       0.05 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   25847938 |   25463963 |   25438071 |   25437606 |   25434746 |   25432909 |   25432670 |   25432666
    num misses                       |        221 |         28 |         28 |         28 |         28 |         27 |         28 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  131153816 |  131008545 |  131165544 |  131140554 |  131469861 |  131167842 |  131085418 |  131135160
    num misses                       |      75540 |      72966 |      72617 |      72646 |      72710 |      72747 |      72724 |      74884
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.32 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.31
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      75761 |      72994 |      72645 |      72674 |      72738 |      72774 |      72752 |      74913
    num misses                       |      49759 |      48108 |      48165 |      48006 |      48199 |      47880 |      47917 |      47811
    miss rate                        |     65.68% |     65.91% |     66.30% |     66.06% |     66.26% |     65.79% |     65.86% |     63.82%
    mpki                             |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   25847938 |   25463963 |   25438071 |   25437606 |   25434746 |   25432909 |   25432670 |   25432666
    num cache misses                 |      41479 |      27151 |      27249 |      27262 |      28170 |      27351 |      27420 |      27151
    miss rate                        |      0.16% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11%
    mpki                             |       0.17 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  131153816 |  131008545 |  131165544 |  131140554 |  131469861 |  131167842 |  131085418 |  131135160
    num cache misses                 |    5365185 |    5341602 |    5324856 |    5325137 |    5325413 |    5323284 |    5323733 |    5323833
    miss rate                        |      4.09% |      4.08% |      4.06% |      4.06% |      4.05% |      4.06% |      4.06% |      4.06%
    mpki                             |      22.56 |      21.98 |      21.80 |      21.81 |      21.63 |      21.78 |      21.82 |      21.80
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5818373 |    5756297 |    5738388 |    5741520 |    5743840 |    5736696 |    5737321 |    5737452
    num cache misses                 |    4048473 |    3989795 |    3972441 |    3972769 |    3973079 |    3972058 |    3971951 |    3969326
    miss rate                        |     69.58% |     69.31% |     69.23% |     69.19% |     69.17% |     69.24% |     69.23% |     69.18%
    mpki                             |      17.02 |      16.42 |      16.26 |      16.27 |      16.14 |      16.25 |      16.28 |      16.25
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4462933 |    4377806 |    4358956 |    4362406 |    4363684 |    4358559 |    4358396 |    4356316
    num cache misses                 |    2617497 |    2535992 |    2509318 |    2517207 |    2588459 |    2505227 |    2507419 |    2511636
    miss rate                        |     58.65% |     57.93% |     57.57% |     57.70% |     59.32% |     57.48% |     57.53% |     57.66%
    mpki                             |      11.00 |      10.44 |      10.27 |      10.31 |      10.51 |      10.25 |      10.28 |      10.28
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   14557192 |          0 |          0 |          0 |   14559116 |          0 |          0 |          0
  average dram access latency (ns)   |    2421.21 |        inf |        inf |        inf |    2413.27 |        inf |        inf |        inf
  average dram queueing delay        |    2359.96 |       0.00 |       0.00 |       0.00 |    2352.01 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      7.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |    1826585 |    1801545 |    1796328 |    1795578 |    1801453 |    1800763 |    1803205 |    1800850
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      38891 |       7285 |       6838 |      15363 |      68591 |       3503 |       3337 |       8448
