                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  179935543 |  261526183 |  215970820 |       6322 |  132282340 |  621825029 |  163124805 |  414182092 |  197862121 |       3094 |  229788080 |       3283
  Cycles                             |  346634640 |  456927480 |  346634640 |  456927480 |  346634640 |  456927480 |  456927480 |  346634640 |  456927480 |  456927480 |  456927480 |  346634640
  IPC                                |       0.52 |       0.57 |       0.62 |       0.00 |       0.38 |       1.36 |       0.36 |       1.19 |       0.43 |       0.00 |       0.50 |       0.00
  Time (ns)                          |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200 |  157561200
  Idle time (ns)                     |  127354315 |  114059657 |  107474862 |  157558217 |  127731318 |   50761996 |  127047831 |   67935762 |  122558112 |  157559524 |  118416908 |  157559155
  Idle time (%)                      |      80.8% |      72.4% |      68.2% |     100.0% |      81.1% |      32.2% |      80.6% |      43.1% |      77.8% |     100.0% |      75.2% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4789174 |   10280113 |    6938449 |        633 |    4945318 |   24006722 |    6357821 |   14377588 |    7772073 |        297 |    9012330 |        269
  num incorrect                      |      26688 |     302638 |     632733 |         84 |     275396 |    1005496 |     289780 |     870103 |     291320 |         49 |     294002 |         42
  misprediction rate                 |      0.55% |      2.86% |      8.36% |     11.72% |      5.28% |      4.02% |      4.36% |      5.71% |      3.61% |     14.16% |      3.16% |     13.50%
  mpki                               |       0.15 |       1.16 |       2.93 |      13.29 |       2.08 |       1.62 |       1.78 |       2.10 |       1.47 |      15.84 |       1.28 |      12.79
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15898519 |   25608284 |   20807855 |        648 |   12469796 |   61559840 |   15761170 |   39108029 |   19272310 |        345 |   22430732 |        270
    num misses                       |        214 |        260 |         82 |         21 |        252 |        305 |        253 |        307 |        243 |         21 |        245 |         21
    miss rate                        |      0.00% |      0.00% |      0.00% |      3.24% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      6.09% |      0.00% |      7.78%
    mpki                             |       0.00 |       0.00 |       0.00 |       3.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       6.79 |       0.00 |       6.40
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   64171649 |   90680174 |   75653937 |       6697 |   46390056 |  218603500 |   56743038 |  149107781 |   68685912 |       3176 |   79709343 |       4437
    num misses                       |      12936 |     141358 |      13535 |         28 |      40525 |     243514 |      69869 |     226675 |      99646 |         22 |     119061 |         23
    miss rate                        |      0.02% |      0.16% |      0.02% |      0.42% |      0.09% |      0.11% |      0.12% |      0.15% |      0.15% |      0.69% |      0.15% |      0.52%
    mpki                             |       0.07 |       0.54 |       0.06 |       4.43 |       0.31 |       0.39 |       0.43 |       0.55 |       0.50 |       7.11 |       0.52 |       7.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      13150 |     141618 |      13617 |         49 |      40777 |     243819 |      70122 |     226982 |      99889 |         43 |     119306 |         44
    num misses                       |       3860 |      13543 |        672 |         49 |       1694 |      76742 |       2706 |      57829 |       5615 |         43 |       9215 |         44
    miss rate                        |     29.35% |      9.56% |      4.94% |    100.00% |      4.15% |     31.47% |      3.86% |     25.48% |      5.62% |    100.00% |      7.72% |    100.00%
    mpki                             |       0.02 |       0.05 |       0.00 |       7.75 |       0.01 |       0.12 |       0.02 |       0.14 |       0.03 |      13.90 |       0.04 |      13.40
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15898519 |   25608284 |   20807855 |        648 |   12469796 |   61559840 |   15761170 |   39108029 |   19272310 |        345 |   22430732 |        270
    num cache misses                 |     139277 |     595981 |     507698 |         86 |     527646 |    1217107 |     560854 |    1163755 |     574139 |         85 |     580866 |         83
    miss rate                        |      0.88% |      2.33% |      2.44% |     13.27% |      4.23% |      1.98% |      3.56% |      2.98% |      2.98% |     24.64% |      2.59% |     30.74%
    mpki                             |       0.77 |       2.28 |       2.35 |      13.60 |       3.99 |       1.96 |       3.44 |       2.81 |       2.90 |      27.47 |       2.53 |      25.28
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   64171649 |   90680174 |   75653937 |       6697 |   46390056 |  218603500 |   56743038 |  149107781 |   68685912 |       3176 |   79709343 |       4437
    num cache misses                 |     267309 |     498993 |      71778 |        450 |     157189 |    1570944 |     125594 |    1445582 |     211510 |        269 |     347152 |        332
    miss rate                        |      0.42% |      0.55% |      0.09% |      6.72% |      0.34% |      0.72% |      0.22% |      0.97% |      0.31% |      8.47% |      0.44% |      7.48%
    mpki                             |       1.49 |       1.91 |       0.33 |      71.18 |       1.19 |       2.53 |       0.77 |       3.49 |       1.07 |      86.94 |       1.51 |     101.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     407057 |    1095009 |     579552 |        539 |     684918 |    2788090 |     686560 |    2609405 |     785721 |        357 |     928081 |        418
    num cache misses                 |     229986 |     114693 |      32311 |        536 |      50632 |     265370 |      63579 |     370712 |      79619 |        354 |      97087 |        415
    miss rate                        |     56.50% |     10.47% |      5.58% |     99.44% |      7.39% |      9.52% |      9.26% |     14.21% |     10.13% |     99.16% |     10.46% |     99.28%
    mpki                             |       1.28 |       0.44 |       0.15 |      84.78 |       0.38 |       0.43 |       0.39 |       0.90 |       0.40 |     114.41 |       0.42 |     126.41
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     230467 |     114759 |      32401 |        539 |      50756 |     265429 |      63708 |     370800 |      79713 |        357 |      97171 |        418
    num cache misses                 |     126974 |      70927 |      25881 |         12 |      26723 |      37746 |      63263 |      69026 |      31743 |        172 |      31307 |         62
    miss rate                        |     55.09% |     61.81% |     79.88% |      2.23% |     52.65% |     14.22% |     99.30% |     18.62% |     39.82% |     48.18% |     32.22% |     14.83%
    mpki                             |       0.71 |       0.27 |       0.12 |       1.90 |       0.20 |       0.06 |       0.39 |       0.17 |       0.16 |      55.59 |       0.14 |      18.89
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     198570 |          0 |          0 |          0 |          0 |          0 |     198618 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.29 |        inf |        inf |        inf |        inf |        inf |      61.29 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      57550 |        894 |       1312 |          0 |       1382 |       3574 |        121 |       1827 |       1127 |          0 |       2594 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        716 |      45951 |          6 |          5 |         90 |      10050 |      36892 |      42662 |       6566 |         72 |       4668 |         26
