                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  567177606 |  569352774 |  569663465 |  569174423 |  569051720 |  569384033 |  568648689 |  569598280
  Cycles                             |  729350400 |  729350400 |  729350400 |  729350400 |  729350400 |  729350400 |  729350400 |  729350400
  IPC                                |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78
  Time (ns)                          |  729350400 |  729350400 |  729350400 |  729350400 |  729350400 |  729350400 |  729350400 |  729350400
  Idle time (ns)                     |       1347 |    1446203 |    1028348 |    1448579 |    1868281 |    1869304 |    1870261 |    1871202
  Idle time (%)                      |       0.0% |       0.2% |       0.1% |       0.2% |       0.3% |       0.3% |       0.3% |       0.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   43413838 |   44190022 |   44316626 |   44151418 |   44120263 |   44251773 |   44001976 |   44316749
  num incorrect                      |       6201 |       1068 |       2241 |       2405 |       2444 |       2431 |       2228 |       2566
  misprediction rate                 |      0.01% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   82305075 |   82330674 |   82298731 |   82343518 |   82353079 |   82324524 |   82348687 |   82415498
    num misses                       |        118 |         24 |         24 |         22 |         24 |         24 |         24 |         22
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  210393096 |  210711040 |  210683857 |  210638239 |  210596304 |  210582884 |  210461871 |  210666139
    num misses                       |   10338914 |   10306164 |   10307270 |   10308920 |   10307084 |   10305430 |   10301833 |   10295041
    miss rate                        |      4.91% |      4.89% |      4.89% |      4.89% |      4.89% |      4.89% |      4.89% |      4.89%
    mpki                             |      18.23 |      18.10 |      18.09 |      18.11 |      18.11 |      18.10 |      18.12 |      18.07
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |   10339032 |   10306188 |   10307294 |   10308942 |   10307108 |   10305454 |   10301857 |   10295063
    num misses                       |    4688364 |    4669997 |    4716095 |    4714797 |    4730788 |    4721201 |    4655885 |    4654982
    miss rate                        |     45.35% |     45.31% |     45.75% |     45.74% |     45.90% |     45.81% |     45.19% |     45.22%
    mpki                             |       8.27 |       8.20 |       8.28 |       8.28 |       8.31 |       8.29 |       8.19 |       8.17
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   82305075 |   82330674 |   82298731 |   82343518 |   82353079 |   82324524 |   82348687 |   82415498
    num cache misses                 |       9420 |       5299 |       5584 |       5237 |       5293 |       5283 |       5206 |       5484
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  210393096 |  210711040 |  210683857 |  210638239 |  210596304 |  210582884 |  210461871 |  210666139
    num cache misses                 |   11502177 |   11497506 |   11490743 |   11487413 |   11482329 |   11500696 |   11486567 |   11491208
    miss rate                        |      5.47% |      5.46% |      5.45% |      5.45% |      5.45% |      5.46% |      5.46% |      5.45%
    mpki                             |      20.28 |      20.19 |      20.17 |      20.18 |      20.18 |      20.20 |      20.20 |      20.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |   11669568 |   11648881 |   11652393 |   11630103 |   11624023 |   11661607 |   11650113 |   11641947
    num cache misses                 |    3494078 |    3483768 |    3481405 |    3480703 |    3479949 |    3488057 |    3468823 |    3484018
    miss rate                        |     29.94% |     29.91% |     29.88% |     29.93% |     29.94% |     29.91% |     29.78% |     29.93%
    mpki                             |       6.16 |       6.12 |       6.11 |       6.12 |       6.12 |       6.13 |       6.10 |       6.12
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    3652035 |    3629480 |    3637100 |    3617857 |    3616307 |    3643105 |    3626600 |    3628768
    num cache misses                 |    3406897 |    3383584 |    3390174 |    3376381 |    3375151 |    3396409 |    3386099 |    3388502
    miss rate                        |     93.29% |     93.23% |     93.21% |     93.33% |     93.33% |     93.23% |     93.37% |     93.38%
    mpki                             |       6.01 |       5.94 |       5.95 |       5.93 |       5.93 |       5.97 |       5.95 |       5.95
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   16993484 |          0 |          0 |          0 |   16996709 |          0 |          0 |          0
  average dram access latency (ns)   |    3274.64 |        inf |        inf |        inf |    3292.95 |        inf |        inf |        inf
  average dram queueing delay        |    3213.39 |       0.00 |       0.00 |       0.00 |    3231.70 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |    2302136 |    2296438 |    2295187 |    2297876 |    2297573 |    2295719 |    2295510 |    2294191
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     122843 |     111866 |     119773 |     103312 |     102535 |     124248 |     113264 |     113727
