                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11033348 |    3104424 |    3135564 |    2901329 |    3196022 |    3045519 |    2647894 |    3074297 |    3205237 |    3136237 |    3326844 |    3317780
  Cycles                             |   11130000 |   11130000 |   11130000 |   11130000 |    8347500 |    8347500 |    8347500 |    8347500 |   11130000 |   11130000 |   11130000 |   11130000
  IPC                                |       0.99 |       0.28 |       0.28 |       0.26 |       0.38 |       0.36 |       0.32 |       0.37 |       0.29 |       0.28 |       0.30 |       0.30
  Time (ns)                          |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500 |    2782500
  Idle time (ns)                     |       1466 |    2264687 |    2265307 |    2265236 |    2255431 |    2255420 |    2255539 |    2255457 |    2265430 |    2265634 |    2266108 |    2266115
  Idle time (%)                      |       0.1% |      81.4% |      81.4% |      81.4% |      81.1% |      81.1% |      81.1% |      81.1% |      81.4% |      81.4% |      81.4% |      81.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1342293 |     985545 |     999133 |     901644 |    1029699 |     967411 |     798081 |     979210 |    1017159 |     986901 |    1067817 |    1062648
  num incorrect                      |      74337 |       4808 |       4278 |       7503 |       2526 |       4612 |      10567 |       4269 |       5220 |       6339 |       3635 |       3984
  misprediction rate                 |      5.25% |      0.49% |      0.43% |      0.83% |      0.24% |      0.47% |      1.31% |      0.43% |      0.51% |      0.64% |      0.34% |      0.37%
  mpki                               |       6.74 |       1.55 |       1.36 |       2.59 |       0.79 |       1.51 |       3.99 |       1.39 |       1.63 |       2.02 |       1.09 |       1.20
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1634485 |      39384 |      36658 |      56395 |      26645 |      39057 |      76450 |      36444 |      42922 |      48977 |      32302 |      33838
    num misses                       |        175 |         26 |         26 |         26 |         26 |         26 |         26 |         27 |         28 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.05% |      0.10% |      0.07% |      0.03% |      0.07% |      0.07% |      0.06% |      0.08% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2676412 |     585606 |     588470 |     565690 |     590321 |     574614 |     538410 |     577735 |     604417 |     598083 |     616626 |     616588
    num misses                       |       1597 |        130 |        132 |        128 |        111 |        118 |        126 |        116 |        123 |        118 |        130 |        114
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1772 |        156 |        158 |        154 |        137 |        144 |        152 |        143 |        151 |        146 |        156 |        140
    num misses                       |        591 |        128 |        131 |        127 |        124 |        127 |        126 |        128 |        130 |        128 |        137 |        126
    miss rate                        |     33.35% |     82.05% |     82.91% |     82.47% |     90.51% |     88.19% |     82.89% |     89.51% |     86.09% |     87.67% |     87.82% |     90.00%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1634485 |      39384 |      36658 |      56395 |      26645 |      39057 |      76450 |      36444 |      42922 |      48977 |      32302 |      33838
    num cache misses                 |       2782 |        172 |        172 |        173 |        171 |        172 |        172 |        179 |        179 |        179 |        171 |        172
    miss rate                        |      0.17% |      0.44% |      0.47% |      0.31% |      0.64% |      0.44% |      0.22% |      0.49% |      0.42% |      0.37% |      0.53% |      0.51%
    mpki                             |       0.25 |       0.06 |       0.05 |       0.06 |       0.05 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2676412 |     585606 |     588470 |     565690 |     590321 |     574614 |     538410 |     577735 |     604417 |     598083 |     616626 |     616588
    num cache misses                 |      34178 |       8907 |       8825 |       9183 |       8741 |       8941 |       9274 |       8874 |       8931 |       8964 |       8760 |       8722
    miss rate                        |      1.28% |      1.52% |      1.50% |      1.62% |      1.48% |      1.56% |      1.72% |      1.54% |      1.48% |      1.50% |      1.42% |      1.41%
    mpki                             |       3.10 |       2.87 |       2.81 |       3.17 |       2.73 |       2.94 |       3.50 |       2.89 |       2.79 |       2.86 |       2.63 |       2.63
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39194 |       9122 |       9030 |       9408 |       8938 |       9151 |       9531 |       9089 |       9432 |       9486 |       9204 |       9189
    num cache misses                 |      25812 |       8681 |       8621 |       8834 |       8540 |       8662 |       8865 |       8646 |       8676 |       8651 |       8514 |       8542
    miss rate                        |     65.86% |     95.17% |     95.47% |     93.90% |     95.55% |     94.66% |     93.01% |     95.13% |     91.98% |     91.20% |     92.50% |     92.96%
    mpki                             |       2.34 |       2.80 |       2.75 |       3.04 |       2.67 |       2.84 |       3.35 |       2.81 |       2.71 |       2.76 |       2.56 |       2.57
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      28569 |       8726 |       8655 |       8885 |       8566 |       8699 |       8950 |       8682 |       8998 |       8994 |       8788 |       8838
