                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   57012860 |   57408867 |   56750571 |   56905494 |   49192466 |   49344273 |          0 |          0 |          0 |   57575018 |   57466694 |   57253855 |          0 |   49448418 |   49626377 |   49555103
  Cycles                             |   68022980 |   68022980 |   68022980 |   68022980 |   51603640 |   51603640 |   51603640 |   51603640 |   68022980 |   68022980 |   68022980 |   68022980 |   51603640 |   51603640 |   51603640 |   51603640
  IPC                                |       0.84 |       0.84 |       0.83 |       0.84 |       0.95 |       0.96 |       0.00 |       0.00 |       0.00 |       0.85 |       0.84 |       0.84 |       0.00 |       0.96 |       0.96 |       0.96
  Time (ns)                          |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200 |   23456200
  Idle time (ns)                     |     375323 |     356748 |     380623 |     377961 |        408 |     372660 |   23456200 |   23456200 |   23456200 |     352607 |     359421 |     367360 |   23456200 |     370022 |     362059 |     364722
  Idle time (%)                      |       1.6% |       1.5% |       1.6% |       1.6% |       0.0% |       1.6% |     100.0% |     100.0% |     100.0% |       1.5% |       1.5% |       1.6% |     100.0% |       1.6% |       1.5% |       1.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6208762 |    6299798 |    6153911 |    6189491 |    3914235 |    4082231 |          0 |          0 |          0 |    6338269 |    6313361 |    6267202 |          0 |    4101829 |    4146085 |    4128530
  num incorrect                      |       6056 |       3851 |       6438 |       6112 |      13450 |       5435 |          0 |          0 |          0 |       3807 |       4145 |       5609 |          0 |       5256 |       3642 |       3804
  misprediction rate                 |      0.10% |      0.06% |      0.10% |      0.10% |      0.34% |      0.13% |      0.00% |      0.00% |      0.00% |      0.06% |      0.07% |      0.09% |      0.00% |      0.13% |      0.09% |      0.09%
  mpki                               |       0.11 |       0.07 |       0.11 |       0.11 |       0.27 |       0.11 |       0.00 |       0.00 |       0.00 |       0.07 |       0.07 |       0.10 |       0.00 |       0.11 |       0.07 |       0.08
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6986175 |    6894204 |    6991980 |    6981760 |    6790180 |    6821846 |          0 |          0 |          0 |    6898814 |    6931949 |    6952467 |          0 |    6827720 |    6782271 |    6794667
    num misses                       |         21 |         23 |         23 |         21 |        131 |         23 |          0 |          0 |          0 |         21 |         23 |         21 |          0 |         23 |         21 |         23
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   19391341 |   19500351 |   19304501 |   19340822 |   18350012 |   18066716 |          0 |          0 |          0 |   19557504 |   19538909 |   19454784 |          0 |   18118968 |   18161061 |   18143150
    num misses                       |     857404 |     855884 |     855887 |     856695 |     859927 |     855537 |          0 |          0 |          0 |     856186 |     857571 |     856289 |          0 |     855908 |     856439 |     856801
    miss rate                        |      4.42% |      4.39% |      4.43% |      4.43% |      4.69% |      4.74% |      0.00% |      0.00% |      0.00% |      4.38% |      4.39% |      4.40% |      0.00% |      4.72% |      4.72% |      4.72%
    mpki                             |      15.04 |      14.91 |      15.08 |      15.05 |      17.48 |      17.34 |       0.00 |       0.00 |       0.00 |      14.87 |      14.92 |      14.96 |       0.00 |      17.31 |      17.26 |      17.29
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     857425 |     855907 |     855910 |     856716 |     860058 |     855560 |          0 |          0 |          0 |     856207 |     857594 |     856310 |          0 |     855931 |     856460 |     856824
    num misses                       |     352236 |     349110 |     347197 |     348854 |     351375 |     351171 |          0 |          0 |          0 |     347683 |     349728 |     350467 |          0 |     348330 |     351062 |     352571
    miss rate                        |     41.08% |     40.79% |     40.56% |     40.72% |     40.85% |     41.05% |      0.00% |      0.00% |      0.00% |     40.61% |     40.78% |     40.93% |      0.00% |     40.70% |     40.99% |     41.15%
    mpki                             |       6.18 |       6.08 |       6.12 |       6.13 |       7.14 |       7.12 |       0.00 |       0.00 |       0.00 |       6.04 |       6.09 |       6.12 |       0.00 |       7.04 |       7.07 |       7.11
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6986175 |    6894204 |    6991980 |    6981760 |    6790180 |    6821846 |          0 |          0 |          0 |    6898814 |    6931949 |    6952467 |          0 |    6827720 |    6782271 |    6794667
    num cache misses                 |        328 |        341 |        495 |        308 |       4204 |        850 |          0 |          0 |          0 |        378 |        344 |        317 |          0 |        859 |        853 |        819
    miss rate                        |      0.00% |      0.00% |      0.01% |      0.00% |      0.06% |      0.01% |       inf% |       inf% |       inf% |      0.01% |      0.00% |      0.00% |       inf% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.09 |       0.02 |        inf |        inf |        inf |       0.01 |       0.01 |       0.01 |        inf |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19391341 |   19500351 |   19304501 |   19340822 |   18350012 |   18066716 |          0 |          0 |          0 |   19557504 |   19538909 |   19454784 |          0 |   18118968 |   18161061 |   18143150
    num cache misses                 |     530567 |     529680 |     526001 |     529871 |     688145 |     680998 |          0 |          0 |          0 |     534163 |     526369 |     531756 |          0 |     685782 |     685355 |     678787
    miss rate                        |      2.74% |      2.72% |      2.72% |      2.74% |      3.75% |      3.77% |       inf% |       inf% |       inf% |      2.73% |      2.69% |      2.73% |       inf% |      3.78% |      3.77% |      3.74%
    mpki                             |       9.31 |       9.23 |       9.27 |       9.31 |      13.99 |      13.80 |        inf |        inf |        inf |       9.28 |       9.16 |       9.29 |        inf |      13.87 |      13.81 |      13.70
