                                     | Core 0      | Core 1     
  Instructions                       |  4387742973 |   449584531
  Cycles                             |  3439753800 |  3439753800
  IPC                                |        1.28 |        0.13
  Time (ns)                          |  1186122000 |  1186122000
  Idle time (ns)                     |      901718 |  1057650399
  Idle time (%)                      |        0.1% |       89.2%
Branch predictor stats               |             |            
  num correct                        |   178173900 |     8692005
  num incorrect                      |     6475399 |      292641
  misprediction rate                 |       3.51% |       3.26%
  mpki                               |        1.48 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843557303 |    69635841
    num misses                       |         218 |          51
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615225746 |   284254066
    num misses                       |    17418025 |     2936799
    miss rate                        |       0.67% |       1.03%
    mpki                             |        3.97 |        6.53
  L2 TLB                             |             |            
    num accesses                     |    17418243 |     2936850
    num misses                       |     7962661 |     1545803
    miss rate                        |      45.71% |      52.63%
    mpki                             |        1.81 |        3.44
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843557303 |    69635841
    num cache misses                 |     2656646 |        9475
    miss rate                        |       0.31% |       0.01%
    mpki                             |        0.61 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  2615225746 |   284254066
    num cache misses                 |    23354973 |     2869953
    miss rate                        |       0.89% |       1.01%
    mpki                             |        5.32 |        6.38
  Cache L2                           |             |            
    num cache accesses               |    27231936 |     2879649
    num cache misses                 |    14746244 |     2074427
    miss rate                        |      54.15% |      72.04%
    mpki                             |        3.36 |        4.61
  Cache L3                           |             |            
    num cache accesses               |    15967371 |     2074648
    num cache misses                 |     5111411 |      968825
    miss rate                        |      32.01% |      46.70%
    mpki                             |        1.16 |        2.15
DRAM summary                         |             |            
  num dram accesses                  |     3432120 |     3432245
  average dram access latency (ns)   |       61.26 |       61.26
  average dram queueing delay        |        0.01 |        0.01
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3593786 |      222799
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      569435 |      483515
