                                     | Core 0     | Core 1    
  Instructions                       |   12310661 |    3946698
  Cycles                             |   10833600 |   10833600
  IPC                                |       1.14 |       0.36
  Time (ns)                          |    2708400 |    2708400
  Idle time (ns)                     |       1328 |    1784679
  Idle time (%)                      |       0.0% |      65.9%
Branch predictor stats               |            |           
  num correct                        |    1546868 |    1007153
  num incorrect                      |      96846 |      32169
  misprediction rate                 |      5.89% |      3.10%
  mpki                               |       7.87 |       8.15
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1815658 |     258642
    num misses                       |        173 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3206971 |    1081540
    num misses                       |       1658 |        204
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.13 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1831 |        232
    num misses                       |        592 |        168
    miss rate                        |     32.33% |     72.41%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1815658 |     258642
    num cache misses                 |       2761 |        182
    miss rate                        |      0.15% |      0.07%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3206971 |    1081540
    num cache misses                 |      58264 |      35114
    miss rate                        |      1.82% |      3.25%
    mpki                             |       4.73 |       8.90
  Cache L2                           |            |           
    num cache accesses               |      63179 |      35296
    num cache misses                 |      43844 |      28344
    miss rate                        |     69.40% |     80.30%
    mpki                             |       3.56 |       7.18
  Cache L3                           |            |           
    num cache accesses               |      46081 |      28366
    num cache misses                 |      18472 |       2059
    miss rate                        |     40.09% |      7.26%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20520 |          0
  average dram access latency (ns)   |      62.01 |        inf
  average dram queueing delay        |       0.76 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11106 |        898
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
