                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   75514848 |   78057151 |   75107792 |   76855799 |   76317217 |   76621384 |   77040900 |   77879569
  Cycles                             |   78239200 |   78239200 |   78239200 |   78239200 |   78239200 |   78239200 |   78239200 |   78239200
  IPC                                |       0.97 |       1.00 |       0.96 |       0.98 |       0.98 |       0.98 |       0.98 |       1.00
  Time (ns)                          |   78239200 |   78239200 |   78239200 |   78239200 |   78239200 |   78239200 |   78239200 |   78239200
  Idle time (ns)                     |        388 |     398999 |     400300 |     401387 |     402302 |     403309 |     404292 |     405224
  Idle time (%)                      |       0.0% |       0.5% |       0.5% |       0.5% |       0.5% |       0.5% |       0.5% |       0.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    6667885 |    7585861 |    6653067 |    7257288 |    7059835 |    7193153 |    7295762 |    7618763
  num incorrect                      |       5884 |        715 |        816 |        767 |       2028 |       2036 |       2070 |       2514
  misprediction rate                 |      0.09% |      0.01% |      0.01% |      0.01% |      0.03% |      0.03% |      0.03% |      0.03%
  mpki                               |       0.08 |       0.01 |       0.01 |       0.01 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10382431 |   10366101 |   10283889 |   10274918 |   10331188 |   10315100 |   10370237 |   10347643
    num misses                       |        117 |         24 |         24 |         22 |         24 |         22 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27517627 |   27848913 |   27213260 |   27465319 |   27418665 |   27406348 |   27546119 |   27601926
    num misses                       |    1292209 |    1283064 |    1286289 |    1284535 |    1282371 |    1284156 |    1285811 |    1281734
    miss rate                        |      4.70% |      4.61% |      4.73% |      4.68% |      4.68% |      4.69% |      4.67% |      4.64%
    mpki                             |      17.11 |      16.44 |      17.13 |      16.71 |      16.80 |      16.76 |      16.69 |      16.46
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1292326 |    1283088 |    1286313 |    1284557 |    1282395 |    1284178 |    1285835 |    1281758
    num misses                       |     526178 |     521770 |     524140 |     528366 |     523046 |     525519 |     526582 |     519586
    miss rate                        |     40.72% |     40.67% |     40.75% |     41.13% |     40.79% |     40.92% |     40.95% |     40.54%
    mpki                             |       6.97 |       6.68 |       6.98 |       6.87 |       6.85 |       6.86 |       6.84 |       6.67
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10382431 |   10366101 |   10283889 |   10274918 |   10331188 |   10315100 |   10370237 |   10347643
    num cache misses                 |       5493 |       1491 |       1519 |       1497 |       1569 |       1428 |       1462 |       1656
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.07 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27517627 |   27848913 |   27213260 |   27465319 |   27418665 |   27406348 |   27546119 |   27601926
    num cache misses                 |    1453180 |    1448356 |    1445714 |    1442375 |    1441249 |    1440355 |    1449412 |    1434284
    miss rate                        |      5.28% |      5.20% |      5.31% |      5.25% |      5.26% |      5.26% |      5.26% |      5.20%
    mpki                             |      19.24 |      18.56 |      19.25 |      18.77 |      18.88 |      18.80 |      18.81 |      18.42
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1552464 |    1545115 |    1533312 |    1531201 |    1531914 |    1528462 |    1543475 |    1522957
    num cache misses                 |     532982 |     523517 |     519696 |     517570 |     518002 |     515026 |     518533 |     515021
    miss rate                        |     34.33% |     33.88% |     33.89% |     33.80% |     33.81% |     33.70% |     33.60% |     33.82%
    mpki                             |       7.06 |       6.71 |       6.92 |       6.73 |       6.79 |       6.72 |       6.73 |       6.61
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     626671 |     618301 |     605328 |     604458 |     606946 |     601126 |     610440 |     601394
    num cache misses                 |     288994 |     272092 |     272261 |     275986 |     276519 |     270299 |     272383 |     271843
    miss rate                        |     46.12% |     44.01% |     44.98% |     45.66% |     45.56% |     44.97% |     44.62% |     45.20%
    mpki                             |       3.83 |       3.49 |       3.62 |       3.59 |       3.62 |       3.53 |       3.54 |       3.49
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     892236 |          0 |          0 |          0 |     890816 |          0 |          0 |          0
  average dram access latency (ns)   |     241.82 |        inf |        inf |        inf |     243.68 |        inf |        inf |        inf
  average dram queueing delay        |     180.56 |       0.00 |       0.00 |       0.00 |     182.43 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     131339 |     113802 |     124754 |     116756 |     118022 |     117068 |     115427 |     110817
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     100516 |     106360 |      98111 |     104867 |     104931 |     100941 |     104517 |     102679
