                                     | Core 0     | Core 1    
  Instructions                       |  278874721 |  280725807
  Cycles                             |   97538800 |   97538800
  IPC                                |       2.86 |       2.88
  Time (ns)                          |   24384700 |   24384700
  Idle time (ns)                     |        403 |     251910
  Idle time (%)                      |       0.0% |       1.0%
Branch predictor stats               |            |           
  num correct                        |    1384927 |    2220843
  num incorrect                      |      17387 |      10001
  misprediction rate                 |      1.24% |      0.45%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428279 |   26263255
    num misses                       |        233 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128514763 |  128484507
    num misses                       |      18589 |       4391
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.07 |       0.02
  L2 TLB                             |            |           
    num accesses                     |      18822 |       4429
    num misses                       |        597 |        164
    miss rate                        |      3.17% |      3.70%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428279 |   26263255
    num cache misses                 |      81961 |      57546
    miss rate                        |      0.31% |      0.22%
    mpki                             |       0.29 |       0.20
  Cache L1-D                         |            |           
    num cache accesses               |  128514763 |  128484507
    num cache misses                 |    1885360 |    1834461
    miss rate                        |      1.47% |      1.43%
    mpki                             |       6.76 |       6.53
  Cache L2                           |            |           
    num cache accesses               |    2008367 |    1929871
    num cache misses                 |      78923 |      70529
    miss rate                        |      3.93% |      3.65%
    mpki                             |       0.28 |       0.25
  Cache L3                           |            |           
    num cache accesses               |     143324 |     130586
    num cache misses                 |      78224 |      70528
    miss rate                        |     54.58% |     54.01%
    mpki                             |       0.28 |       0.25
DRAM summary                         |            |           
  num dram accesses                  |       8597 |       8564
  average dram access latency (ns)   |      61.55 |      61.49
  average dram queueing delay        |       0.30 |       0.24
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6797 |         13
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      60171 |      63287
