                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   72733775 |   73128448 |   73370908 |   73180198 |   69598550 |   69312773 |   69553199 |   69426099 |   76129318 |   76376831 |   76380029 |   76287133
  Cycles                             |   96624400 |   96624400 |   96624400 |   96624400 |   24156100 |   24156100 |   24156100 |   24156100 |   96624400 |   96624400 |   96624400 |   96624400
  IPC                                |       0.75 |       0.76 |       0.76 |       0.76 |       2.88 |       2.87 |       2.88 |       2.87 |       0.79 |       0.79 |       0.79 |       0.79
  Time (ns)                          |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100 |   24156100
  Idle time (ns)                     |        353 |     468194 |     468971 |     469512 |     469908 |     470304 |     470700 |     471161 |     471622 |     472018 |     472414 |     472810
  Idle time (%)                      |       0.0% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       2.0% |       2.0% |       2.0% |       2.0% |       2.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4117861 |    4410004 |    4490844 |    4427279 |    6559814 |    6464545 |    6544701 |    6502173 |    8736766 |    8819274 |    8820140 |    8789384
  num incorrect                      |      36794 |      28715 |      28717 |      28714 |      23973 |      23970 |      23971 |      23979 |      23971 |      23970 |      23973 |      23960
  misprediction rate                 |      0.89% |      0.65% |      0.64% |      0.64% |      0.36% |      0.37% |      0.36% |      0.37% |      0.27% |      0.27% |      0.27% |      0.27%
  mpki                               |       0.51 |       0.39 |       0.39 |       0.39 |       0.34 |       0.35 |       0.34 |       0.35 |       0.31 |       0.31 |       0.31 |       0.31
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6716545 |    6598995 |    6598999 |    6598995 |    5499561 |    5499561 |    5499561 |    5499672 |    5499563 |    5499561 |    5499712 |    5499561
    num misses                       |        262 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23581653 |   23400704 |   23441075 |   23409289 |   20943603 |   20895993 |   20936039 |   20915128 |   22032072 |   22073325 |   22074165 |   22058375
    num misses                       |      22209 |      20962 |      20403 |      20971 |      17158 |      16959 |      17721 |      17519 |      17537 |      17159 |      17215 |      17952
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.31 |       0.29 |       0.28 |       0.29 |       0.25 |       0.24 |       0.25 |       0.25 |       0.23 |       0.22 |       0.23 |       0.24
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      22471 |      20987 |      20428 |      20996 |      17183 |      16984 |      17746 |      17544 |      17562 |      17184 |      17240 |      17977
    num misses                       |       4764 |       3773 |       3754 |       3764 |       3152 |       3232 |       3217 |       3078 |       3217 |       3185 |       3185 |       3233
    miss rate                        |     21.20% |     17.98% |     18.38% |     17.93% |     18.34% |     19.03% |     18.13% |     17.54% |     18.32% |     18.53% |     18.47% |     17.98%
    mpki                             |       0.07 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6716545 |    6598995 |    6598999 |    6598995 |    5499561 |    5499561 |    5499561 |    5499672 |    5499563 |    5499561 |    5499712 |    5499561
    num cache misses                 |      11741 |       1730 |       1724 |       1687 |       3598 |       3694 |       3590 |       3678 |       1573 |       1600 |       1611 |       1631
    miss rate                        |      0.17% |      0.03% |      0.03% |      0.03% |      0.07% |      0.07% |      0.07% |      0.07% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.16 |       0.02 |       0.02 |       0.02 |       0.05 |       0.05 |       0.05 |       0.05 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   23581653 |   23400704 |   23441075 |   23409289 |   20943603 |   20895993 |   20936039 |   20915128 |   22032072 |   22073325 |   22074165 |   22058375
    num cache misses                 |    2628012 |    2611782 |    2609729 |    2611730 |    2176225 |    2174548 |    2176446 |    2176458 |    2176101 |    2174574 |    2176400 |    2176335
    miss rate                        |     11.14% |     11.16% |     11.13% |     11.16% |     10.39% |     10.41% |     10.40% |     10.41% |      9.88% |      9.85% |      9.86% |      9.87%
    mpki                             |      36.13 |      35.71 |      35.57 |      35.69 |      31.27 |      31.37 |      31.29 |      31.35 |      28.58 |      28.47 |      28.49 |      28.53
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2678270 |    2649618 |    2647494 |    2649546 |    2210070 |    2208362 |    2210151 |    2210310 |    2183838 |    2180399 |    2181832 |    2182923
    num cache misses                 |     262099 |     234247 |     231730 |     233254 |     257602 |     257249 |     257475 |     258294 |     186419 |     185601 |     186533 |     187865
    miss rate                        |      9.79% |      8.84% |      8.75% |      8.80% |     11.66% |     11.65% |     11.65% |     11.69% |      8.54% |      8.51% |      8.55% |      8.61%
    mpki                             |       3.60 |       3.20 |       3.16 |       3.19 |       3.70 |       3.71 |       3.70 |       3.72 |       2.45 |       2.43 |       2.44 |       2.46
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     346186 |     315482 |     312501 |     312193 |     322681 |     321565 |     321670 |     322637 |     235755 |     232790 |     233404 |     236418
    num cache misses                 |     203462 |     189804 |     184622 |     185668 |     149398 |     151508 |     150891 |     151405 |      84867 |      81499 |      80715 |      84484
    miss rate                        |     58.77% |     60.16% |     59.08% |     59.47% |     46.30% |     47.12% |     46.91% |     46.93% |     36.00% |     35.01% |     34.58% |     35.74%
    mpki                             |       2.80 |       2.60 |       2.52 |       2.54 |       2.15 |       2.19 |       2.17 |       2.18 |       1.11 |       1.07 |       1.06 |       1.11
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |    1159223 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    1159017 |          0 |          0 |          0
  average dram access latency (ns)   |     467.23 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     438.41 |        inf |        inf |        inf
  average dram queueing delay        |     405.98 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     377.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      90672 |      82628 |      82040 |      80136 |      66140 |      65116 |      65581 |      64971 |      21636 |      19236 |      18551 |      20009
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      28204 |      28059 |      28041 |      28137 |      23634 |      23651 |      23760 |      24343 |      37367 |      37117 |      37290 |      38325
