                                     | Core 0     | Core 1    
  Instructions                       |   14683431 |    5702329
  Cycles                             |   10192700 |   10192700
  IPC                                |       1.44 |       0.56
  Time (ns)                          |   10192700 |   10192700
  Idle time (ns)                     |       1546 |    6007799
  Idle time (%)                      |       0.0% |      58.9%
Branch predictor stats               |            |           
  num correct                        |    1944449 |    1536995
  num incorrect                      |     112988 |      46310
  misprediction rate                 |      5.49% |      2.92%
  mpki                               |       7.69 |       8.12
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1492860 |     157722
    num misses                       |        171 |         25
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    3443445 |    1476458
    num misses                       |       2646 |       1137
    miss rate                        |      0.08% |      0.08%
    mpki                             |       0.18 |       0.20
  L2 TLB                             |            |           
    num accesses                     |       2817 |       1162
    num misses                       |        700 |        223
    miss rate                        |     24.85% |     19.19%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1492860 |     157722
    num cache misses                 |       3474 |        292
    miss rate                        |      0.23% |      0.19%
    mpki                             |       0.24 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3443445 |    1476458
    num cache misses                 |      65390 |      38474
    miss rate                        |      1.90% |      2.61%
    mpki                             |       4.45 |       6.75
  Cache L2                           |            |           
    num cache accesses               |      70893 |      38770
    num cache misses                 |      48382 |      30770
    miss rate                        |     68.25% |     79.37%
    mpki                             |       3.30 |       5.40
  Cache L3                           |            |           
    num cache accesses               |      51334 |      30810
    num cache misses                 |      21043 |       3852
    miss rate                        |     40.99% |     12.50%
    mpki                             |       1.43 |       0.68
DRAM summary                         |            |           
  num dram accesses                  |      24885 |          0
  average dram access latency (ns)   |      61.33 |        inf
  average dram queueing delay        |       0.08 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11691 |       1758
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
