                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44659511 |    5955274 |    5966346 |    4846852 |    5234477 |    5730141 |    6013253 |    5872017
  Cycles                             |   33208000 |   33208000 |   33208000 |   33208000 |   33208000 |   33208000 |   33208000 |   33208000
  IPC                                |       1.34 |       0.18 |       0.18 |       0.15 |       0.16 |       0.17 |       0.18 |       0.18
  Time (ns)                          |    8302000 |    8302000 |    8302000 |    8302000 |    8302000 |    8302000 |    8302000 |    8302000
  Idle time (ns)                     |       1507 |    7048014 |    7033472 |    7014779 |    7013865 |    7099180 |    7014049 |    7054374
  Idle time (%)                      |       0.0% |      84.9% |      84.7% |      84.5% |      84.5% |      85.5% |      84.5% |      85.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4941138 |    1713441 |    1707298 |    1223614 |    1384601 |    1671732 |    1710582 |    1691693
  num incorrect                      |     350774 |      25419 |      27188 |      45558 |      40603 |      19978 |      29542 |      24918
  misprediction rate                 |      6.63% |      1.46% |      1.57% |      3.59% |      2.85% |      1.18% |      1.70% |      1.45%
  mpki                               |       7.85 |       4.27 |       4.56 |       9.40 |       7.76 |       3.49 |       4.91 |       4.24
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5839019 |     240868 |     250973 |     365883 |     333944 |     203935 |     265976 |     235689
    num misses                       |        171 |         26 |         26 |         26 |         26 |         27 |         26 |         26
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10240114 |    1386651 |    1394455 |    1292286 |    1333119 |    1321234 |    1414673 |    1365964
    num misses                       |      10751 |       9331 |       9331 |       9363 |       9461 |       9386 |       9377 |       9315
    miss rate                        |      0.10% |      0.67% |      0.67% |      0.72% |      0.71% |      0.71% |      0.66% |      0.68%
    mpki                             |       0.24 |       1.57 |       1.56 |       1.93 |       1.81 |       1.64 |       1.56 |       1.59
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      10922 |       9357 |       9357 |       9389 |       9487 |       9413 |       9403 |       9341
    num misses                       |        867 |        329 |        326 |        325 |        331 |        300 |        314 |        300
    miss rate                        |      7.94% |      3.52% |      3.48% |      3.46% |      3.49% |      3.19% |      3.34% |      3.21%
    mpki                             |       0.02 |       0.06 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5839019 |     240868 |     250973 |     365883 |     333944 |     203935 |     265976 |     235689
    num cache misses                 |       2932 |        170 |        171 |        172 |        172 |        173 |        171 |        171
    miss rate                        |      0.05% |      0.07% |      0.07% |      0.05% |      0.05% |      0.08% |      0.06% |      0.07%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10240114 |    1386651 |    1394455 |    1292286 |    1333119 |    1321234 |    1414673 |    1365964
    num cache misses                 |      85168 |      52215 |      52496 |      53694 |      53183 |      52006 |      52743 |      52290
    miss rate                        |      0.83% |      3.77% |      3.76% |      4.15% |      3.99% |      3.94% |      3.73% |      3.83%
    mpki                             |       1.91 |       8.77 |       8.80 |      11.08 |      10.16 |       9.08 |       8.77 |       8.90
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      90776 |      52843 |      53136 |      54583 |      55054 |      53614 |      54481 |      53955
    num cache misses                 |      71256 |      46753 |      46958 |      47463 |      47476 |      46695 |      47186 |      46907
    miss rate                        |     78.50% |     88.48% |     88.37% |     86.96% |     86.24% |     87.09% |     86.61% |     86.94%
    mpki                             |       1.60 |       7.85 |       7.87 |       9.79 |       9.07 |       8.15 |       7.85 |       7.99
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      74320 |      47244 |      47461 |      48216 |      49211 |      48161 |      48773 |      48415
    num cache misses                 |      48944 |      26439 |      26728 |      27078 |      28468 |      27980 |      28227 |      28113
    miss rate                        |     65.86% |     55.96% |     56.32% |     56.16% |     57.85% |     58.10% |     57.87% |     58.07%
    mpki                             |       1.10 |       4.44 |       4.48 |       5.59 |       5.44 |       4.88 |       4.69 |       4.79
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      18960 |          0 |          0 |          0 |      18899 |          0 |          0 |          0
  average dram access latency (ns)   |      61.59 |        inf |        inf |        inf |      61.57 |        inf |        inf |        inf
  average dram queueing delay        |       0.33 |       0.00 |       0.00 |       0.00 |       0.31 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10591 |        563 |        552 |        507 |        400 |        347 |        365 |        409
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7927 |       7422 |       7431 |       7690 |       9088 |       8734 |       8765 |       8785
